query_id,category,setting,old_prompt_sha256,new_prompt_sha256,prompt_identical,action,old_ranking_sha256,new_ranking_sha256
conv-41_qa_93,4,b_category,acbbfa6b8f1427754e5a479b144a6da070fc9504def2bfc8255512fd23735bb6,6340e1d57aa0fb565cdc7a6c0acb5c158e600dac2e9bb3645a147281969a87b6,0,regenerate,6e5a4e11577cbd594fcceb299b1316bfc0e97f74b2a753ee1a309cbf28b09d70,e12e47ebf9619e1c69ff21ac092596103b8c16a58a97797bd2be9ee025318ad7
conv-41_qa_94,4,b_category,821a5f4440285fe62b7a2d8b2bae2927e02dff77b4e1ee84e3883124f682b2bd,77e0a018fe47a31aac9eb23c52e98e5afcfdb05e17e2cd2667240414a69857e7,0,regenerate,34d984ad9ef849219cf26ad718e1d8a906fe037f76c75108f5d20ed5f1fd438d,458d59f503c78d508a9e0648576cfb3212663830593c719a0462725c54f98ec6
conv-41_qa_95,4,b_category,653f7a1ac0abe2151f9a13ccd8bf6978dd941e80959089c8e12be8fe16fc8559,78d2ce64db7a78839cecddae933aae4d8fc9da86c6bdc3991315041d37185518,0,regenerate,1136e1e06b4e5fc6fb1ff648431abbc20659452962826a34c0055bf5a68458ae,6ae1029fe34178eccbf3aa04afab1870fdc6378bbe969a1548e74141a73ee140
conv-41_qa_96,4,b_category,16bc8eff7c5c708de2f079bd22e783b1e65d0d3d6ddc04f53fbf03bfba5a332d,95d3abe5b45f7f96bbd14ad11c25fbd54aef0eac9f48fd6b967a1b1cfe88c051,0,regenerate,8b31d292db827f0e319dd516dfb221c00f5082826dca521c5db28edf51364dc2,d4b44e91a5c36bb72d2077ca22440111771cb52756aa6556e34bb1502f79565e
conv-41_qa_97,4,b_category,537d91c4be973aa6990acbd82d619d076408e6f1696c3ab1dd09924229ffb4b2,1b694813c3329bb7f3c97f2e195812c2bcd4908eb49b0563a0b11e77c13f2dbf,0,regenerate,26006c5fe676dad083189743700bd6f84c3abb0f4d4b1fc80dc57a245da1778e,c3d331f9072ed4f0224882ff55ab1dbb582936b1e7beea0775c6ded8bb3d69fb
conv-41_qa_98,4,b_category,5e4857e9efa6cfc74e14d09f7c15bbe02a6010e16e90a4791f0f88a2b8cd204c,490519254ea84f704b4d4880fb7bc0be7f47d40e3daa35acb906e439c0f16f87,0,regenerate,1e56c5b552905d5ee6fe1d9d1760f46d74d4f0668dd986f5ebd228bea335cd94,d1a7e04ba97890cb94fd3a6b1d14d6238a92e2f70869962e75a3ad2dc00ff5b0
conv-41_qa_99,4,b_category,8b7873417f6071c741a6c9a999d39537a7bce0706ad961cd535babc6fccb1cab,ad71ae38feb7e10135137c8f8d12b26e43c3a78064fba027bdb876d4a4cd1b2a,0,regenerate,68cabf9293a975b4ae605b9f85d266a6b475ff2e6b7ec7a323bcccd2feb0b02b,0bca90102483f3f11cfd5244bad29d4b7c521c0c4480ce6cf6823a1e5d39f943
conv-42_qa_0,3,b_category,9ec9d8a7fad1b475e7d41054b3c8d0bf5b0132a9a7d7b6a909d51b1e67675fc3,ec4b3a2f55a1efed6b09136423bfee8b69dcd810df3e966908c4fbf0d0b7dcbd,0,regenerate,5889c806babd208d94750f80df0e4e56db1133638af3b10a12767bc57a0856c3,1513b2534494e883a1a71c67d70f1179ac1f730d6ecaf77ff37d4177d0c3a835
conv-42_qa_1,1,b_category,10198c763759ae944a8e71ed0270acd263744d583d19bb4dd008f12bcaffb8a0,30b2bcd91ae451535de6b0ecc7c23f417dcb7842dc570e449fe7dd29e0dd20c5,0,regenerate,ac7dacec5e7edc23c4f646d61af41bcf5975a526586a65f015c95662ebe040c4,30f9d9a5ec2bb1f1e9eb0f185f7d02d92c209002a9e2725de12f18615164cd36
conv-42_qa_10,1,b_category,5afd51e273eae78eb578428f30539fe94e71920096fc6762d37a0d26d5571470,a51d882d5a15754cf128ef9e8049c96a7802d7fceaa4ca8ad80323ed4a0b7c99,0,regenerate,6b5d3f71bd52818a3882a59e664b92b07f842b39176761f47cd26ad944124427,65eb81b139fd0fa1c0e2678de9a62dc7bbe3041231199c94805ed8f127df90a4
conv-42_qa_100,4,b_category,d91587e7efbd70f41b049b6ff502daad9321540ad6891fce2aa19b6b82420d75,e1ffa7737fd5744ce0ae3f53ebdadeeefcf96cd95a1c433611a7f08847a860a5,0,regenerate,dba45eb46331c12166527ab392c10e6778e4c9fe62acd2fe51b5d52ebb8a66c0,542467bd3857a9ba4269639058dc13afeb4b95f9ab663a764c5620b2f415df04
conv-42_qa_101,4,b_category,9d524dcb3ae06b38b979ba4e712df656908d7234439b5c2414a09a804755bd4c,b84cd8b6112a6263dc91392e1b693b2fac89d3a1f19c247cd303ea4689e34955,0,regenerate,f8282b21572171689cdeaeb861de034c5fee12a1af13c7333ecf3379a456cf88,03eb3d22ef5f220f7cfcd596557e73aa49929db3623cf6620acb38b3f6df0909
conv-42_qa_102,4,b_category,8c9d1274d41b95d39649bd9b07e23673bc1485de107e363bdad86a5717388632,89a65dfcd777b9c95006c28db407e7dca9c014a6a5eac162144338ac3d8715cf,0,regenerate,ea7fe81e6f54b353f33fd32782260006ebb2ebc208a5ea72b9299d58417a83f5,f6c41619ada383e07f1166fdc189d8769d16832d41bfea78a233de3b684912bf
conv-42_qa_103,4,b_category,ae4dec30258f062128f3e0898f24e2f21573852ed3b081ef8e5af4ef04934709,42fc94bf9c4fcec48024b50a1fdb81e8ca0ffa30e774282b1b774251484194b2,0,regenerate,f730d9406ab5e3d3e44692e3259e6eed00145d24d3126aca262753ad0691fe2b,56144e2652e2d93b01b2f3166eebf510555005b9689e412ff6f3e6138551aff4
conv-42_qa_104,4,b_category,942166bdcc4aaa412b72e9375aa093e923904d42dcf9ea6b34ebeff5ddbb743e,6e8946bad8043f58537bf7fb6b9d8421c5e76ec26cd856563b24b804922ba0d7,0,regenerate,83bd1356d381f279c967818134f960644b9a73b9d00389075efa2f84d8e174a2,b1caa7f3ac5745d69b342be9ce4fc17192a17de042fe48bbab2494d126aaa2e2
conv-42_qa_105,4,b_category,60e4201edc26f9beca27039ed79898d1e066ee06e2bf8f5530c601d98360fa7d,c8e80a1ba74dc6ddda694f1974be2345ec1514b033885b5539e6f596e6c4345d,0,regenerate,15d6621b3c88ddd953ed55f65e3c30811db6d12efeb773fec90f4c1999e0ae3f,630542023ffa1a509e7b9369abccec89f2b9e74a25efd2eb1426a5ddfe4c1b72
conv-42_qa_106,4,b_category,a8d575c8d1487893a1995c13377d4eb5af5e0c7c7f6c2b416fd5a9d5086bf6e1,8aee84343eacc3bdd1d6b4685e7f9191241161279f5daef4b3c28309456a511e,0,regenerate,75d1ef455ffa1c4bf7e7309bec186fb9cb5a1984ba2c4965b01e9e755b3b55aa,bc966f4f04ee2384dc403cd1a124aabda3a1a8ed2890b16facc8065eaaf5ac5f
conv-42_qa_107,4,b_category,5dafbd9b05e8c86a564707fae0177e92fb9a44ace1a494fe308a9006be194673,7c6d0faf3578316ae8ba7aac8c6dcec08945af8a1525c04bf12a36423c0bd98d,0,regenerate,b009bd2634852629019e95bab5edf56a26b2601ded2275030d17382756e90af2,81114dbe575e2a5cc8c6307262c48adda8225fc45f89b79b4c457ae213d1447c
conv-42_qa_108,4,b_category,b70375952ec8c4b2dc1a47858b45dee217223d54841abb13dbfb27b651d8561e,03b6a35ba11f4a93e2c3e480105d1bcc8ad0511c02f4508326b8ceb97dd74c72,0,regenerate,66455c91768d4b3ddbfaf0408b8f7950439c7328f80d7f92947ff2a4a1a69e3e,dbe4eb2ee646f5131cf213ce9a6b76095a37cce91f2bc32d4021192159ae24de
conv-42_qa_109,4,b_category,658a53a5f096980cd240e17399779a5a45da63bea3d8a59a1d1e6218ff980dd7,f7bd31e8e03f9f978309ea75c24c9e1bc6677ceece2c6de9d3a54f357e8f3f50,0,regenerate,0a81ed2a8bc212fb382d9225590181fb8452230692a3ff57608970ce65b4f66b,34e5d5d65b30ab8aadcd5417c6906b3c01796779c88c8492918742bf8af88b3c
conv-42_qa_11,1,b_category,853cdfdc08deef767631b4abe17ce4bc20c65303d6c7d548f359e506ab7e1506,692af6f843ade60d66c87a1ec489b6fe5015f4718f631ebf92bee3d8854e14dd,0,regenerate,21f86bd5208d8fb9af760cf2a5467c1fb62d53dcc1d8a84e313cc06a4831a589,f396522aa8555056f0944d1b2c0856609972a2347ec42dcff50932b55c745c7b
conv-42_qa_110,4,b_category,37fbffeec10abc7dbbdf90e981f4e9a702e576e3750c35149d9d20ecadde3f3e,04125bc6d3760ac89f65266139c8cdc651def67dbc8b117287a3a3f329569479,0,regenerate,6226f1e9830856b920db9851684e778dd84c6aa641ddddb33928c7706d864f3c,5e62c0ad25efc38ec98e52b0113c66571ee3fb376a68eeb10cb5fbd0aba944cf
conv-42_qa_111,4,b_category,4c9f006fe83a1e5b9671a05b79d0a3d4c8c70fbc909f994e4b45b610d67e7d03,d762e1315aee17b4d2b993a4937ce9a6c87fac164dea324ce51de8f594d6b4c8,0,regenerate,54e0d3bbe413a747722bed8651c4421b857d9a1ab12c93dc759e0c8d6536caa0,e0700941b66d0202a185ebf0cb13622d7a196ab1b96623ef06aafbe87d5b4f5d
conv-42_qa_112,4,b_category,ab28df01540622b6e7d0f8c120afa937556adf08f6ae676b03b06ac881237ecb,a3ce743e157643e71c19f1f04653c874370e99aff7a66e57a9298e21213d1afb,0,regenerate,9647530e0e86399a0b555e8431bfd807b2d08cfc1285bd2876e589312ebb6753,621012bee54288555565fbeee12093a01905e60cb0bd87947db97c9bdcf74d13
conv-42_qa_113,4,b_category,ad9483cfbe01f09eaae8553261f7e152ee7a47116c8703a47b4654f6e3e55603,9ceae3859b00e6bb1240ea926fa40fa22de20afc509bd7e45c9557af9da34669,0,regenerate,0d6d5c194d9781a50b7af2b957e886f39b595071acbab34f243ae2f0d94abec3,8025c1b12a389c89ad193175cbfc9dd5ab4b45a048fae5fcb825796f03adc0af
conv-42_qa_114,4,b_category,71085bd7fd26d0a2a48f376bb0e03ea9ebf2f7b1d9ff3d4253fbf1198d5543fa,c796ae0c6603bd040c5b851cf7f9dceeabe206bcc4b0744ce3c3a5dea8db5b21,0,regenerate,b7159d134e20f1c8858dd7f334395159d566b60efacfbeadf88c20826c19a866,b37f7a46fb38f40a6694f2b30b3a8404e0d3fce7856e0716b34dbce88c24545c
conv-42_qa_115,4,b_category,c23f9ed52b676123037da381d4ebdb0dafdfe88a3e3d38408b47acc44a51b3cf,0454a61da02e8e0fa0c8f1e5387f895ce99dd30637bc9804ea0a6bf9c7d5e5ab,0,regenerate,25a769aac961ee219bfa2a16c8c71ee5ce17523273971e7ee30011f883ab6827,efdfe0cb07df1c68d86d5174ea7ea7f67f454a3d34f30976813bf5ed4f812ced
conv-42_qa_116,4,b_category,ca574000755dbdfec51203c607b1f462c33532f39500dcfca3ebb6b18daf50dd,42bc6ffe99f93ab139ffb8a09cd533b9ba43d3afce639e33aa489e9adea4fcd5,0,regenerate,5478847950034748a4b7b435d49392892227d219aab89c5d0a4dcfe580cc7195,bc33ac58b1cffb10d96e14770be1e72841fc591fb95031cb653fd626d49e1e21
conv-42_qa_117,4,b_category,84a2b2403ceee986d1e97fe909e84e5ad6af900828f4f8fe0682068550d3cdc7,112ea9aa08ca7df842136e8e690d528d95b1035e18c7ac32c97163aab650d29b,0,regenerate,499ae5b602b18adc31ee0b416fa0031ac3bcfdf8e65c6c56447e23f5b35c8bd0,e457c21b24d56636427b52c478eac7e0fb264a975c0617a9ff65e487b2336607
conv-42_qa_118,4,b_category,347671ba8a686cf87e609883b9fa7238dc1f682e4b6f14c5d9d455ff123894f2,aa03378ba44e7695857dae377814b23d3f1e99df32d9f1be52e305663aba975d,0,regenerate,942cdb86b415f45d8fd3badba5d70f54a66798763c120a2b3fd793b3157d6afc,702811a08bad1d3dd6a4d5f9bffa3b1ed39f53f452b966896ec99ebb46a44291
conv-42_qa_119,4,b_category,4021a53878e72b3c8bf8b86fa129c51acf6678c2a3f6de35dc845aeea7b1a97d,bb92df657eccf7e8946b626410267c111ebd176fa2c37f62906d521660acbd82,0,regenerate,ecf0c997e93049d7b9a0f28876a35161ff2228b25717fdb7717eecabe8b7c64b,0a066cb49fbfb8f93d77294657368a5505fd18ef111a36aefb3540e8d418421d
conv-42_qa_12,3,b_category,2bf19dfb92c9ba31d9d63e8b5a9e8ad055b4844cc50842239a3b80befb3aa177,8f7d1ae0e0b3a7e39a62f46e6a53f16ed374b1517b46817b002504211660c257,0,regenerate,ccfc95f33292f10d2234b6ffca08c0c960741b72a1a261aa9954cec615ebd5aa,7e053194787204efed3be9723e9c05f6f2939cb41a1a6bf3e956d654570e8a23
conv-42_qa_120,4,b_category,458a58c2d5bbabc7c5f279219c80175036b4915813a79daebafb9f441e45bc89,8bbc4826ef76f4853a91113e721b15bcf6f8eac03e2ff968f67a0fb90a130f74,0,regenerate,ca540ebee510634ff08e27fc4aeeaade4b7b59102ae799f1f2be3d4ea204ce6c,2e1f8eb96417709bc5bfbfb5cfd212c2fc77e46c9488c63c4150ddf5bd1ab424
conv-42_qa_121,4,b_category,f7689d565ac7c5699cc089d2e5fff09005241b53d99c46d694e76542cc05fb26,c8e51761daf2fba619139fbb2024ccec31c4c2793415099cd2650255606b4b2e,0,regenerate,1b20201dc2b6e553fa0a1b96eac368a8f1a544f643fd99de09ac1cdb06ac3027,656fa0e32dc03d673b006d7ebcb83f7c0c1f20fa56f1493cc65d6429d68b72ae
conv-42_qa_122,4,b_category,8f6f01e1ad9d05f185188c06f90cca393f06be6c1d52e0de6bf0c30f3a66636e,0d916226739dc8a6c22cf29a2a85caad1cf5679879c9b0165c23508c4a210ab0,0,regenerate,00a2310db3e39db1c166eb340ee8994e53d98e03ad2b8504d5f414d7491d2487,31882340eafa0fc00365a666bb57e7c5ebca0ecb45141be50b9d3b5f9fdca8f5
conv-42_qa_123,4,b_category,d5f4c335ffca7e533826ed12acf21c7db76b6a845887dcf10e4cc89874b78d02,85b35fae5f150d19b0e9f86ca59100f1ae7f1613d0a57711bf541e6a7c180594,0,regenerate,1ff347086db0b96e1b1f746610e1460b3ce1ebdb7fec351c6d276420902c7faf,83cabc52887c9e4ec4de7c8a2e356bbfddee4cbc51acc418502e21231ea0df25
conv-42_qa_124,4,b_category,8b10bab6fc5f8d06e809dc2045f29fd29527c4b115dcac9e393cfac78553ac3a,d338bb0199f760f9b273655f0d0e081d6101c1a7563daa1922dda1be6df9bde2,0,regenerate,b6295e814c37fadd8dee2bfbdf3a0b6692e161e6191c9a70ff65851db3535196,917ecf2dee18207972c36c86663037c9a9a3bb83c6eecd589fff89792e0cf568
conv-42_qa_125,4,b_category,9e61cf2f7037794cafea94de201aa9823abb48ea9604d73184daf4c71bc331e9,34239d9e4fa8644f723199c99ade35510f08c7fea6a01c58d3643072b45ede46,0,regenerate,0102422e34587aa9f4bd130304b969b772836770c6efa7295ab047801c934449,35684fc16669603637ad54b78ae5994ab6a295febb77d93ae5435991bee69ed9
conv-42_qa_126,4,b_category,49534930aa48cc8f879f9df253de936cb5a2ea8b60c7d32b08dddb9e200eabe1,12365605f29cf35d2318066b1ebfb45e79c40999aadb0be4571c381b8cddfc5f,0,regenerate,7d2e3a31c9e69d0d72e693eab43397b19dbab6cb85830d137b723421934b64df,2da1b9c1f57687c6e2310a434859b2257ec3921ea33f08c0b49589d8a935168f
conv-42_qa_127,4,b_category,9c608195a099d08a36d1f3092eee22ecdf7ca0503075957bce90436e06f1107a,3cc20c65ec864e5548d4ed1b8ee1065aa007a7ae631bc9817ecbc2b17af9b028,0,regenerate,93e60bbc96a8906e0fbef92e222e323303b1a77b2885e558fbcab785829436ea,c6d093bde73d57038d01342260cd66a7484af1dca94bfccbb6d50a589e768be2
conv-42_qa_128,4,b_category,ae176ddaeb0f970ccf379833b635847ccbcc011fe84e593a1cb2a9cb99439925,d152f5b6f100e1bb21701d6e6cf9187e09c2fb79411407e9f1847b31f7176cfb,0,regenerate,bbb55256f7f3a0a8f0c456a979d795673adee6523359833033c24bcf85db9c80,e595bde65a0e7cffb9dedca6fadfa0662fdeae5fd8fd1155950064ae8d003ee5
conv-42_qa_129,4,b_category,1a7728ac386c9e7577509dd1205423f68d5bb15f4875714327fe03dfe5e65d98,92700cdb65c6929db74cfc2f1dc42b48a4744ed86ec41b864fe1a0d4865b7257,0,regenerate,271f843d44cb8325f00c8414e8b345eca630a5eb39df68eaa476b68523803dcb,8d58cd556e887fa87ab67e3a4dd4aa60c5396c6c567dc7e02f2d155841b295d1
conv-42_qa_13,2,b_category,c792e15d347bdb99fc40d550b47f15ed459c071901aaf1a2816a06c5d43d3eb5,41191bd8ed8054f262302c9bfd679f11a1de340f8aee74ef43ea0c9def6df5cf,0,regenerate,9c97afcf0cb1be91987d8f86211cf6e4b749e94ebc404e1e2d07a92f247e940c,431f2cfebef5b9dd08de172df570221d3ec3f8d3c6d3e056ee0821c12685dec2
conv-42_qa_130,4,b_category,0cf083c0714a94750897d2fe8ee820f13b5e06a8a916c398602b99baec568f6e,7cfb4c7330395a5b7a6a5698151421d6390eb67719616cc8c2cdce191bb3a31c,0,regenerate,3e73ae7f8305f7c6ed74ae33d1d6fc2ee0f2272e6292fee4196da3d404f4a952,8a62acdc4ecffab63c44372f4fd35a3bf8fba6b306e5334fc1cb632f2ec4a828
conv-42_qa_131,4,b_category,c5523d2f6389caec9df0a452cf9094b33657fa2bf69ce7dbc1e4a4fb3e709aec,0b4f5f8d8e500b6482379a8ea02e83c624169f9c2f969215affae2e4ea66c019,0,regenerate,724684c8d6f874bf2b61ce9a6e841a5577668755525f3bb9a5ea711003968e07,b0798a0fa15f7c131b6268dd07284ffe7092bed212f40a3fce890bc4413ccc7a
conv-42_qa_132,4,b_category,d42605d3c7e95e8eaae6ebb4c19f9f8fe0bbafc92003a7f43b85e1f36dd07d0f,84d4653ac312a3027c8c58734920c109dbee4e0eda3f35fb739736d7d178f24c,0,regenerate,43bdbde39696bbf8057ad741718481484bb9045251463fe9eae71630ff75c1e2,f272dd3e787ab31c0d18b0da0892ef40807b74fb61ec5e82ced35f121fa93920
conv-42_qa_133,4,b_category,6aab6464529e81d24b9ede094ce72256af1ac39897bc5d8834f767b83ac6cfa9,c34c42baa4bc58cb4a4113f2124560ba03d7fb85f693a70b9471242d519e5166,0,regenerate,d68ab179dd7452b8383c084adc86747fc5398f5b951ffd22add8d827121fe64a,ea8b742f168070ee484c1ab6e3dd138fb6962b41ae4498261bec8e2cb388b0e1
conv-42_qa_134,4,b_category,83212191221a940ae6c16f4e90ecba4d3c1324f21a4f492922c71f3dd002fe75,9a96160c94887135dedfd4030286016156e70d6ba93f6799b72b4ff55dc0b777,0,regenerate,7993cebbb29d035c517821e70752acf8822120283174c22c9c394df0eec91ffa,6738e297dc99553b2a2617b444ff3eabf45fec21ce22fe3cea42d01cccc95da1
conv-42_qa_135,4,b_category,e859b7cf3a47e6cca19623329dea7ad33b68d1bb587eba2e9e79e974447006d3,ac9879d1c5a09d6e274cfccaf0c9146c1085662cb53cfa593dcfb2eab18fe335,0,regenerate,4a1bcd916ba6b2899782b412b0c12cc012593fa1b853c066127113a552c2a8ea,3020ee4221c11c515a16a38fc190868577bae35052a02d787f76502c6f15eab3
conv-42_qa_136,4,b_category,b072383224dba31fb4ada14431aad43be1b37ba233d5edf6cc37c070c741e10f,d713ad3d2ec8b75f6a0079a6a1b68727a639249334d579afabbac102f7ebc3b7,0,regenerate,37066d8015cb8149122c2bd154f31fc076f29ce88db457612277a0321659c756,c1c50daba5424ff9c9d1532e0a8810e5e5f6f03c7870f927ce43c92781f81b9c
conv-42_qa_137,4,b_category,3a2359eab043675e0d3ffaa052cec3b0090a65c7341a82e30b9afedfc84210ef,dec33aabd5aee4b624a6c7906d3f1bab35a722aa62303a808dc899b2cf01ea6f,0,regenerate,e4769be34b31af654057549a1d9696b510ee0e9ff78c13d06fa29763e652ebbc,869ec82044b3983cf999e29046f373dc233ba0b458b7cbfc0a0cdc196c340c26
conv-42_qa_138,4,b_category,71675f68ce51c69d91af8fa36cf3d6528e570d18cbd9370187acb154e8d340ff,0cc5c386d6f0af9e289afed40c04167c3ed9f25b3a38d0ae9f65832013fad406,0,regenerate,178de62cecdd0a62e8f5ce0be6293ba531875acc673b7323aa7175094036c1e9,8df3e1b112742bf880d4c5082ea5540d22c2363c9c872a78c61981eae01d2da9
conv-42_qa_139,4,b_category,64e8d08ff8d34cd9d92925852cfca8aecfbd52534cf07c8ca3058bd8878418d6,1b6fb2905594e927235cd913453e172a2488e2649a3d00601107a486f08b03c9,0,regenerate,ceac785c7bac260c02ff98851a7c4c3be1875e4109ea33f117d9ed535e0ec643,c3f03d9234294455f0e200924569bec1458c7d80a7d207a32748d3e183923d7a
conv-42_qa_14,3,b_category,a09899a9f698c13a29e395ecc20eb5271f7d247c88930df52fb5fdd1642fcdbd,f3b57f06caabfeb74706ac9d7614e9f314288b9c6df78bdad530d4e0aacf0209,0,regenerate,308e0a3a184778434d2bb25c59c76628189bc6366ce7a3a00c80cca0750b500f,c6e839476dd3ea601a4cc497bbf17e51219d9df9a95a12b14dd84c2e9d017e1d
conv-42_qa_140,4,b_category,3b89d812329d0d2bb04e0297e23aa82b51b265648145c1589fd0d230392addae,64bb83a37452303d131df55966f98bf536341173d9b6e7bb8dedaeed7a7afa7d,0,regenerate,9600bfe8988d4675f6362cec805edb9311ea77a9623c9149db7513a747f99371,80c49c67aaf8dd904ddaaa6b1788e824b1f913a0ac2a1e9412929e68ab2b93b5
conv-42_qa_141,4,b_category,85ba780d34f9087fea1146e46716530ec735d53d8b0010bd6e44861661af3be1,45c081888a5b54576d151637caf9e88be9871184cd0152c36f9b4edd01dc4236,0,regenerate,81bc68e6e718ff83423d503ffda70739859ecde2ab6f67a0a5077397b8d27152,f27ffa25d551ebb7800f1339a48bdbe19e1dc9816f5cf1639b5d0b0fe9cec59d
conv-42_qa_142,4,b_category,66864cb112342ab7f86f8c60c79d6f8f03897b98d43fb919b51150bfddf62477,7ea265c8c0f1cd819876bd825deb11c8dd33d5609b0c90db8dafd875bb308c8d,0,regenerate,eedb66e329189fe8b8d74e18d2e7bdc9aa0d8fb5d534fe830547aeb0932d7cc7,08fe520ddc48c47b7fae9cfce09cbe30b3e4ede837ee93ba3c9619d2c822de74
conv-42_qa_143,4,b_category,bd49b91f45c947484ac86565a8b6da09cbb16d47e594585630de9bb62cb2eba8,52b570253f4b1b44e65ed6ddc7543975576ecac858814ce4ffe7177c7ed11715,0,regenerate,7b65342fb630d579bfb551ab0925bc118fb4e598424f5db325bbeb3132f5dd6f,fc36f17e6c9a68256ad953941a6f50edf4eec295ce16155f230b3e7ae9d0ef09
conv-42_qa_144,4,b_category,0790f2799af9a9dcced3c49d92024796412a5c15074c39c1ee739f712da94beb,ec832a6b66fb1fa5a720c67c70b897aad2ff97d9beeadcb2897572a9b3f8dd52,0,regenerate,a355c213595a7c3bc8f4acd33a4ea8b0d4d9c830d8a89a18f8c58a7258fd66f9,9543439c09e6f7177fd4cd64bbfd520fd97a406abbab001bb24106660a11dd0b
conv-42_qa_145,4,b_category,239bf292205540878fc85935e058f1f0e16c61d7bbb53d73e925afe505bfd5be,239bf292205540878fc85935e058f1f0e16c61d7bbb53d73e925afe505bfd5be,1,reuse,b1a5c551d218a3f4cb2dcff20da5edd0e3c5761a619b096ac347c39c7e6fff9a,b1a5c551d218a3f4cb2dcff20da5edd0e3c5761a619b096ac347c39c7e6fff9a
conv-42_qa_146,4,b_category,9168e18bf81156e74f6e9a4ea32f41763ae5e56beaa509bab808158f64fc5d2b,dcd64b76505f1940b8fe73921633b0639448c1300bc7fed20ffe536e13b49d63,0,regenerate,d19be4ff43b85b488cedacf5aadc1af7cc2526b5a11aa4313463aac5f31dca65,ba5be0474f4943cf47fdcaab270b30c5ed4ec5129c09f499378b1f6750cf8e27
conv-42_qa_147,4,b_category,613ca56bdf713fc10ab595faa64b10ea25c10d60606e8c0254bf0685181cf551,aaaa5a703ec9ffd0dd180355f8ad1bdc55c2cb283852b7e86131ca7667151057,0,regenerate,1168c47137f9c852daf86565069b60598e328534abf80dc818e9b9bb86628902,cfc6db0676b80587e70a1b74c7583159f22ba50c0e76493c7c574aebd33ed123
conv-42_qa_148,4,b_category,6931dd12fdeadbe024e922ea2b106ed6099eaf4ec553e2350dff106f8ea9bd9b,675dcc88e83b660a284de11e03fd139fe63ac5c5c2b6581f9fd9d314d6e1299f,0,regenerate,1d5c36b21be4789668d7362782fb1c1bc8a117920706c6d3241f9beba09a786f,5775dd25d99b0926c70469d73fc074ed928ed7f3e0d6693a96331fb989f7f90c
conv-42_qa_149,4,b_category,c0e37098dcef51918d21209bdbf245563055e2ebdd9d1a204f9f35c9dc339d32,e54de6a3c6abab0c576541f9b6bb1c848ddf9f73e035487e463ecfcd4b36edfe,0,regenerate,a6469d23ad7effe5c0463a53398b3e6102c83b61d0ea67ffbea09c62f034b35b,449903e9f5593bec472be3add72ad72b256e34f5350a3e6aca0318354939ba9e
conv-42_qa_15,2,b_category,a0cc362c72f3782c24eb453a8b5bda8f58c83ecdb7ef82f459af9386784172fb,f36c9d0746ce93ddad905271307e11087873f1b390bc3291ce1c152bc213629c,0,regenerate,e1044d55a0b57cf0940be7dc3b3bb269badc08e90c2ac99853eb46ce77212a9e,6f8cfd64f9e8975ea771369ce332a5608a1ea2226fd0d6abe95b82effc042b23
conv-42_qa_150,4,b_category,bea73a73a41f8b53043d1acd05877c4caac83620447ff7525b661999a601e126,bf055676d4a380d294b7a635f3cbb2ab8c0f2b6c771c9d796ac0e9054633f0a0,0,regenerate,6cc6cbe84bbf80dab5cfe4cbbfded43fefe6b002308e85b6a39cc12de1d65db4,f374358e4a3883bf0f8fb61e03f3ae1ae2333923000d53b5ddfd7670bf7c6215
conv-42_qa_151,4,b_category,c1932c3dddc1e745305ad006b13f4888f17bbe314e89d5fb23eab95de6400585,fd676ee6fe51139aedee6685c1cc7ce489da877ae6b7fe4795507c0d57985d3f,0,regenerate,81b03b4e7da5868353b1f1fe321dda415b845157a9ad2a74431a08eb251acfcd,ede6e9a2226654a2596e564f685690883e146d0483cda8291f061b8e89230f59
conv-42_qa_152,4,b_category,abefe994807d46a14009fb11f4305ec38b4abfa31646c9dfdb8181a9fc726dcf,50e543ec8d0e69d52d993ee1dfcf0030ebe52ee46a1a45dc8e6dc1fcb751311a,0,regenerate,0874814b702a1bc905fd430c659a9074698a5325c2d22360eb06256272564d02,0af6a46f755b7f5a474956d3ff15ff824c4afe93eabeba63182034c5f150ded6
conv-42_qa_153,4,b_category,1bcefe416ea4b2dd64bb7ef5ce48710fb2549ccb01fc1d10e794f80b5860f1b4,dc5540321a76dea8f6d9bb1b943c0096ade95b23a0aa199daa727fcd8ba0e11e,0,regenerate,0bdbf7b31e36c9939e76e565e95471b4178a5f8cbd703a315c5c2869dad07324,0cc71d15973f5ab627230fa3181d4983a5ad8c93ab9d0f398e313f82e8434753
conv-42_qa_154,4,b_category,1b6691369b1c91f952798922ecaa6302e803a20942d12696a4f10157bc0c9c77,9c8d08090965028509d009d3a4b378f27b0000aada442c27b7a29b2678d53e4e,0,regenerate,2fb6652a4d9bcb5a4d5ca28cdbc993e568a8665325073353fd97a02504fc01a5,7306588234dc6a2676e44562e608567f9289aa3538a25685936528b64128c27f
conv-42_qa_155,4,b_category,faf1406487a2871bcc97fa9178973f94ab39b4e89613770e6544f522437093e0,6b04014ec8959308d6183a0481f554f1c45b5e413d7c3fb9e18da151d0379358,0,regenerate,234a18d5e54d3a66e0311b06e3f111d64323e9fd01e6ffa56eaf21fe8c9cb9c9,b11324b9a6b4a92328795c04a7237efa86238588b87dbc2d2a1c872b800a561c
