query_id,category,split,legacy_gold_memory_ids,canonical_gold_memory_ids,legacy_gold_count,canonical_gold_count,changed,status
conv-30_qa_74,4,test,conv-30_session_15_D15:9,conv-30_session_15_D15:9,1,1,False,mapped
conv-30_qa_75,4,test,conv-30_session_15_D15:12,conv-30_session_15_D15:12,1,1,False,mapped
conv-30_qa_76,4,test,conv-30_session_15_D15:18;conv-30_session_15_D15:19,conv-30_session_15_D15:18;conv-30_session_15_D15:19,2,2,False,mapped
conv-30_qa_77,4,test,conv-30_session_16_D16:3,conv-30_session_16_D16:3,1,1,False,mapped
conv-30_qa_78,4,test,conv-30_session_17_D17:7,conv-30_session_17_D17:7,1,1,False,mapped
conv-30_qa_80,4,test,conv-30_session_18_D18:10,conv-30_session_18_D18:10,1,1,False,mapped
conv-30_qa_81,4,test,conv-30_session_18_D18:13,conv-30_session_18_D18:13,1,1,False,mapped
conv-41_qa_0,2,test,conv-41_session_13_D13:16,conv-41_session_13_D13:16,1,1,False,mapped
conv-41_qa_1,2,test,conv-41_session_2_D2:1,conv-41_session_2_D2:1,1,1,False,mapped
conv-41_qa_2,1,test,conv-41_session_2_D2:28;conv-41_session_1_D1:4,conv-41_session_2_D2:28;conv-41_session_1_D1:4,2,2,False,mapped
conv-41_qa_3,1,test,conv-41_session_3_D3:5;conv-41_session_2_D2:1,conv-41_session_3_D3:5;conv-41_session_2_D2:1,2,2,False,mapped
conv-41_qa_4,2,test,conv-41_session_3_D3:1,conv-41_session_3_D3:1,1,1,False,mapped
conv-41_qa_5,2,test,conv-41_session_3_D3:15,conv-41_session_3_D3:15,1,1,False,mapped
conv-41_qa_6,1,test,conv-41_session_4_D4:1;conv-41_session_2_D2:1;conv-41_session_19_D19:1;conv-41_session_14_D14:10,conv-41_session_4_D4:1;conv-41_session_2_D2:1;conv-41_session_19_D19:1;conv-41_session_14_D14:10,4,4,False,mapped
conv-41_qa_7,1,test,conv-41_session_5_D5:13;conv-41_session_3_D3:15,conv-41_session_5_D5:13;conv-41_session_3_D3:15,2,2,False,mapped
conv-41_qa_8,3,test,conv-41_session_5_D5:5,conv-41_session_5_D5:5,1,1,False,mapped
conv-41_qa_9,1,test,conv-41_session_6_D6:9;conv-41_session_5_D5:8,conv-41_session_6_D6:9;conv-41_session_5_D5:8,2,2,False,mapped
conv-41_qa_10,2,test,conv-41_session_7_D7:1,conv-41_session_7_D7:1,1,1,False,mapped
conv-41_qa_11,1,test,conv-41_session_7_D7:5;conv-41_session_6_D6:5;conv-41_session_27_D27:8;conv-41_session_21_D21:19,conv-41_session_7_D7:5;conv-41_session_6_D6:5;conv-41_session_27_D27:8;conv-41_session_21_D21:19,4,4,False,mapped
conv-41_qa_12,1,test,conv-41_session_8_D8:18;conv-41_session_3_D3:11,conv-41_session_8_D8:18;conv-41_session_3_D3:11,2,2,False,mapped
conv-41_qa_13,2,test,conv-41_session_8_D8:1,conv-41_session_8_D8:1,1,1,False,mapped
conv-41_qa_14,3,test,conv-41_session_8_D8:18;conv-41_session_8_D8:20,conv-41_session_8_D8:18;conv-41_session_8_D8:20,2,2,False,mapped
conv-41_qa_15,1,test,conv-41_session_9_D9:1;conv-41_session_7_D7:1,conv-41_session_9_D9:1;conv-41_session_7_D7:1,2,2,False,mapped
conv-41_qa_16,2,test,conv-41_session_9_D9:2,conv-41_session_9_D9:2,1,1,False,mapped
conv-41_qa_17,3,test,conv-41_session_9_D9:6,conv-41_session_9_D9:6,1,1,False,mapped
conv-41_qa_18,1,test,conv-41_session_7_D7:16;conv-41_session_10_D10:1,conv-41_session_7_D7:16;conv-41_session_10_D10:1,2,2,False,mapped
conv-41_qa_19,1,test,conv-41_session_11_D11:1;conv-41_session_4_D4:2,conv-41_session_11_D11:1;conv-41_session_4_D4:2,2,2,False,mapped
conv-41_qa_20,2,test,conv-41_session_11_D11:3;conv-41_session_11_D11:5,conv-41_session_11_D11:3;conv-41_session_11_D11:5,2,2,False,mapped
conv-41_qa_21,1,test,conv-41_session_11_D11:5;conv-41_session_12_D12:17,conv-41_session_11_D11:5;conv-41_session_12_D12:17,2,2,False,mapped
conv-41_qa_22,2,test,conv-41_session_12_D12:9,conv-41_session_12_D12:9,1,1,False,mapped
conv-41_qa_23,1,test,conv-41_session_2_D2:25;conv-41_session_13_D13:18,conv-41_session_2_D2:25;conv-41_session_13_D13:18,2,2,False,mapped
conv-41_qa_24,2,test,conv-41_session_13_D13:3,conv-41_session_13_D13:3,1,1,False,mapped
conv-41_qa_25,1,test,conv-41_session_13_D13:24;conv-41_session_8_D8:15,conv-41_session_13_D13:24;conv-41_session_8_D8:15,2,2,False,mapped
conv-41_qa_26,1,test,conv-41_session_14_D14:10;conv-41_session_11_D11:10,conv-41_session_14_D14:10;conv-41_session_11_D11:10,2,2,False,mapped
conv-41_qa_27,2,test,conv-41_session_15_D15:11,conv-41_session_15_D15:11,1,1,False,mapped
conv-41_qa_28,1,test,conv-41_session_15_D15:3;conv-41_session_12_D12:5;conv-41_session_9_D9:8;conv-41_session_1_D1:8,conv-41_session_15_D15:3;conv-41_session_12_D12:5;conv-41_session_9_D9:8;conv-41_session_1_D1:8,4,4,False,mapped
conv-41_qa_29,1,test,conv-41_session_16_D16:4;conv-41_session_15_D15:18,conv-41_session_16_D16:4;conv-41_session_15_D15:18,2,2,False,mapped
conv-41_qa_30,1,test,conv-41_session_2_D2:1;conv-41_session_11_D11:10;conv-41_session_17_D17:12,conv-41_session_2_D2:1;conv-41_session_11_D11:10;conv-41_session_17_D17:12,3,3,False,mapped
conv-41_qa_31,2,test,conv-41_session_17_D17:1,conv-41_session_17_D17:1,1,1,False,mapped
conv-41_qa_32,1,test,conv-41_session_18_D18:2;conv-41_session_16_D16:2,conv-41_session_18_D18:2;conv-41_session_16_D16:2,2,2,False,mapped
conv-41_qa_33,1,test,conv-41_session_1_D1:3;conv-41_session_18_D18:15;conv-41_session_19_D19:3,conv-41_session_1_D1:3;conv-41_session_18_D18:15;conv-41_session_19_D19:3,3,3,False,mapped
conv-41_qa_34,2,test,conv-41_session_19_D19:1,conv-41_session_19_D19:1,1,1,False,mapped
conv-41_qa_35,1,test,conv-41_session_19_D19:23;conv-41_session_18_D18:3,conv-41_session_19_D19:23;conv-41_session_18_D18:3,2,2,False,mapped
conv-41_qa_36,1,test,conv-41_session_20_D20:4;conv-41_session_8_D8:12,conv-41_session_20_D20:4;conv-41_session_8_D8:12,2,2,False,mapped
conv-41_qa_37,1,test,conv-41_session_15_D15:1;conv-41_session_15_D15:11;conv-41_session_21_D21:22;conv-41_session_24_D24:1;conv-41_session_29_D29:4,conv-41_session_15_D15:1;conv-41_session_15_D15:11;conv-41_session_21_D21:22;conv-41_session_24_D24:1;conv-41_session_29_D29:4,5,5,False,mapped
conv-41_qa_38,2,test,conv-41_session_21_D21:3,conv-41_session_21_D21:3,1,1,False,mapped
conv-41_qa_39,3,test,conv-41_session_21_D21:3,conv-41_session_21_D21:3,1,1,False,mapped
conv-41_qa_40,1,test,conv-41_session_8_D8:4;conv-41_session_22_D22:7,conv-41_session_8_D8:4;conv-41_session_22_D22:7,2,2,False,mapped
conv-41_qa_41,3,test,conv-41_session_22_D22:15,conv-41_session_22_D22:15,1,1,False,mapped
conv-41_qa_42,1,test,conv-41_session_14_D14:21;conv-41_session_23_D23:1,conv-41_session_14_D14:21;conv-41_session_23_D23:1,2,2,False,mapped
conv-41_qa_43,2,test,conv-41_session_23_D23:1,conv-41_session_23_D23:1,1,1,False,mapped
conv-41_qa_44,1,test,conv-41_session_25_D25:2;conv-41_session_24_D24:6;conv-41_session_28_D28:5,conv-41_session_25_D25:2;conv-41_session_24_D24:6;conv-41_session_28_D28:5,3,3,False,mapped
conv-41_qa_45,3,test,conv-41_session_24_D24:3;conv-41_session_7_D7:2,conv-41_session_24_D24:3;conv-41_session_7_D7:2,2,2,False,mapped
conv-41_qa_46,2,test,conv-41_session_25_D25:2,conv-41_session_25_D25:2,1,1,False,mapped
conv-41_qa_47,1,test,conv-41_session_25_D25:17;conv-41_session_25_D25:13;conv-41_session_10_D10:1;conv-41_session_1_D1:4,conv-41_session_25_D25:17;conv-41_session_25_D25:13;conv-41_session_10_D10:1;conv-41_session_1_D1:4,4,4,False,mapped
conv-41_qa_48,2,test,conv-41_session_26_D26:4,conv-41_session_26_D26:4,1,1,False,mapped
conv-41_qa_49,1,test,conv-41_session_26_D26:1;conv-41_session_25_D25:19,conv-41_session_26_D26:1;conv-41_session_25_D25:19,2,2,False,mapped
conv-41_qa_50,3,test,conv-41_session_26_D26:6;conv-41_session_2_D2:14;conv-41_session_3_D3:5;conv-41_session_4_D4:6,conv-41_session_26_D26:6;conv-41_session_2_D2:14;conv-41_session_3_D3:5;conv-41_session_4_D4:6,4,4,False,mapped
conv-41_qa_51,2,test,conv-41_session_27_D27:4,conv-41_session_27_D27:4,1,1,False,mapped
conv-41_qa_52,1,test,conv-41_session_27_D27:8;conv-41_session_21_D21:19,conv-41_session_27_D27:8;conv-41_session_21_D21:19,2,2,False,mapped
conv-41_qa_53,2,test,conv-41_session_28_D28:11,conv-41_session_28_D28:11,1,1,False,mapped
conv-41_qa_54,2,test,conv-41_session_28_D28:8,conv-41_session_28_D28:8,1,1,False,mapped
conv-41_qa_55,2,test,conv-41_session_29_D29:1,conv-41_session_29_D29:1,1,1,False,mapped
conv-41_qa_56,2,test,conv-41_session_29_D29:2;conv-41_session_29_D29:4,conv-41_session_29_D29:2;conv-41_session_29_D29:4,2,2,False,mapped
conv-41_qa_57,1,test,conv-41_session_3_D3:5;conv-41_session_6_D6:12;conv-41_session_29_D29:4;conv-41_session_29_D29:10,conv-41_session_3_D3:5;conv-41_session_6_D6:12;conv-41_session_29_D29:4;conv-41_session_29_D29:10,4,4,False,mapped
conv-41_qa_58,2,test,conv-41_session_30_D30:1,conv-41_session_30_D30:1,1,1,False,mapped
conv-41_qa_59,2,test,conv-41_session_30_D30:6,conv-41_session_30_D30:6,1,1,False,mapped
conv-41_qa_60,1,test,conv-41_session_30_D30:1;conv-41_session_31_D31:4,conv-41_session_30_D30:1;conv-41_session_31_D31:4,2,2,False,mapped
conv-41_qa_61,2,test,conv-41_session_31_D31:2,conv-41_session_31_D31:2,1,1,False,mapped
conv-41_qa_62,1,test,conv-41_session_30_D30:1;conv-41_session_31_D31:2,conv-41_session_30_D30:1;conv-41_session_31_D31:2,2,2,False,mapped
conv-41_qa_63,2,test,conv-41_session_30_D30:1;conv-41_session_31_D31:2,conv-41_session_30_D30:1;conv-41_session_31_D31:2,2,2,False,mapped
conv-41_qa_64,3,test,conv-41_session_32_D32:14;conv-41_session_5_D5:8;conv-41_session_11_D11:10;conv-41_session_27_D27:4,conv-41_session_32_D32:14;conv-41_session_5_D5:8;conv-41_session_11_D11:10;conv-41_session_27_D27:4,4,4,False,mapped
conv-41_qa_65,4,test,conv-41_session_1_D1:8,conv-41_session_1_D1:8,1,1,False,mapped
conv-41_qa_66,4,test,conv-41_session_1_D1:10,conv-41_session_1_D1:10,1,1,False,mapped
conv-41_qa_67,4,test,conv-41_session_1_D1:12,conv-41_session_1_D1:12,1,1,False,mapped
conv-41_qa_68,4,test,conv-41_session_1_D1:3,conv-41_session_1_D1:3,1,1,False,mapped
conv-41_qa_69,4,test,conv-41_session_2_D2:1,conv-41_session_2_D2:1,1,1,False,mapped
conv-41_qa_70,4,test,conv-41_session_2_D2:24,conv-41_session_2_D2:24,1,1,False,mapped
conv-41_qa_71,4,test,conv-41_session_3_D3:1,conv-41_session_3_D3:1,1,1,False,mapped
conv-41_qa_72,4,test,conv-41_session_3_D3:5,conv-41_session_3_D3:5,1,1,False,mapped
conv-41_qa_73,4,test,conv-41_session_5_D5:8,conv-41_session_5_D5:8,1,1,False,mapped
conv-41_qa_74,4,test,conv-41_session_5_D5:10,conv-41_session_5_D5:10,1,1,False,mapped
conv-41_qa_75,4,test,conv-41_session_7_D7:7,conv-41_session_7_D7:7,1,1,False,mapped
conv-41_qa_76,4,test,conv-41_session_7_D7:4,conv-41_session_7_D7:4,1,1,False,mapped
conv-41_qa_77,4,test,conv-41_session_7_D7:16,conv-41_session_7_D7:16,1,1,False,mapped
conv-41_qa_78,4,test,conv-41_session_8_D8:4,conv-41_session_8_D8:4,1,1,False,mapped
conv-41_qa_79,4,test,conv-41_session_8_D8:8,conv-41_session_8_D8:8,1,1,False,mapped
conv-41_qa_80,4,test,conv-41_session_8_D8:15,conv-41_session_8_D8:15,1,1,False,mapped
conv-41_qa_81,4,test,conv-41_session_8_D8:15,conv-41_session_8_D8:15,1,1,False,mapped
conv-41_qa_82,4,test,conv-41_session_9_D9:2,conv-41_session_9_D9:2,1,1,False,mapped
conv-41_qa_83,4,test,conv-41_session_9_D9:8,conv-41_session_9_D9:8,1,1,False,mapped
conv-41_qa_84,4,test,conv-41_session_10_D10:10,conv-41_session_10_D10:10,1,1,False,mapped
conv-41_qa_85,4,test,conv-41_session_10_D10:13,conv-41_session_10_D10:13,1,1,False,mapped
conv-41_qa_86,4,test,conv-41_session_11_D11:1,conv-41_session_11_D11:1,1,1,False,mapped
conv-41_qa_87,4,test,conv-41_session_11_D11:5,conv-41_session_11_D11:5,1,1,False,mapped
conv-41_qa_88,4,test,conv-41_session_12_D12:1,conv-41_session_12_D12:1,1,1,False,mapped
conv-41_qa_89,4,test,conv-41_session_12_D12:3,conv-41_session_12_D12:3,1,1,False,mapped
conv-41_qa_90,4,test,conv-41_session_12_D12:5,conv-41_session_12_D12:5,1,1,False,mapped
conv-41_qa_91,2,test,conv-41_session_12_D12:9,conv-41_session_12_D12:9,1,1,False,mapped
conv-41_qa_92,4,test,conv-41_session_13_D13:7,conv-41_session_13_D13:7,1,1,False,mapped
conv-41_qa_93,4,test,conv-41_session_13_D13:5,conv-41_session_13_D13:5,1,1,False,mapped
conv-41_qa_94,4,test,conv-41_session_13_D13:18,conv-41_session_13_D13:18,1,1,False,mapped
conv-41_qa_95,4,test,conv-41_session_13_D13:16,conv-41_session_13_D13:16,1,1,False,mapped
conv-41_qa_96,4,test,conv-41_session_14_D14:10,conv-41_session_14_D14:10,1,1,False,mapped
conv-41_qa_97,4,test,conv-41_session_14_D14:10,conv-41_session_14_D14:10,1,1,False,mapped
conv-41_qa_98,4,test,conv-41_session_15_D15:13,conv-41_session_15_D15:13,1,1,False,mapped
conv-41_qa_99,4,test,conv-41_session_15_D15:13,conv-41_session_15_D15:13,1,1,False,mapped
conv-41_qa_100,4,test,conv-41_session_15_D15:13,conv-41_session_15_D15:13,1,1,False,mapped
conv-41_qa_101,4,test,conv-41_session_16_D16:2,conv-41_session_16_D16:2,1,1,False,mapped
conv-41_qa_102,4,test,conv-41_session_16_D16:4,conv-41_session_16_D16:4,1,1,False,mapped
conv-41_qa_103,4,test,conv-41_session_17_D17:1,conv-41_session_17_D17:1,1,1,False,mapped
conv-41_qa_104,4,test,conv-41_session_17_D17:1,conv-41_session_17_D17:1,1,1,False,mapped
conv-41_qa_105,4,test,conv-41_session_17_D17:11,conv-41_session_17_D17:11,1,1,False,mapped
conv-41_qa_106,4,test,conv-41_session_17_D17:11,conv-41_session_17_D17:11,1,1,False,mapped
conv-41_qa_107,4,test,conv-41_session_17_D17:12,conv-41_session_17_D17:12,1,1,False,mapped
conv-41_qa_108,4,test,conv-41_session_18_D18:7,conv-41_session_18_D18:7,1,1,False,mapped
conv-41_qa_109,4,test,conv-41_session_18_D18:17,conv-41_session_18_D18:17,1,1,False,mapped
conv-41_qa_110,4,test,conv-41_session_19_D19:1,conv-41_session_19_D19:1,1,1,False,mapped
conv-41_qa_111,4,test,conv-41_session_19_D19:3,conv-41_session_19_D19:3,1,1,False,mapped
conv-41_qa_112,4,test,conv-41_session_19_D19:8,conv-41_session_19_D19:8,1,1,False,mapped
conv-41_qa_113,4,test,conv-41_session_19_D19:12,conv-41_session_19_D19:12,1,1,False,mapped
conv-41_qa_114,4,test,conv-41_session_19_D19:12,conv-41_session_19_D19:12,1,1,False,mapped
conv-41_qa_115,4,test,conv-41_session_20_D20:4,conv-41_session_20_D20:4,1,1,False,mapped
conv-41_qa_116,4,test,conv-41_session_21_D21:5,conv-41_session_21_D21:5,1,1,False,mapped
conv-41_qa_117,4,test,conv-41_session_21_D21:22,conv-41_session_21_D21:22,1,1,False,mapped
conv-41_qa_118,4,test,conv-41_session_21_D21:24,conv-41_session_21_D21:24,1,1,False,mapped
conv-41_qa_119,4,test,conv-41_session_22_D22:17,conv-41_session_22_D22:17,1,1,False,mapped
conv-41_qa_120,4,test,conv-41_session_23_D23:1,conv-41_session_23_D23:1,1,1,False,mapped
conv-41_qa_121,4,test,conv-41_session_23_D23:1,conv-41_session_23_D23:1,1,1,False,mapped
conv-41_qa_122,4,test,conv-41_session_23_D23:1,conv-41_session_23_D23:1,1,1,False,mapped
conv-41_qa_123,4,test,conv-41_session_23_D23:14,conv-41_session_23_D23:14,1,1,False,mapped
conv-41_qa_124,4,test,conv-41_session_24_D24:8,conv-41_session_24_D24:8,1,1,False,mapped
conv-41_qa_125,4,test,conv-41_session_24_D24:3,conv-41_session_24_D24:3,1,1,False,mapped
conv-41_qa_126,4,test,conv-41_session_24_D24:1,conv-41_session_24_D24:1,1,1,False,mapped
conv-41_qa_127,4,test,conv-41_session_24_D24:3,conv-41_session_24_D24:3,1,1,False,mapped
conv-41_qa_128,4,test,conv-41_session_25_D25:2,conv-41_session_25_D25:2,1,1,False,mapped
conv-41_qa_129,4,test,conv-41_session_25_D25:14,conv-41_session_25_D25:14,1,1,False,mapped
conv-41_qa_130,4,test,conv-41_session_25_D25:17,conv-41_session_25_D25:17,1,1,False,mapped
conv-41_qa_131,4,test,conv-41_session_26_D26:1,conv-41_session_26_D26:1,1,1,False,mapped
conv-41_qa_132,4,test,conv-41_session_27_D27:4,conv-41_session_27_D27:4,1,1,False,mapped
conv-41_qa_133,4,test,conv-41_session_27_D27:9,conv-41_session_27_D27:9,1,1,False,mapped
conv-41_qa_134,4,test,conv-41_session_27_D27:11,conv-41_session_27_D27:11,1,1,False,mapped
conv-41_qa_135,4,test,conv-41_session_27_D27:12,conv-41_session_27_D27:12,1,1,False,mapped
conv-41_qa_136,4,test,conv-41_session_27_D27:13,conv-41_session_27_D27:13,1,1,False,mapped
conv-41_qa_137,4,test,conv-41_session_28_D28:1,conv-41_session_28_D28:1,1,1,False,mapped
conv-41_qa_138,4,test,conv-41_session_28_D28:8,conv-41_session_28_D28:8,1,1,False,mapped
conv-41_qa_139,4,test,conv-41_session_28_D28:11,conv-41_session_28_D28:11,1,1,False,mapped
conv-41_qa_140,4,test,conv-41_session_29_D29:4,conv-41_session_29_D29:4,1,1,False,mapped
conv-41_qa_141,4,test,conv-41_session_29_D29:10,conv-41_session_29_D29:10,1,1,False,mapped
conv-41_qa_142,4,test,conv-41_session_29_D29:1,conv-41_session_29_D29:1,1,1,False,mapped
conv-41_qa_143,4,test,conv-41_session_30_D30:1,conv-41_session_30_D30:1,1,1,False,mapped
conv-41_qa_144,4,test,conv-41_session_30_D30:6,conv-41_session_30_D30:6,1,1,False,mapped
conv-41_qa_145,4,test,conv-41_session_30_D30:6,conv-41_session_30_D30:6,1,1,False,mapped
conv-41_qa_146,4,test,conv-41_session_30_D30:14,conv-41_session_30_D30:14,1,1,False,mapped
conv-41_qa_147,4,test,conv-41_session_31_D31:4,conv-41_session_31_D31:4,1,1,False,mapped
conv-41_qa_148,4,test,conv-41_session_31_D31:10,conv-41_session_31_D31:10,1,1,False,mapped
conv-41_qa_149,4,test,conv-41_session_31_D31:1,conv-41_session_31_D31:1,1,1,False,mapped
conv-41_qa_150,4,test,conv-41_session_31_D31:19,conv-41_session_31_D31:19,1,1,False,mapped
conv-41_qa_151,4,test,conv-41_session_32_D32:11,conv-41_session_32_D32:11,1,1,False,mapped
conv-42_qa_0,3,dev,conv-42_session_1_D1:7,conv-42_session_1_D1:7,1,1,False,mapped
conv-42_qa_1,1,dev,conv-42_session_1_D1:10;conv-42_session_1_D1:11;conv-42_session_1_D1:12;conv-42_session_3_D3:4;conv-42_session_4_D4:9;conv-42_session_10_D10:9;conv-42_session_20_D20:2,conv-42_session_1_D1:10;conv-42_session_1_D1:11;conv-42_session_1_D1:12;conv-42_session_3_D3:4;conv-42_session_4_D4:9;conv-42_session_10_D10:9;conv-42_session_20_D20:2,7,7,False,mapped
conv-42_qa_2,2,dev,conv-42_session_1_D1:18,conv-42_session_1_D1:18,1,1,False,mapped
conv-42_qa_3,2,dev,conv-42_session_1_D1:3,conv-42_session_1_D1:3,1,1,False,mapped
conv-42_qa_4,3,dev,conv-42_session_2_D2:23,conv-42_session_2_D2:23,1,1,False,mapped
conv-42_qa_5,1,dev,conv-42_session_1_D1:10;conv-42_session_2_D2:25,conv-42_session_1_D1:10;conv-42_session_2_D2:25,2,2,False,mapped
conv-42_qa_6,2,dev,conv-42_session_2_D2:12,conv-42_session_2_D2:12,1,1,False,mapped
conv-42_qa_7,2,dev,conv-42_session_2_D2:3,conv-42_session_2_D2:3,1,1,False,mapped
conv-42_qa_8,2,dev,conv-42_session_2_D2:12,conv-42_session_2_D2:12,1,1,False,mapped
conv-42_qa_9,2,dev,conv-42_session_2_D2:3,conv-42_session_2_D2:3,1,1,False,mapped
conv-42_qa_10,1,dev,conv-42_session_2_D2:7;conv-42_session_3_D3:1,conv-42_session_2_D2:7;conv-42_session_3_D3:1,2,2,False,mapped
conv-42_qa_11,1,dev,conv-42_session_4_D4:4;conv-42_session_5_D5:11;conv-42_session_2_D2:23,conv-42_session_4_D4:4;conv-42_session_5_D5:11;conv-42_session_2_D2:23,3,3,False,mapped
conv-42_qa_12,3,dev,conv-42_session_5_D5:11;conv-42_session_2_D2:23,conv-42_session_5_D5:11;conv-42_session_2_D2:23,2,2,False,mapped
conv-42_qa_13,2,dev,conv-42_session_6_D6:2,conv-42_session_6_D6:2,1,1,False,mapped
conv-42_qa_14,3,dev,conv-42_session_7_D7:1,conv-42_session_7_D7:1,1,1,False,mapped
conv-42_qa_15,2,dev,conv-42_session_7_D7:1,conv-42_session_7_D7:1,1,1,False,mapped
conv-42_qa_16,2,dev,conv-42_session_7_D7:1;conv-42_session_7_D7:3,conv-42_session_7_D7:1;conv-42_session_7_D7:3,2,2,False,mapped
conv-42_qa_17,2,dev,conv-42_session_10_D10:1,conv-42_session_10_D10:1,1,1,False,mapped
conv-42_qa_18,2,dev,conv-42_session_11_D11:7,conv-42_session_11_D11:7,1,1,False,mapped
conv-42_qa_19,1,dev,conv-42_session_8_D8:4;conv-42_session_11_D11:3,conv-42_session_8_D8:4;conv-42_session_11_D11:3,2,2,False,mapped
conv-42_qa_20,2,dev,conv-42_session_12_D12:3,conv-42_session_12_D12:3,1,1,False,mapped
conv-42_qa_21,2,dev,conv-42_session_12_D12:3,conv-42_session_12_D12:3,1,1,False,mapped
conv-42_qa_22,2,dev,conv-42_session_12_D12:13;conv-42_session_12_D12:14,conv-42_session_12_D12:13;conv-42_session_12_D12:14,2,2,False,mapped
conv-42_qa_23,1,dev,conv-42_session_14_D14:1;conv-42_session_3_D3:1;conv-42_session_2_D2:7;conv-42_session_24_D24:12;conv-42_session_24_D24:13,conv-42_session_14_D14:1;conv-42_session_3_D3:1;conv-42_session_2_D2:7;conv-42_session_24_D24:12;conv-42_session_24_D24:13,5,5,False,mapped
conv-42_qa_24,2,dev,conv-42_session_14_D14:20,conv-42_session_14_D14:20,1,1,False,mapped
conv-42_qa_25,2,dev,conv-42_session_14_D14:19,conv-42_session_14_D14:19,1,1,False,mapped
conv-42_qa_26,2,dev,conv-42_session_14_D14:8,conv-42_session_14_D14:8,1,1,False,mapped
conv-42_qa_27,1,dev,conv-42_session_2_D2:7;conv-42_session_16_D16:1,conv-42_session_2_D2:7;conv-42_session_16_D16:1,2,2,False,mapped
conv-42_qa_28,2,dev,conv-42_session_16_D16:8,conv-42_session_16_D16:8,1,1,False,mapped
conv-42_qa_29,2,dev,conv-42_session_16_D16:11,conv-42_session_16_D16:11,1,1,False,mapped
conv-42_qa_30,1,dev,conv-42_session_2_D2:3;conv-42_session_17_D17:14;conv-42_session_18_D18:1;conv-42_session_18_D18:5,conv-42_session_2_D2:3;conv-42_session_17_D17:14;conv-42_session_18_D18:1;conv-42_session_18_D18:5,4,4,False,mapped
conv-42_qa_31,2,dev,conv-42_session_17_D17:1,conv-42_session_17_D17:1,1,1,False,mapped
conv-42_qa_32,2,dev,conv-42_session_17_D17:4,conv-42_session_17_D17:4,1,1,False,mapped
conv-42_qa_33,2,dev,conv-42_session_18_D18:5,conv-42_session_18_D18:5,1,1,False,mapped
conv-42_qa_34,1,dev,conv-42_session_3_D3:17;conv-42_session_19_D19:14;conv-42_session_19_D19:16,conv-42_session_3_D3:17;conv-42_session_19_D19:14;conv-42_session_19_D19:16,3,3,False,mapped
conv-42_qa_35,2,dev,conv-42_session_19_D19:9,conv-42_session_19_D19:9,1,1,False,mapped
conv-42_qa_36,2,dev,conv-42_session_19_D19:6,conv-42_session_19_D19:6,1,1,False,mapped
conv-42_qa_37,2,dev,conv-42_session_19_D19:1,conv-42_session_19_D19:1,1,1,False,mapped
conv-42_qa_38,2,dev,conv-42_session_21_D21:9,conv-42_session_21_D21:9,1,1,False,mapped
conv-42_qa_39,2,dev,conv-42_session_21_D21:4,conv-42_session_21_D21:4,1,1,False,mapped
conv-42_qa_40,2,dev,conv-42_session_21_D21:1,conv-42_session_21_D21:1,1,1,False,mapped
conv-42_qa_41,2,dev,conv-42_session_22_D22:1,conv-42_session_22_D22:1,1,1,False,mapped
conv-42_qa_42,1,dev,conv-42_session_3_D3:17;conv-42_session_10_D10:1;conv-42_session_22_D22:8,conv-42_session_3_D3:17;conv-42_session_10_D10:1;conv-42_session_22_D22:8,3,3,False,mapped
conv-42_qa_43,2,dev,conv-42_session_17_D17:14;conv-42_session_22_D22:9,conv-42_session_17_D17:14;conv-42_session_22_D22:9,2,2,False,mapped
conv-42_qa_44,2,dev,conv-42_session_22_D22:2,conv-42_session_22_D22:2,1,1,False,mapped
conv-42_qa_45,2,dev,conv-42_session_22_D22:9,conv-42_session_22_D22:9,1,1,False,mapped
conv-42_qa_46,1,dev,conv-42_session_16_D16:2;conv-42_session_23_D23:7,conv-42_session_16_D16:2;conv-42_session_23_D23:7,2,2,False,mapped
conv-42_qa_47,1,dev,conv-42_session_14_D14:8;conv-42_session_23_D23:1,conv-42_session_14_D14:8;conv-42_session_23_D23:1,2,2,False,mapped
conv-42_qa_48,2,dev,conv-42_session_23_D23:1,conv-42_session_23_D23:1,1,1,False,mapped
conv-42_qa_49,1,dev,conv-42_session_14_D14:1;conv-42_session_24_D24:12,conv-42_session_14_D14:1;conv-42_session_24_D24:12,2,2,False,mapped
conv-42_qa_50,1,dev,conv-42_session_13_D13:9;conv-42_session_24_D24:2,conv-42_session_13_D13:9;conv-42_session_24_D24:2,2,2,False,mapped
conv-42_qa_51,1,dev,conv-42_session_13_D13:9;conv-42_session_24_D24:2,conv-42_session_13_D13:9;conv-42_session_24_D24:2,2,2,False,mapped
conv-42_qa_52,1,dev,conv-42_session_15_D15:1;conv-42_session_25_D25:2,conv-42_session_15_D15:1;conv-42_session_25_D25:2,2,2,False,mapped
conv-42_qa_53,1,dev,conv-42_session_5_D5:4;conv-42_session_25_D25:15,conv-42_session_5_D5:4;conv-42_session_25_D25:15,2,2,False,mapped
conv-42_qa_54,2,dev,conv-42_session_25_D25:1,conv-42_session_25_D25:1,1,1,False,mapped
