experiment,mode,query_id,seed_entity,hop,relation_path,latency_ms,raw_edges_from_db,returned_edges,cache_hit,error
B2a,src_scan,sel0.5_q0,b2_sel500_src_0,1,likes,43.2217,5000,2500,0,0
B2a,src_relation_index,sel0.5_q0,b2_sel500_src_0,1,likes,17.9266,2500,2500,0,0
B2a,src_scan,sel0.5_q1,b2_sel500_src_1,1,likes,22.9009,5000,2500,0,0
B2a,src_relation_index,sel0.5_q1,b2_sel500_src_1,1,likes,22.3324,2500,2500,0,0
B2a,src_scan,sel0.5_q2,b2_sel500_src_2,1,likes,43.0183,5000,2500,0,0
B2a,src_relation_index,sel0.5_q2,b2_sel500_src_2,1,likes,28.2807,2500,2500,0,0
B2a,src_scan,sel0.5_q3,b2_sel500_src_3,1,likes,20.2898,5000,2500,0,0
B2a,src_relation_index,sel0.5_q3,b2_sel500_src_3,1,likes,19.189,2500,2500,0,0
B2a,src_scan,sel0.5_q4,b2_sel500_src_4,1,likes,24.5589,5000,2500,0,0
B2a,src_relation_index,sel0.5_q4,b2_sel500_src_4,1,likes,20.4913,2500,2500,0,0
B2a,src_scan,sel0.5_q5,b2_sel500_src_5,1,likes,23.1904,5000,2500,0,0
B2a,src_relation_index,sel0.5_q5,b2_sel500_src_5,1,likes,24.5604,2500,2500,0,0
B2a,src_scan,sel0.5_q6,b2_sel500_src_6,1,likes,37.1493,5000,2500,0,0
B2a,src_relation_index,sel0.5_q6,b2_sel500_src_6,1,likes,20.7908,2500,2500,0,0
B2a,src_scan,sel0.5_q7,b2_sel500_src_7,1,likes,37.3508,5000,2500,0,0
B2a,src_relation_index,sel0.5_q7,b2_sel500_src_7,1,likes,24.3258,2500,2500,0,0
B2a,src_scan,sel0.5_q8,b2_sel500_src_8,1,likes,39.1273,5000,2500,0,0
B2a,src_relation_index,sel0.5_q8,b2_sel500_src_8,1,likes,20.2361,2500,2500,0,0
B2a,src_scan,sel0.5_q9,b2_sel500_src_9,1,likes,43.229,5000,2500,0,0
B2a,src_relation_index,sel0.5_q9,b2_sel500_src_9,1,likes,59.382,2500,2500,0,0
B2a,src_scan,sel0.5_q0,b2_sel500_src_0,1,likes,31.2801,5000,2500,0,0
B2a,src_relation_index,sel0.5_q0,b2_sel500_src_0,1,likes,22.0266,2500,2500,0,0
B2a,src_scan,sel0.5_q1,b2_sel500_src_1,1,likes,22.9999,5000,2500,0,0
B2a,src_relation_index,sel0.5_q1,b2_sel500_src_1,1,likes,39.9167,2500,2500,0,0
B2a,src_scan,sel0.5_q2,b2_sel500_src_2,1,likes,22.4841,5000,2500,0,0
B2a,src_relation_index,sel0.5_q2,b2_sel500_src_2,1,likes,39.9208,2500,2500,0,0
B2a,src_scan,sel0.5_q3,b2_sel500_src_3,1,likes,47.5799,5000,2500,0,0
B2a,src_relation_index,sel0.5_q3,b2_sel500_src_3,1,likes,50.651,2500,2500,0,0
B2a,src_scan,sel0.5_q4,b2_sel500_src_4,1,likes,51.0006,5000,2500,0,0
B2a,src_relation_index,sel0.5_q4,b2_sel500_src_4,1,likes,26.8303,2500,2500,0,0
B2a,src_scan,sel0.5_q5,b2_sel500_src_5,1,likes,47.083,5000,2500,0,0
B2a,src_relation_index,sel0.5_q5,b2_sel500_src_5,1,likes,18.4611,2500,2500,0,0
B2a,src_scan,sel0.5_q6,b2_sel500_src_6,1,likes,65.8331,5000,2500,0,0
B2a,src_relation_index,sel0.5_q6,b2_sel500_src_6,1,likes,38.2257,2500,2500,0,0
B2a,src_scan,sel0.5_q7,b2_sel500_src_7,1,likes,50.1279,5000,2500,0,0
B2a,src_relation_index,sel0.5_q7,b2_sel500_src_7,1,likes,19.0186,2500,2500,0,0
B2a,src_scan,sel0.5_q8,b2_sel500_src_8,1,likes,25.334,5000,2500,0,0
B2a,src_relation_index,sel0.5_q8,b2_sel500_src_8,1,likes,34.1239,2500,2500,0,0
B2a,src_scan,sel0.5_q9,b2_sel500_src_9,1,likes,42.635,5000,2500,0,0
B2a,src_relation_index,sel0.5_q9,b2_sel500_src_9,1,likes,15.3623,2500,2500,0,0
B2a,src_scan,sel0.5_q0,b2_sel500_src_0,1,likes,24.5836,5000,2500,0,0
B2a,src_relation_index,sel0.5_q0,b2_sel500_src_0,1,likes,31.2546,2500,2500,0,0
B2a,src_scan,sel0.5_q1,b2_sel500_src_1,1,likes,62.7912,5000,2500,0,0
B2a,src_relation_index,sel0.5_q1,b2_sel500_src_1,1,likes,12.5957,2500,2500,0,0
B2a,src_scan,sel0.5_q2,b2_sel500_src_2,1,likes,52.8229,5000,2500,0,0
B2a,src_relation_index,sel0.5_q2,b2_sel500_src_2,1,likes,18.3926,2500,2500,0,0
B2a,src_scan,sel0.5_q3,b2_sel500_src_3,1,likes,46.7419,5000,2500,0,0
B2a,src_relation_index,sel0.5_q3,b2_sel500_src_3,1,likes,69.8191,2500,2500,0,0
B2a,src_scan,sel0.5_q4,b2_sel500_src_4,1,likes,56.7146,5000,2500,0,0
B2a,src_relation_index,sel0.5_q4,b2_sel500_src_4,1,likes,21.7682,2500,2500,0,0
B2a,src_scan,sel0.5_q5,b2_sel500_src_5,1,likes,59.867,5000,2500,0,0
B2a,src_relation_index,sel0.5_q5,b2_sel500_src_5,1,likes,17.2047,2500,2500,0,0
B2a,src_scan,sel0.5_q6,b2_sel500_src_6,1,likes,36.3543,5000,2500,0,0
B2a,src_relation_index,sel0.5_q6,b2_sel500_src_6,1,likes,47.0915,2500,2500,0,0
B2a,src_scan,sel0.5_q7,b2_sel500_src_7,1,likes,41.9102,5000,2500,0,0
B2a,src_relation_index,sel0.5_q7,b2_sel500_src_7,1,likes,17.2516,2500,2500,0,0
B2a,src_scan,sel0.5_q8,b2_sel500_src_8,1,likes,34.4216,5000,2500,0,0
B2a,src_relation_index,sel0.5_q8,b2_sel500_src_8,1,likes,18.7384,2500,2500,0,0
B2a,src_scan,sel0.5_q9,b2_sel500_src_9,1,likes,22.5189,5000,2500,0,0
B2a,src_relation_index,sel0.5_q9,b2_sel500_src_9,1,likes,19.197,2500,2500,0,0
