sequence,update_id,memory_id,version,operation,backend,phase,event_generated_at,backend_committed_at,first_searchable_at,update_to_searchable_ms,queue_wait_ms,backend_commit_ms,visibility_probe_ms,status
18215,p53b_evt_018215,p53b_018215,18215,insert_memory,cassandra,burst,84430.568,84443.11,84447.909,17.341,0,12.542,4.8,ok
18218,p53b_evt_018218,p53b_018218,18218,insert_memory,cassandra,burst,84436.771,84443.216,84448.106,11.335,0,6.445,4.89,ok
18214,p53b_evt_018214,p53b_018214,18214,update_relation,cassandra,burst,84428.618,84443.449,84449.011,20.393,0,14.83,5.562,ok
18219,p53b_evt_018219,p53b_018219,18219,insert_memory,cassandra,burst,84438.709,84446.83,84450.092,11.383,0,8.121,3.262,ok
18220,p53b_evt_018220,p53b_018220,18220,insert_memory,cassandra,burst,84440.911,84448.281,84452.034,11.123,0,7.37,3.753,ok
18221,p53b_evt_018221,p53b_018221,18221,insert_memory,cassandra,burst,84442.734,84451.221,84453.602,10.868,0,8.487,2.382,ok
18223,p53b_evt_018223,p53b_018223,18223,insert_memory,cassandra,burst,84447.137,84452.598,84454.463,7.325,0,5.461,1.865,ok
18222,p53b_evt_018222,p53b_018222,18222,insert_memory,cassandra,burst,84446.71,84453.203,84457.281,10.571,0,6.493,4.078,ok
18224,p53b_evt_018224,p53b_018224,18224,insert_memory,cassandra,burst,84449.447,84455.559,84457.777,8.33,0,6.112,2.219,ok
18225,p53b_evt_018225,p53b_018225,18225,update_relation,cassandra,burst,84450.562,84456.403,84459.521,8.959,0,5.841,3.117,ok
18226,p53b_evt_018226,p53b_018226,18226,insert_memory,cassandra,burst,84452.801,84458.698,84461.664,8.863,0,5.897,2.966,ok
18227,p53b_evt_018227,p53b_018227,18227,update_relation,cassandra,burst,84454.95,84460.313,84463.211,8.261,0,5.363,2.898,ok
18228,p53b_evt_018228,p53b_018228,18228,insert_memory,cassandra,burst,84456.741,84461.206,84464.494,7.754,0,4.465,3.289,ok
18229,p53b_evt_018229,p53b_018229,18229,insert_memory,cassandra,burst,84458.855,84463.947,84466.478,7.623,0,5.091,2.532,ok
18230,p53b_evt_018230,p53b_018230,18230,insert_memory,cassandra,burst,84461.683,84467.541,84470.619,8.935,0,5.858,3.077,ok
18231,p53b_evt_018231,p53b_018231,18231,update_relation,cassandra,burst,84462.862,84469.585,84471.5,8.638,0,6.723,1.915,ok
18232,p53b_evt_018232,p53b_018232,18232,insert_memory,cassandra,burst,84464.974,84471.03,84473.375,8.402,0,6.057,2.345,ok
18233,p53b_evt_018233,p53b_018233,18233,insert_memory,cassandra,burst,84466.705,84472.057,84474.268,7.563,0,5.352,2.211,ok
18234,p53b_evt_018234,p53b_018234,18234,insert_memory,cassandra,burst,84468.87,84472.871,84476.031,7.16,0,4.0,3.16,ok
18235,p53b_evt_018235,p53b_018235,18235,insert_memory,cassandra,burst,84471.156,84475.002,84477.379,6.224,0,3.846,2.378,ok
18236,p53b_evt_018236,p53b_018236,18236,insert_memory,cassandra,burst,84472.961,84477.529,84479.816,6.855,0,4.568,2.287,ok
18237,p53b_evt_018237,p53b_018237,18237,replace_relation,cassandra,burst,84474.842,84479.553,84482.067,7.226,0,4.711,2.515,ok
18238,p53b_evt_018238,p53b_018238,18238,update_relation,cassandra,burst,84476.81,84481.831,84484.16,7.35,0,5.021,2.329,ok
18239,p53b_evt_018239,p53b_018239,18239,insert_memory,cassandra,burst,84478.877,84482.759,84485.805,6.927,0,3.882,3.045,ok
18240,p53b_evt_018240,p53b_018240,18240,update_relation,cassandra,burst,84480.941,84486.336,84490.863,9.922,0,5.395,4.527,ok
18241,p53b_evt_018241,p53b_018241,18241,insert_memory,cassandra,burst,84483.17,84488.866,84491.653,8.483,0,5.696,2.787,ok
18242,p53b_evt_018242,p53b_018242,18242,replace_relation,cassandra,burst,84484.929,84489.687,84492.477,7.548,0,4.757,2.791,ok
18243,p53b_evt_018243,p53b_018243,18243,insert_memory,cassandra,burst,84488.351,84492.672,84500.637,12.286,0,4.32,7.966,ok
18244,p53b_evt_018244,p53b_018244,18244,insert_memory,cassandra,burst,84488.689,84492.722,84500.799,12.11,0,4.033,8.077,ok
18245,p53b_evt_018245,p53b_018245,18245,update_relation,cassandra,burst,84491.155,84501.918,84504.127,12.972,0,10.763,2.209,ok
18246,p53b_evt_018246,p53b_018246,18246,insert_memory,cassandra,burst,84492.991,84503.849,84506.131,13.14,0,10.857,2.282,ok
18248,p53b_evt_018248,p53b_018248,18248,insert_memory,cassandra,burst,84496.487,84503.581,84506.622,10.135,0,7.094,3.041,ok
18247,p53b_evt_018247,p53b_018247,18247,insert_memory,cassandra,burst,84495.048,84503.748,84506.666,11.618,0,8.7,2.918,ok
18250,p53b_evt_018250,p53b_018250,18250,replace_relation,cassandra,burst,84501.007,84504.932,84507.425,6.418,0,3.925,2.493,ok
18249,p53b_evt_018249,p53b_018249,18249,update_relation,cassandra,burst,84499.057,84504.883,84507.849,8.792,0,5.826,2.966,ok
18251,p53b_evt_018251,p53b_018251,18251,update_relation,cassandra,burst,84529.167,84556.968,84573.183,44.016,0,27.801,16.215,ok
18252,p53b_evt_018252,p53b_018252,18252,replace_relation,cassandra,burst,84557.295,84589.162,84595.295,38.0,0,31.867,6.134,ok
18255,p53b_evt_018255,p53b_018255,18255,replace_relation,cassandra,burst,84589.432,84598.591,84605.863,16.432,0,9.16,7.272,ok
18254,p53b_evt_018254,p53b_018254,18254,update_relation,cassandra,burst,84588.677,84598.516,84605.93,17.253,0,9.839,7.414,ok
18253,p53b_evt_018253,p53b_018253,18253,replace_relation,cassandra,burst,84587.939,84598.41,84607.089,19.151,0,10.471,8.679,ok
18256,p53b_evt_018256,p53b_018256,18256,update_relation,cassandra,burst,84590.614,84600.961,84607.753,17.138,0,10.346,6.792,ok
18258,p53b_evt_018258,p53b_018258,18258,insert_memory,cassandra,burst,84592.768,84604.634,84609.576,16.808,0,11.866,4.942,ok
18257,p53b_evt_018257,p53b_018257,18257,update_relation,cassandra,burst,84591.543,84603.314,84609.632,18.088,0,11.771,6.318,ok
18259,p53b_evt_018259,p53b_018259,18259,insert_memory,cassandra,burst,84593.182,84604.808,84614.448,21.266,0,11.625,9.641,ok
18263,p53b_evt_018263,p53b_018263,18263,insert_memory,cassandra,burst,84596.853,84609.155,84614.736,17.883,0,12.302,5.581,ok
18260,p53b_evt_018260,p53b_018260,18260,insert_memory,cassandra,burst,84594.125,84607.658,84615.001,20.876,0,13.533,7.343,ok
18262,p53b_evt_018262,p53b_018262,18262,insert_memory,cassandra,burst,84595.823,84608.73,84615.187,19.364,0,12.907,6.457,ok
18261,p53b_evt_018261,p53b_018261,18261,update_relation,cassandra,burst,84595.322,84607.707,84615.558,20.236,0,12.385,7.851,ok
18264,p53b_evt_018264,p53b_018264,18264,update_relation,cassandra,burst,84599.273,84610.21,84615.799,16.526,0,10.937,5.589,ok
18265,p53b_evt_018265,p53b_018265,18265,update_relation,cassandra,burst,84599.656,84614.287,84618.402,18.746,0,14.63,4.115,ok
18266,p53b_evt_018266,p53b_018266,18266,replace_relation,cassandra,burst,84601.944,84613.633,84618.439,16.495,0,11.689,4.806,ok
18267,p53b_evt_018267,p53b_018267,18267,update_relation,cassandra,burst,84603.051,84617.324,84621.735,18.684,0,14.273,4.411,ok
18270,p53b_evt_018270,p53b_018270,18270,insert_memory,cassandra,burst,84606.651,84617.539,84621.791,15.14,0,10.888,4.251,ok
18268,p53b_evt_018268,p53b_018268,18268,update_relation,cassandra,burst,84604.047,84616.791,84622.265,18.218,0,12.744,5.474,ok
18269,p53b_evt_018269,p53b_018269,18269,update_relation,cassandra,burst,84605.101,84617.871,84623.003,17.902,0,12.77,5.132,ok
18273,p53b_evt_018273,p53b_018273,18273,insert_memory,cassandra,burst,84611.977,84620.665,84625.022,13.045,0,8.689,4.356,ok
18272,p53b_evt_018272,p53b_018272,18272,replace_relation,cassandra,burst,84611.333,84620.276,84626.145,14.812,0,8.943,5.869,ok
18271,p53b_evt_018271,p53b_018271,18271,insert_memory,cassandra,burst,84608.509,84620.205,84626.199,17.69,0,11.696,5.994,ok
18275,p53b_evt_018275,p53b_018275,18275,insert_memory,cassandra,burst,84616.316,84623.283,84627.023,10.706,0,6.966,3.74,ok
18274,p53b_evt_018274,p53b_018274,18274,insert_memory,cassandra,burst,84615.019,84623.137,84627.136,12.117,0,8.118,3.999,ok
18276,p53b_evt_018276,p53b_018276,18276,insert_memory,cassandra,burst,84618.25,84625.918,84629.608,11.358,0,7.667,3.69,ok
18277,p53b_evt_018277,p53b_018277,18277,insert_memory,cassandra,burst,84619.372,84626.635,84630.011,10.639,0,7.264,3.376,ok
18278,p53b_evt_018278,p53b_018278,18278,insert_memory,cassandra,burst,84620.806,84628.307,84632.297,11.491,0,7.501,3.99,ok
18279,p53b_evt_018279,p53b_018279,18279,insert_memory,cassandra,burst,84623.028,84629.058,84633.47,10.442,0,6.03,4.412,ok
18281,p53b_evt_018281,p53b_018281,18281,update_relation,cassandra,burst,84625.152,84631.083,84635.336,10.184,0,5.932,4.253,ok
18280,p53b_evt_018280,p53b_018280,18280,insert_memory,cassandra,burst,84624.303,84631.162,84635.454,11.151,0,6.859,4.293,ok
18282,p53b_evt_018282,p53b_018282,18282,update_relation,cassandra,burst,84627.715,84634.798,84640.009,12.294,0,7.083,5.211,ok
18285,p53b_evt_018285,p53b_018285,18285,replace_relation,cassandra,burst,84629.627,84637.045,84640.155,10.527,0,7.418,3.109,ok
18284,p53b_evt_018284,p53b_018284,18284,insert_memory,cassandra,burst,84628.57,84635.252,84640.298,11.729,0,6.683,5.046,ok
18283,p53b_evt_018283,p53b_018283,18283,update_relation,cassandra,burst,84628.052,84636.868,84640.458,12.406,0,8.815,3.591,ok
18286,p53b_evt_018286,p53b_018286,18286,insert_memory,cassandra,burst,84630.694,84639.83,84644.817,14.124,0,9.136,4.987,ok
18287,p53b_evt_018287,p53b_018287,18287,replace_relation,cassandra,burst,84631.61,84639.964,84644.849,13.239,0,8.354,4.885,ok
18288,p53b_evt_018288,p53b_018288,18288,insert_memory,cassandra,burst,84632.85,84641.067,84644.88,12.03,0,8.217,3.813,ok
18292,p53b_evt_018292,p53b_018292,18292,insert_memory,cassandra,burst,84635.355,84642.058,84645.847,10.493,0,6.703,3.79,ok
18289,p53b_evt_018289,p53b_018289,18289,insert_memory,cassandra,burst,84633.653,84643.314,84649.279,15.626,0,9.661,5.965,ok
18291,p53b_evt_018291,p53b_018291,18291,update_relation,cassandra,burst,84634.676,84644.555,84649.321,14.645,0,9.878,4.766,ok
18290,p53b_evt_018290,p53b_018290,18290,replace_relation,cassandra,burst,84634.222,84644.771,84649.373,15.151,0,10.549,4.601,ok
18296,p53b_evt_018296,p53b_018296,18296,update_relation,cassandra,burst,84638.791,84645.745,84649.411,10.62,0,6.954,3.666,ok
18295,p53b_evt_018295,p53b_018295,18295,update_relation,cassandra,burst,84637.778,84645.801,84650.715,12.937,0,8.022,4.915,ok
18293,p53b_evt_018293,p53b_018293,18293,replace_relation,cassandra,burst,84636.099,84648.215,84651.855,15.756,0,12.116,3.64,ok
18299,p53b_evt_018299,p53b_018299,18299,update_relation,cassandra,burst,84642.923,84649.441,84651.89,8.967,0,6.519,2.448,ok
18294,p53b_evt_018294,p53b_018294,18294,insert_memory,cassandra,burst,84636.48,84648.415,84653.932,17.452,0,11.936,5.517,ok
18298,p53b_evt_018298,p53b_018298,18298,insert_memory,cassandra,burst,84642.116,84651.129,84654.851,12.735,0,9.013,3.722,ok
18297,p53b_evt_018297,p53b_018297,18297,insert_memory,cassandra,burst,84641.329,84650.937,84655.077,13.748,0,9.608,4.14,ok
18300,p53b_evt_018300,p53b_018300,18300,insert_memory,cassandra,burst,84645.591,84654.709,84667.71,22.118,0,9.118,13.0,ok
18302,p53b_evt_018302,p53b_018302,18302,insert_memory,cassandra,burst,84647.083,84654.576,84668.436,21.353,0,7.493,13.86,ok
18301,p53b_evt_018301,p53b_018301,18301,insert_memory,cassandra,burst,84646.361,84654.531,84668.633,22.273,0,8.17,14.103,ok
18304,p53b_evt_018304,p53b_018304,18304,update_relation,cassandra,burst,84648.638,84666.267,84675.902,27.265,0,17.629,9.635,ok
18305,p53b_evt_018305,p53b_018305,18305,insert_memory,cassandra,burst,84650.05,84667.237,84676.172,26.122,0,17.187,8.935,ok
18303,p53b_evt_018303,p53b_018303,18303,insert_memory,cassandra,burst,84647.631,84666.053,84678.115,30.484,0,18.422,12.062,ok
18307,p53b_evt_018307,p53b_018307,18307,insert_memory,cassandra,burst,84652.257,84672.939,84680.657,28.4,0,20.682,7.718,ok
18306,p53b_evt_018306,p53b_018306,18306,replace_relation,cassandra,burst,84650.736,84672.901,84680.833,30.097,0,22.164,7.932,ok
18309,p53b_evt_018309,p53b_018309,18309,update_relation,cassandra,burst,84655.919,84677.881,84682.925,27.006,0,21.962,5.044,ok
18317,p53b_evt_018317,p53b_018317,18317,update_relation,cassandra,burst,84658.314,84677.927,84683.697,25.383,0,19.613,5.77,ok
18319,p53b_evt_018319,p53b_018319,18319,insert_memory,cassandra,burst,84658.853,84677.983,84684.935,26.083,0,19.13,6.953,ok
18308,p53b_evt_018308,p53b_018308,18308,update_relation,cassandra,burst,84655.166,84678.177,84687.956,32.79,0,23.011,9.779,ok
18320,p53b_evt_018320,p53b_018320,18320,update_relation,cassandra,burst,84659.143,84678.579,84690.686,31.543,0,19.436,12.107,ok
18310,p53b_evt_018310,p53b_018310,18310,insert_memory,cassandra,burst,84656.267,84679.039,84695.172,38.905,0,22.772,16.133,ok
18311,p53b_evt_018311,p53b_018311,18311,insert_memory,cassandra,burst,84656.565,84679.085,84695.401,38.836,0,22.519,16.316,ok
18316,p53b_evt_018316,p53b_018316,18316,insert_memory,cassandra,burst,84658.028,84679.184,84695.439,37.411,0,21.156,16.255,ok
18323,p53b_evt_018323,p53b_018323,18323,insert_memory,cassandra,burst,84659.994,84679.459,84695.458,35.465,0,19.466,15.999,ok
18325,p53b_evt_018325,p53b_018325,18325,insert_memory,cassandra,burst,84660.573,84679.222,84695.476,34.903,0,18.649,16.254,ok
18312,p53b_evt_018312,p53b_018312,18312,replace_relation,cassandra,burst,84656.848,84679.265,84695.506,38.658,0,22.417,16.241,ok
18324,p53b_evt_018324,p53b_018324,18324,update_relation,cassandra,burst,84660.26,84679.498,84695.561,35.3,0,19.237,16.063,ok
18327,p53b_evt_018327,p53b_018327,18327,update_relation,cassandra,burst,84661.119,84679.318,84695.596,34.477,0,18.2,16.277,ok
18329,p53b_evt_018329,p53b_018329,18329,insert_memory,cassandra,burst,84661.686,84679.6,84697.421,35.734,0,17.914,17.82,ok
18330,p53b_evt_018330,p53b_018330,18330,insert_memory,cassandra,burst,84661.978,84680.868,84697.449,35.471,0,18.89,16.581,ok
18333,p53b_evt_018333,p53b_018333,18333,insert_memory,cassandra,burst,84670.648,84682.13,84697.468,26.82,0,11.482,15.338,ok
18332,p53b_evt_018332,p53b_018332,18332,update_relation,cassandra,burst,84665.044,84679.663,84697.502,32.458,0,14.619,17.839,ok
18315,p53b_evt_018315,p53b_018315,18315,update_relation,cassandra,burst,84657.739,84680.467,84697.54,39.801,0,22.728,17.073,ok
18313,p53b_evt_018313,p53b_018313,18313,insert_memory,cassandra,burst,84657.13,84680.426,84697.693,40.563,0,23.295,17.267,ok
18321,p53b_evt_018321,p53b_018321,18321,replace_relation,cassandra,burst,84659.413,84680.375,84697.734,38.321,0,20.962,17.359,ok
18336,p53b_evt_018336,p53b_018336,18336,update_relation,cassandra,burst,84676.511,84684.034,84697.764,21.253,0,7.523,13.73,ok
18318,p53b_evt_018318,p53b_018318,18318,replace_relation,cassandra,burst,84658.584,84679.575,84697.803,39.219,0,20.99,18.229,ok
18326,p53b_evt_018326,p53b_018326,18326,update_relation,cassandra,burst,84660.847,84679.417,84697.836,36.989,0,18.571,18.419,ok
18328,p53b_evt_018328,p53b_018328,18328,update_relation,cassandra,burst,84661.386,84679.636,84697.865,36.479,0,18.25,18.229,ok
18334,p53b_evt_018334,p53b_018334,18334,replace_relation,cassandra,burst,84671.104,84682.961,84697.903,26.799,0,11.857,14.942,ok
18338,p53b_evt_018338,p53b_018338,18338,replace_relation,cassandra,burst,84678.415,84684.418,84697.939,19.524,0,6.003,13.521,ok
18337,p53b_evt_018337,p53b_018337,18337,update_relation,cassandra,burst,84677.253,84684.232,84698.074,20.821,0,6.979,13.842,ok
18331,p53b_evt_018331,p53b_018331,18331,insert_memory,cassandra,burst,84662.98,84679.534,84698.109,35.129,0,16.554,18.575,ok
18335,p53b_evt_018335,p53b_018335,18335,insert_memory,cassandra,burst,84671.86,84682.608,84698.234,26.374,0,10.748,15.626,ok
18322,p53b_evt_018322,p53b_018322,18322,update_relation,cassandra,burst,84659.706,84679.37,84698.291,38.586,0,19.664,18.921,ok
18314,p53b_evt_018314,p53b_018314,18314,insert_memory,cassandra,burst,84657.428,84679.13,84698.354,40.925,0,21.701,19.224,ok
18339,p53b_evt_018339,p53b_018339,18339,replace_relation,cassandra,burst,84684.485,84695.358,84700.384,15.899,0,10.873,5.026,ok
18341,p53b_evt_018341,p53b_018341,18341,update_relation,cassandra,burst,84692.834,84701.091,84704.572,11.738,0,8.257,3.481,ok
18340,p53b_evt_018340,p53b_018340,18340,update_relation,cassandra,burst,84690.705,84701.682,84704.658,13.953,0,10.976,2.976,ok
18342,p53b_evt_018342,p53b_018342,18342,insert_memory,cassandra,burst,84695.207,84703.099,84706.136,10.93,0,7.892,3.038,ok
18343,p53b_evt_018343,p53b_018343,18343,insert_memory,cassandra,burst,84698.449,84703.491,84707.02,8.571,0,5.042,3.528,ok
18344,p53b_evt_018344,p53b_018344,18344,update_relation,cassandra,burst,84699.096,84704.612,84708.19,9.094,0,5.517,3.577,ok
18346,p53b_evt_018346,p53b_018346,18346,update_relation,cassandra,burst,84700.562,84705.122,84708.567,8.004,0,4.559,3.445,ok
18345,p53b_evt_018345,p53b_018345,18345,update_relation,cassandra,burst,84700.001,84706.088,84708.846,8.845,0,6.087,2.758,ok
18347,p53b_evt_018347,p53b_018347,18347,update_relation,cassandra,burst,84701.441,84707.175,84711.225,9.784,0,5.734,4.05,ok
18348,p53b_evt_018348,p53b_018348,18348,update_relation,cassandra,burst,84702.83,84709.198,84712.077,9.246,0,6.368,2.879,ok
18350,p53b_evt_018350,p53b_018350,18350,update_relation,cassandra,burst,84706.164,84710.548,84713.564,7.4,0,4.384,3.016,ok
18349,p53b_evt_018349,p53b_018349,18349,insert_memory,cassandra,burst,84703.772,84711.158,84713.887,10.114,0,7.386,2.728,ok
18351,p53b_evt_018351,p53b_018351,18351,insert_memory,cassandra,burst,84707.038,84712.585,84714.972,7.935,0,5.548,2.387,ok
18352,p53b_evt_018352,p53b_018352,18352,insert_memory,cassandra,burst,84707.94,84712.922,84716.12,8.179,0,4.981,3.198,ok
18353,p53b_evt_018353,p53b_018353,18353,update_relation,cassandra,burst,84709.369,84713.606,84716.93,7.561,0,4.236,3.324,ok
18355,p53b_evt_018355,p53b_018355,18355,insert_memory,cassandra,burst,84711.248,84715.465,84719.445,8.196,0,4.217,3.979,ok
18354,p53b_evt_018354,p53b_018354,18354,insert_memory,cassandra,burst,84710.037,84715.584,84719.749,9.712,0,5.547,4.164,ok
18356,p53b_evt_018356,p53b_018356,18356,insert_memory,cassandra,burst,84713.209,84718.591,84721.577,8.368,0,5.381,2.987,ok
18357,p53b_evt_018357,p53b_018357,18357,insert_memory,cassandra,burst,84715.001,84719.787,84722.357,7.357,0,4.786,2.57,ok
18358,p53b_evt_018358,p53b_018358,18358,update_relation,cassandra,burst,84717.28,84722.83,84724.999,7.719,0,5.549,2.17,ok
18359,p53b_evt_018359,p53b_018359,18359,insert_memory,cassandra,burst,84718.84,84723.634,84726.064,7.224,0,4.794,2.43,ok
18360,p53b_evt_018360,p53b_018360,18360,update_relation,cassandra,burst,84720.955,84725.052,84727.399,6.444,0,4.097,2.347,ok
18361,p53b_evt_018361,p53b_018361,18361,replace_relation,cassandra,burst,84722.873,84726.915,84729.54,6.667,0,4.042,2.625,ok
18362,p53b_evt_018362,p53b_018362,18362,insert_memory,cassandra,burst,84725.349,84730.21,84733.482,8.132,0,4.86,3.272,ok
18363,p53b_evt_018363,p53b_018363,18363,insert_memory,cassandra,burst,84726.703,84730.255,84734.472,7.77,0,3.552,4.218,ok
18364,p53b_evt_018364,p53b_018364,18364,insert_memory,cassandra,burst,84728.88,84733.924,84736.567,7.688,0,5.044,2.643,ok
18365,p53b_evt_018365,p53b_018365,18365,insert_memory,cassandra,burst,84731.541,84737.154,84740.142,8.6,0,5.612,2.988,ok
18366,p53b_evt_018366,p53b_018366,18366,insert_memory,cassandra,burst,84733.667,84737.194,84740.419,6.752,0,3.527,3.225,ok
18368,p53b_evt_018368,p53b_018368,18368,insert_memory,cassandra,burst,84736.96,84740.632,84749.331,12.372,0,3.673,8.699,ok
18367,p53b_evt_018367,p53b_018367,18367,update_relation,cassandra,burst,84735.21,84740.596,84749.798,14.589,0,5.386,9.203,ok
18369,p53b_evt_018369,p53b_018369,18369,insert_memory,cassandra,burst,84738.683,84751.347,84753.145,14.462,0,12.664,1.798,ok
18370,p53b_evt_018370,p53b_018370,18370,update_relation,cassandra,burst,84741.017,84752.548,84755.705,14.688,0,11.532,3.156,ok
18372,p53b_evt_018372,p53b_018372,18372,insert_memory,cassandra,burst,84744.523,84752.597,84755.921,11.399,0,8.074,3.324,ok
18371,p53b_evt_018371,p53b_018371,18371,insert_memory,cassandra,burst,84742.822,84752.649,84756.958,14.136,0,9.827,4.309,ok
18374,p53b_evt_018374,p53b_018374,18374,update_relation,cassandra,burst,84749.886,84754.285,84757.184,7.298,0,4.398,2.899,ok
18373,p53b_evt_018373,p53b_018373,18373,insert_memory,cassandra,burst,84747.053,84753.105,84757.255,10.202,0,6.052,4.15,ok
18375,p53b_evt_018375,p53b_018375,18375,insert_memory,cassandra,burst,84750.884,84756.426,84759.896,9.012,0,5.542,3.469,ok
18376,p53b_evt_018376,p53b_018376,18376,insert_memory,cassandra,burst,84753.225,84757.873,84761.441,8.216,0,4.648,3.568,ok
18377,p53b_evt_018377,p53b_018377,18377,update_relation,cassandra,burst,84755.22,84760.682,84762.497,7.277,0,5.462,1.815,ok
18379,p53b_evt_018379,p53b_018379,18379,update_relation,cassandra,burst,84758.963,84763.389,84766.505,7.541,0,4.425,3.116,ok
18378,p53b_evt_018378,p53b_018378,18378,update_relation,cassandra,burst,84757.682,84763.331,84766.862,9.18,0,5.649,3.531,ok
18380,p53b_evt_018380,p53b_018380,18380,update_relation,cassandra,burst,84760.488,84765.315,84767.453,6.965,0,4.827,2.138,ok
18381,p53b_evt_018381,p53b_018381,18381,insert_memory,cassandra,burst,84762.733,84767.988,84775.266,12.534,0,5.256,7.278,ok
18382,p53b_evt_018382,p53b_018382,18382,insert_memory,cassandra,burst,84764.922,84775.101,84777.945,13.023,0,10.179,2.845,ok
18383,p53b_evt_018383,p53b_018383,18383,insert_memory,cassandra,burst,84766.883,84776.466,84778.91,12.027,0,9.582,2.445,ok
18386,p53b_evt_018386,p53b_018386,18386,replace_relation,cassandra,burst,84772.532,84778.341,84782.367,9.836,0,5.809,4.026,ok
18385,p53b_evt_018385,p53b_018385,18385,insert_memory,cassandra,burst,84770.903,84778.294,84782.779,11.876,0,7.391,4.485,ok
18384,p53b_evt_018384,p53b_018384,18384,insert_memory,cassandra,burst,84768.909,84778.247,84783.298,14.389,0,9.338,5.051,ok
18387,p53b_evt_018387,p53b_018387,18387,insert_memory,cassandra,burst,84775.624,84780.433,84783.344,7.72,0,4.809,2.911,ok
18388,p53b_evt_018388,p53b_018388,18388,replace_relation,cassandra,burst,84777.129,84781.339,84783.737,6.608,0,4.21,2.398,ok
18389,p53b_evt_018389,p53b_018389,18389,insert_memory,cassandra,burst,84780.245,84785.777,84788.351,8.107,0,5.532,2.575,ok
18390,p53b_evt_018390,p53b_018390,18390,insert_memory,cassandra,burst,84780.659,84787.15,84789.031,8.371,0,6.49,1.881,ok
18391,p53b_evt_018391,p53b_018391,18391,insert_memory,cassandra,burst,84783.767,84788.744,84791.812,8.045,0,4.977,3.068,ok
18392,p53b_evt_018392,p53b_018392,18392,update_relation,cassandra,burst,84784.702,84789.313,84792.599,7.898,0,4.611,3.286,ok
18393,p53b_evt_018393,p53b_018393,18393,replace_relation,cassandra,burst,84787.041,84790.78,84793.215,6.174,0,3.739,2.436,ok
18394,p53b_evt_018394,p53b_018394,18394,insert_memory,cassandra,burst,84789.355,84793.775,84796.289,6.933,0,4.42,2.513,ok
18395,p53b_evt_018395,p53b_018395,18395,insert_memory,cassandra,burst,84790.59,84794.732,84796.608,6.019,0,4.142,1.877,ok
18396,p53b_evt_018396,p53b_018396,18396,update_relation,cassandra,burst,84793.236,84796.713,84804.261,11.025,0,3.477,7.547,ok
18397,p53b_evt_018397,p53b_018397,18397,insert_memory,cassandra,burst,84795.799,84804.901,84807.105,11.306,0,9.102,2.204,ok
18398,p53b_evt_018398,p53b_018398,18398,update_relation,cassandra,burst,84796.969,84806.188,84809.111,12.142,0,9.218,2.924,ok
18401,p53b_evt_018401,p53b_018401,18401,insert_memory,cassandra,burst,84802.749,84807.359,84809.696,6.948,0,4.61,2.338,ok
18399,p53b_evt_018399,p53b_018399,18399,insert_memory,cassandra,burst,84798.892,84806.567,84809.747,10.855,0,7.675,3.18,ok
18400,p53b_evt_018400,p53b_018400,18400,replace_relation,cassandra,burst,84800.516,84806.619,84810.365,9.85,0,6.103,3.747,ok
18402,p53b_evt_018402,p53b_018402,18402,update_relation,cassandra,burst,84805.487,84809.859,84812.779,7.292,0,4.373,2.92,ok
18403,p53b_evt_018403,p53b_018403,18403,insert_memory,cassandra,burst,84807.886,84812.453,84815.619,7.733,0,4.568,3.165,ok
18404,p53b_evt_018404,p53b_018404,18404,insert_memory,cassandra,burst,84809.131,84813.563,84815.872,6.742,0,4.432,2.309,ok
18405,p53b_evt_018405,p53b_018405,18405,insert_memory,cassandra,burst,84810.927,84814.762,84817.704,6.777,0,3.835,2.942,ok
18407,p53b_evt_018407,p53b_018407,18407,insert_memory,cassandra,burst,84815.192,84819.059,84821.811,6.619,0,3.868,2.751,ok
18406,p53b_evt_018406,p53b_018406,18406,insert_memory,cassandra,burst,84813.128,84818.716,84821.857,8.73,0,5.589,3.141,ok
18408,p53b_evt_018408,p53b_018408,18408,insert_memory,cassandra,burst,84816.447,84821.766,84824.109,7.662,0,5.318,2.343,ok
18409,p53b_evt_018409,p53b_018409,18409,insert_memory,cassandra,burst,84818.853,84824.713,84827.272,8.419,0,5.86,2.559,ok
18410,p53b_evt_018410,p53b_018410,18410,insert_memory,cassandra,burst,84820.752,84824.432,84827.511,6.758,0,3.68,3.078,ok
18411,p53b_evt_018411,p53b_018411,18411,replace_relation,cassandra,burst,84823.006,84826.867,84830.061,7.055,0,3.861,3.194,ok
18413,p53b_evt_018413,p53b_018413,18413,replace_relation,cassandra,burst,84827.152,84832.492,84835.416,8.264,0,5.34,2.924,ok
18412,p53b_evt_018412,p53b_018412,18412,update_relation,cassandra,burst,84825.058,84832.721,84835.61,10.552,0,7.664,2.888,ok
18414,p53b_evt_018414,p53b_018414,18414,update_relation,cassandra,burst,84828.689,84835.377,84837.928,9.239,0,6.688,2.551,ok
18416,p53b_evt_018416,p53b_018416,18416,insert_memory,cassandra,burst,84832.618,84836.916,84838.954,6.336,0,4.298,2.038,ok
18415,p53b_evt_018415,p53b_018415,18415,insert_memory,cassandra,burst,84830.707,84837.309,84839.635,8.928,0,6.602,2.326,ok
18417,p53b_evt_018417,p53b_018417,18417,insert_memory,cassandra,burst,84834.929,84839.878,84841.677,6.748,0,4.948,1.8,ok
