qa_id,conv,n_dense,n_bm25,legacy_top10,current_top10,same_set,same_order,legacy_gold_rank,current_gold_rank,same_gold_rank,legacy_hit1,current_hit1
conv-41_qa_91,conv-41,10,10,conv-41_session_12_D12:9;conv-41_session_15_D15:12;conv-41_session_4_D4:16;conv-41_session_12_D12:17;conv-41_session_7_D7:6;conv-41_session_32_D32:6;conv-41_session_15_D15:2;conv-41_session_16_D16:6;conv-41_session_19_D19:7;conv-41_session_1_D1:14,conv-41_session_12_D12:9;conv-41_session_15_D15:12;conv-41_session_4_D4:16;conv-41_session_12_D12:17;conv-41_session_7_D7:6;conv-41_session_32_D32:6;conv-41_session_15_D15:2;conv-41_session_16_D16:6;conv-41_session_19_D19:7;conv-41_session_1_D1:14,1,1,1,1,1,1,1
conv-41_qa_92,conv-41,10,10,conv-41_session_22_D22:11;conv-41_session_4_D4:2;conv-41_session_13_D13:4;conv-41_session_27_D27:7;conv-41_session_4_D4:3;conv-41_session_8_D8:8;conv-41_session_13_D13:6;conv-41_session_24_D24:5;conv-41_session_13_D13:8;conv-41_session_3_D3:17,conv-41_session_22_D22:11;conv-41_session_4_D4:2;conv-41_session_13_D13:4;conv-41_session_27_D27:7;conv-41_session_4_D4:3;conv-41_session_8_D8:8;conv-41_session_13_D13:6;conv-41_session_24_D24:5;conv-41_session_13_D13:8;conv-41_session_3_D3:17,1,1,99,99,1,0,0
conv-41_qa_93,conv-41,10,10,conv-41_session_13_D13:3;conv-41_session_13_D13:4;conv-41_session_13_D13:15;conv-41_session_19_D19:2;conv-41_session_13_D13:5;conv-41_session_14_D14:17;conv-41_session_22_D22:11;conv-41_session_13_D13:8;conv-41_session_31_D31:22;conv-41_session_2_D2:11,conv-41_session_13_D13:3;conv-41_session_13_D13:4;conv-41_session_13_D13:15;conv-41_session_19_D19:2;conv-41_session_13_D13:5;conv-41_session_14_D14:17;conv-41_session_22_D22:11;conv-41_session_13_D13:8;conv-41_session_31_D31:22;conv-41_session_2_D2:11,1,1,5,5,1,0,0
conv-41_qa_94,conv-41,10,10,conv-41_session_13_D13:16;conv-41_session_13_D13:17;conv-41_session_2_D2:20;conv-41_session_2_D2:22;conv-41_session_6_D6:10;conv-41_session_24_D24:6;conv-41_session_30_D30:22;conv-41_session_2_D2:23;conv-41_session_7_D7:6;conv-41_session_2_D2:21,conv-41_session_13_D13:16;conv-41_session_13_D13:17;conv-41_session_2_D2:20;conv-41_session_2_D2:22;conv-41_session_6_D6:10;conv-41_session_24_D24:6;conv-41_session_30_D30:22;conv-41_session_2_D2:23;conv-41_session_7_D7:6;conv-41_session_2_D2:21,1,1,99,99,1,0,0
conv-41_qa_95,conv-41,10,10,conv-41_session_24_D24:10;conv-41_session_13_D13:16;conv-41_session_7_D7:17;conv-41_session_7_D7:6;conv-41_session_9_D9:5;conv-41_session_13_D13:27;conv-41_session_31_D31:18;conv-41_session_31_D31:20;conv-41_session_6_D6:15;conv-41_session_22_D22:7,conv-41_session_24_D24:10;conv-41_session_13_D13:16;conv-41_session_7_D7:17;conv-41_session_7_D7:6;conv-41_session_9_D9:5;conv-41_session_13_D13:27;conv-41_session_31_D31:18;conv-41_session_31_D31:20;conv-41_session_6_D6:15;conv-41_session_22_D22:7,1,1,2,2,1,0,0
conv-41_qa_96,conv-41,10,10,conv-41_session_14_D14:10;conv-41_session_11_D11:10;conv-41_session_11_D11:18;conv-41_session_6_D6:2;conv-41_session_6_D6:4;conv-41_session_7_D7:7;conv-41_session_4_D4:7;conv-41_session_8_D8:23;conv-41_session_10_D10:10;conv-41_session_19_D19:7,conv-41_session_14_D14:10;conv-41_session_11_D11:10;conv-41_session_11_D11:18;conv-41_session_6_D6:2;conv-41_session_6_D6:4;conv-41_session_7_D7:7;conv-41_session_4_D4:7;conv-41_session_8_D8:23;conv-41_session_10_D10:10;conv-41_session_19_D19:7,1,1,1,1,1,1,1
conv-41_qa_97,conv-41,10,10,conv-41_session_14_D14:10;conv-41_session_14_D14:11;conv-41_session_21_D21:23;conv-41_session_6_D6:7;conv-41_session_4_D4:22;conv-41_session_21_D21:7;conv-41_session_11_D11:10;conv-41_session_5_D5:7;conv-41_session_7_D7:6;conv-41_session_12_D12:17,conv-41_session_14_D14:10;conv-41_session_14_D14:11;conv-41_session_21_D21:23;conv-41_session_6_D6:7;conv-41_session_4_D4:22;conv-41_session_21_D21:7;conv-41_session_11_D11:10;conv-41_session_5_D5:7;conv-41_session_7_D7:6;conv-41_session_12_D12:17,1,1,1,1,1,1,1
conv-41_qa_98,conv-41,10,10,conv-41_session_15_D15:3;conv-41_session_15_D15:1;conv-41_session_27_D27:2;conv-41_session_15_D15:11;conv-41_session_15_D15:2;conv-41_session_15_D15:6;conv-41_session_15_D15:9;conv-41_session_27_D27:14;conv-41_session_15_D15:13;conv-41_session_15_D15:16,conv-41_session_15_D15:3;conv-41_session_15_D15:1;conv-41_session_27_D27:2;conv-41_session_15_D15:11;conv-41_session_15_D15:2;conv-41_session_15_D15:6;conv-41_session_15_D15:9;conv-41_session_27_D27:14;conv-41_session_15_D15:13;conv-41_session_15_D15:16,1,1,9,9,1,0,0
conv-41_qa_99,conv-41,10,10,conv-41_session_15_D15:13;conv-41_session_21_D21:22;conv-41_session_27_D27:14;conv-41_session_15_D15:15;conv-41_session_27_D27:2;conv-41_session_29_D29:6;conv-41_session_15_D15:12;conv-41_session_29_D29:4;conv-41_session_14_D14:4;conv-41_session_15_D15:3,conv-41_session_15_D15:13;conv-41_session_21_D21:22;conv-41_session_27_D27:14;conv-41_session_15_D15:15;conv-41_session_27_D27:2;conv-41_session_29_D29:6;conv-41_session_15_D15:12;conv-41_session_29_D29:4;conv-41_session_14_D14:4;conv-41_session_15_D15:3,1,1,1,1,1,1,1
conv-42_qa_0,conv-42,10,10,conv-42_session_14_D14:22;conv-42_session_28_D28:33;conv-42_session_13_D13:6;conv-42_session_14_D14:21;conv-42_session_15_D15:15;conv-42_session_23_D23:1;conv-42_session_16_D16:3;conv-42_session_23_D23:30;conv-42_session_14_D14:15;conv-42_session_15_D15:17,conv-42_session_14_D14:22;conv-42_session_28_D28:33;conv-42_session_13_D13:6;conv-42_session_14_D14:21;conv-42_session_15_D15:15;conv-42_session_23_D23:1;conv-42_session_16_D16:3;conv-42_session_23_D23:30;conv-42_session_14_D14:15;conv-42_session_15_D15:17,1,1,99,99,1,0,0
conv-42_qa_1,conv-42,10,10,conv-42_session_1_D1:12;conv-42_session_14_D14:15;conv-42_session_2_D2:5;conv-42_session_1_D1:8;conv-42_session_23_D23:4;conv-42_session_21_D21:16;conv-42_session_22_D22:15;conv-42_session_18_D18:12;conv-42_session_23_D23:1;conv-42_session_13_D13:6,conv-42_session_1_D1:12;conv-42_session_14_D14:15;conv-42_session_2_D2:5;conv-42_session_1_D1:8;conv-42_session_23_D23:4;conv-42_session_21_D21:16;conv-42_session_22_D22:15;conv-42_session_18_D18:12;conv-42_session_23_D23:1;conv-42_session_13_D13:6,1,1,1,1,1,1,1
conv-42_qa_10,conv-42,10,10,conv-42_session_3_D3:1;conv-42_session_2_D2:7;conv-42_session_2_D2:3;conv-42_session_27_D27:1;conv-42_session_27_D27:12;conv-42_session_5_D5:1;conv-42_session_13_D13:18;conv-42_session_7_D7:2;conv-42_session_23_D23:21;conv-42_session_28_D28:8,conv-42_session_3_D3:1;conv-42_session_2_D2:7;conv-42_session_2_D2:3;conv-42_session_27_D27:1;conv-42_session_27_D27:12;conv-42_session_5_D5:1;conv-42_session_13_D13:18;conv-42_session_7_D7:2;conv-42_session_23_D23:21;conv-42_session_28_D28:8,1,1,1,1,1,1,1
conv-42_qa_100,conv-42,10,10,conv-42_session_26_D26:10;conv-42_session_25_D25:27;conv-42_session_22_D22:13;conv-42_session_2_D2:11;conv-42_session_25_D25:26;conv-42_session_5_D5:6;conv-42_session_28_D28:25;conv-42_session_8_D8:14;conv-42_session_29_D29:6;conv-42_session_12_D12:4,conv-42_session_26_D26:10;conv-42_session_25_D25:27;conv-42_session_22_D22:13;conv-42_session_2_D2:11;conv-42_session_25_D25:26;conv-42_session_5_D5:6;conv-42_session_28_D28:25;conv-42_session_8_D8:14;conv-42_session_29_D29:6;conv-42_session_12_D12:4,1,1,99,99,1,0,0
conv-42_qa_101,conv-42,10,10,conv-42_session_8_D8:19;conv-42_session_21_D21:6;conv-42_session_18_D18:9;conv-42_session_21_D21:10;conv-42_session_26_D26:18;conv-42_session_3_D3:10;conv-42_session_29_D29:13;conv-42_session_4_D4:5;conv-42_session_3_D3:4;conv-42_session_29_D29:10,conv-42_session_8_D8:19;conv-42_session_21_D21:6;conv-42_session_18_D18:9;conv-42_session_21_D21:10;conv-42_session_26_D26:18;conv-42_session_3_D3:10;conv-42_session_29_D29:13;conv-42_session_4_D4:5;conv-42_session_3_D3:4;conv-42_session_29_D29:10,1,1,99,99,1,0,0
conv-42_qa_102,conv-42,10,10,conv-42_session_20_D20:9;conv-42_session_21_D21:9;conv-42_session_3_D3:12;conv-42_session_10_D10:9;conv-42_session_21_D21:10;conv-42_session_21_D21:6;conv-42_session_3_D3:9;conv-42_session_3_D3:10;conv-42_session_3_D3:11;conv-42_session_8_D8:17,conv-42_session_20_D20:9;conv-42_session_21_D21:9;conv-42_session_3_D3:12;conv-42_session_10_D10:9;conv-42_session_21_D21:10;conv-42_session_21_D21:6;conv-42_session_3_D3:9;conv-42_session_3_D3:10;conv-42_session_3_D3:11;conv-42_session_8_D8:17,1,1,8,8,1,0,0
conv-42_qa_103,conv-42,10,10,conv-42_session_1_D1:12;conv-42_session_3_D3:16;conv-42_session_17_D17:14;conv-42_session_1_D1:22;conv-42_session_10_D10:3;conv-42_session_17_D17:17;conv-42_session_15_D15:15;conv-42_session_9_D9:15;conv-42_session_16_D16:12;conv-42_session_21_D21:14,conv-42_session_1_D1:12;conv-42_session_3_D3:16;conv-42_session_17_D17:14;conv-42_session_1_D1:22;conv-42_session_10_D10:3;conv-42_session_17_D17:17;conv-42_session_15_D15:15;conv-42_session_9_D9:15;conv-42_session_16_D16:12;conv-42_session_21_D21:14,1,1,99,99,1,0,0
conv-42_qa_104,conv-42,10,10,conv-42_session_3_D3:17;conv-42_session_22_D22:8;conv-42_session_13_D13:17;conv-42_session_4_D4:12;conv-42_session_12_D12:14;conv-42_session_27_D27:6;conv-42_session_5_D5:13;conv-42_session_13_D13:12;conv-42_session_17_D17:16;conv-42_session_23_D23:28,conv-42_session_3_D3:17;conv-42_session_22_D22:8;conv-42_session_13_D13:17;conv-42_session_4_D4:12;conv-42_session_12_D12:14;conv-42_session_27_D27:6;conv-42_session_5_D5:13;conv-42_session_13_D13:12;conv-42_session_17_D17:16;conv-42_session_23_D23:28,1,1,1,1,1,1,1
conv-42_qa_105,conv-42,10,10,conv-42_session_4_D4:1;conv-42_session_29_D29:13;conv-42_session_16_D16:8;conv-42_session_28_D28:1;conv-42_session_4_D4:2;conv-42_session_26_D26:22;conv-42_session_21_D21:6;conv-42_session_4_D4:4;conv-42_session_3_D3:4;conv-42_session_18_D18:9,conv-42_session_4_D4:1;conv-42_session_29_D29:13;conv-42_session_16_D16:8;conv-42_session_28_D28:1;conv-42_session_4_D4:2;conv-42_session_26_D26:22;conv-42_session_21_D21:6;conv-42_session_4_D4:4;conv-42_session_3_D3:4;conv-42_session_18_D18:9,1,1,99,99,1,0,0
conv-42_qa_106,conv-42,10,10,conv-42_session_10_D10:9;conv-42_session_27_D27:6;conv-42_session_25_D25:7;conv-42_session_28_D28:8;conv-42_session_25_D25:2;conv-42_session_4_D4:15;conv-42_session_27_D27:28;conv-42_session_28_D28:17;conv-42_session_13_D13:9;conv-42_session_2_D2:3,conv-42_session_10_D10:9;conv-42_session_27_D27:6;conv-42_session_25_D25:7;conv-42_session_28_D28:8;conv-42_session_25_D25:2;conv-42_session_4_D4:15;conv-42_session_27_D27:28;conv-42_session_28_D28:17;conv-42_session_13_D13:9;conv-42_session_2_D2:3,1,1,99,99,1,0,0
conv-42_qa_107,conv-42,10,10,conv-42_session_24_D24:9;conv-42_session_26_D26:10;conv-42_session_25_D25:27;conv-42_session_5_D5:6;conv-42_session_22_D22:21;conv-42_session_13_D13:2;conv-42_session_16_D16:10;conv-42_session_27_D27:29;conv-42_session_28_D28:25;conv-42_session_25_D25:26,conv-42_session_24_D24:9;conv-42_session_26_D26:10;conv-42_session_25_D25:27;conv-42_session_5_D5:6;conv-42_session_22_D22:21;conv-42_session_13_D13:2;conv-42_session_16_D16:10;conv-42_session_27_D27:29;conv-42_session_28_D28:25;conv-42_session_25_D25:26,1,1,4,4,1,0,0
conv-42_qa_108,conv-42,10,10,conv-42_session_24_D24:9;conv-42_session_26_D26:10;conv-42_session_5_D5:7;conv-42_session_10_D10:2;conv-42_session_28_D28:31;conv-42_session_19_D19:13;conv-42_session_5_D5:6;conv-42_session_19_D19:22;conv-42_session_2_D2:14;conv-42_session_22_D22:21,conv-42_session_24_D24:9;conv-42_session_26_D26:10;conv-42_session_5_D5:7;conv-42_session_10_D10:2;conv-42_session_28_D28:31;conv-42_session_19_D19:13;conv-42_session_5_D5:6;conv-42_session_19_D19:22;conv-42_session_2_D2:14;conv-42_session_22_D22:21,1,1,99,99,1,0,0
conv-42_qa_109,conv-42,10,10,conv-42_session_6_D6:2;conv-42_session_9_D9:7;conv-42_session_27_D27:6;conv-42_session_28_D28:33;conv-42_session_25_D25:29;conv-42_session_29_D29:5;conv-42_session_1_D1:6;conv-42_session_6_D6:13;conv-42_session_21_D21:20;conv-42_session_14_D14:5,conv-42_session_6_D6:2;conv-42_session_9_D9:7;conv-42_session_27_D27:6;conv-42_session_28_D28:33;conv-42_session_25_D25:29;conv-42_session_29_D29:5;conv-42_session_1_D1:6;conv-42_session_6_D6:13;conv-42_session_21_D21:20;conv-42_session_14_D14:5,1,1,1,1,1,1,1
conv-42_qa_11,conv-42,10,10,conv-42_session_5_D5:11;conv-42_session_2_D2:23;conv-42_session_28_D28:28;conv-42_session_24_D24:6;conv-42_session_2_D2:22;conv-42_session_2_D2:21;conv-42_session_12_D12:8;conv-42_session_2_D2:15;conv-42_session_2_D2:20;conv-42_session_8_D8:18,conv-42_session_5_D5:11;conv-42_session_2_D2:23;conv-42_session_28_D28:28;conv-42_session_24_D24:6;conv-42_session_2_D2:22;conv-42_session_2_D2:21;conv-42_session_12_D12:8;conv-42_session_2_D2:15;conv-42_session_2_D2:20;conv-42_session_8_D8:18,1,1,1,1,1,1,1
conv-42_qa_110,conv-42,10,10,conv-42_session_7_D7:1;conv-42_session_7_D7:4;conv-42_session_7_D7:5;conv-42_session_24_D24:5;conv-42_session_5_D5:5;conv-42_session_22_D22:15;conv-42_session_4_D4:2;conv-42_session_21_D21:7;conv-42_session_4_D4:14;conv-42_session_4_D4:16,conv-42_session_7_D7:1;conv-42_session_7_D7:4;conv-42_session_7_D7:5;conv-42_session_24_D24:5;conv-42_session_5_D5:5;conv-42_session_22_D22:15;conv-42_session_4_D4:2;conv-42_session_21_D21:7;conv-42_session_4_D4:14;conv-42_session_4_D4:16,1,1,3,3,1,0,0
conv-42_qa_111,conv-42,10,10,conv-42_session_8_D8:19;conv-42_session_29_D29:13;conv-42_session_21_D21:6;conv-42_session_21_D21:10;conv-42_session_16_D16:8;conv-42_session_18_D18:9;conv-42_session_18_D18:10;conv-42_session_4_D4:4;conv-42_session_4_D4:1;conv-42_session_4_D4:3,conv-42_session_8_D8:19;conv-42_session_29_D29:13;conv-42_session_21_D21:6;conv-42_session_21_D21:10;conv-42_session_16_D16:8;conv-42_session_18_D18:9;conv-42_session_18_D18:10;conv-42_session_4_D4:4;conv-42_session_4_D4:1;conv-42_session_4_D4:3,1,1,1,1,1,1,1
conv-42_qa_112,conv-42,10,10,conv-42_session_9_D9:1;conv-42_session_19_D19:6;conv-42_session_1_D1:6;conv-42_session_2_D2:25;conv-42_session_12_D12:10;conv-42_session_12_D12:14;conv-42_session_9_D9:3;conv-42_session_27_D27:6;conv-42_session_9_D9:2;conv-42_session_4_D4:12,conv-42_session_9_D9:1;conv-42_session_19_D19:6;conv-42_session_1_D1:6;conv-42_session_2_D2:25;conv-42_session_12_D12:10;conv-42_session_12_D12:14;conv-42_session_9_D9:3;conv-42_session_27_D27:6;conv-42_session_9_D9:2;conv-42_session_4_D4:12,1,1,7,7,1,0,0
conv-42_qa_113,conv-42,10,10,conv-42_session_1_D1:13;conv-42_session_1_D1:12;conv-42_session_1_D1:11;conv-42_session_1_D1:15;conv-42_session_21_D21:11;conv-42_session_9_D9:10;conv-42_session_27_D27:34;conv-42_session_25_D25:5;conv-42_session_27_D27:27;conv-42_session_1_D1:19,conv-42_session_1_D1:13;conv-42_session_1_D1:12;conv-42_session_1_D1:11;conv-42_session_1_D1:15;conv-42_session_21_D21:11;conv-42_session_9_D9:10;conv-42_session_27_D27:34;conv-42_session_25_D25:5;conv-42_session_27_D27:27;conv-42_session_1_D1:19,1,1,6,6,1,0,0
conv-42_qa_114,conv-42,10,10,conv-42_session_17_D17:5;conv-42_session_9_D9:13;conv-42_session_22_D22:21;conv-42_session_9_D9:10;conv-42_session_1_D1:10;conv-42_session_1_D1:11;conv-42_session_16_D16:10;conv-42_session_8_D8:3;conv-42_session_23_D23:15;conv-42_session_27_D27:29,conv-42_session_17_D17:5;conv-42_session_9_D9:13;conv-42_session_22_D22:21;conv-42_session_9_D9:10;conv-42_session_1_D1:10;conv-42_session_1_D1:11;conv-42_session_16_D16:10;conv-42_session_8_D8:3;conv-42_session_23_D23:15;conv-42_session_27_D27:29,1,1,99,99,1,0,0
conv-42_qa_115,conv-42,10,10,conv-42_session_1_D1:14;conv-42_session_9_D9:9;conv-42_session_29_D29:14;conv-42_session_3_D3:19;conv-42_session_27_D27:6;conv-42_session_4_D4:9;conv-42_session_16_D16:10;conv-42_session_1_D1:18;conv-42_session_11_D11:13;conv-42_session_27_D27:29,conv-42_session_1_D1:14;conv-42_session_9_D9:9;conv-42_session_29_D29:14;conv-42_session_3_D3:19;conv-42_session_27_D27:6;conv-42_session_4_D4:9;conv-42_session_16_D16:10;conv-42_session_1_D1:18;conv-42_session_11_D11:13;conv-42_session_27_D27:29,1,1,2,2,1,0,0
conv-42_qa_116,conv-42,10,10,conv-42_session_9_D9:10;conv-42_session_23_D23:15;conv-42_session_27_D27:19;conv-42_session_18_D18:2;conv-42_session_23_D23:21;conv-42_session_1_D1:11;conv-42_session_9_D9:11;conv-42_session_24_D24:8;conv-42_session_25_D25:11;conv-42_session_2_D2:27,conv-42_session_9_D9:10;conv-42_session_23_D23:15;conv-42_session_27_D27:19;conv-42_session_18_D18:2;conv-42_session_23_D23:21;conv-42_session_1_D1:11;conv-42_session_9_D9:11;conv-42_session_24_D24:8;conv-42_session_25_D25:11;conv-42_session_2_D2:27,1,1,1,1,1,1,1
conv-42_qa_117,conv-42,10,10,conv-42_session_10_D10:9;conv-42_session_21_D21:14;conv-42_session_18_D18:11;conv-42_session_16_D16:4;conv-42_session_20_D20:12;conv-42_session_17_D17:14;conv-42_session_10_D10:11;conv-42_session_22_D22:7;conv-42_session_10_D10:3;conv-42_session_21_D21:18,conv-42_session_10_D10:9;conv-42_session_21_D21:14;conv-42_session_18_D18:11;conv-42_session_16_D16:4;conv-42_session_20_D20:12;conv-42_session_17_D17:14;conv-42_session_10_D10:11;conv-42_session_22_D22:7;conv-42_session_10_D10:3;conv-42_session_21_D21:18,1,1,7,7,1,0,0
conv-42_qa_118,conv-42,10,10,conv-42_session_10_D10:9;conv-42_session_21_D21:14;conv-42_session_10_D10:11;conv-42_session_16_D16:4;conv-42_session_17_D17:14;conv-42_session_20_D20:12;conv-42_session_18_D18:11;conv-42_session_22_D22:7;conv-42_session_10_D10:3;conv-42_session_21_D21:12,conv-42_session_10_D10:9;conv-42_session_21_D21:14;conv-42_session_10_D10:11;conv-42_session_16_D16:4;conv-42_session_17_D17:14;conv-42_session_20_D20:12;conv-42_session_18_D18:11;conv-42_session_22_D22:7;conv-42_session_10_D10:3;conv-42_session_21_D21:12,1,1,3,3,1,0,0
conv-42_qa_119,conv-42,10,10,conv-42_session_11_D11:7;conv-42_session_11_D11:13;conv-42_session_11_D11:9;conv-42_session_8_D8:7;conv-42_session_14_D14:3;conv-42_session_23_D23:21;conv-42_session_11_D11:8;conv-42_session_23_D23:20;conv-42_session_22_D22:21;conv-42_session_8_D8:5,conv-42_session_11_D11:7;conv-42_session_11_D11:13;conv-42_session_11_D11:9;conv-42_session_8_D8:7;conv-42_session_14_D14:3;conv-42_session_23_D23:21;conv-42_session_11_D11:8;conv-42_session_23_D23:20;conv-42_session_22_D22:21;conv-42_session_8_D8:5,1,1,2,2,1,0,0
conv-42_qa_12,conv-42,10,10,conv-42_session_12_D12:8;conv-42_session_2_D2:23;conv-42_session_2_D2:22;conv-42_session_25_D25:29;conv-42_session_28_D28:28;conv-42_session_28_D28:33;conv-42_session_2_D2:21;conv-42_session_21_D21:20;conv-42_session_5_D5:11;conv-42_session_15_D15:16,conv-42_session_12_D12:8;conv-42_session_2_D2:23;conv-42_session_2_D2:22;conv-42_session_25_D25:29;conv-42_session_28_D28:28;conv-42_session_28_D28:33;conv-42_session_2_D2:21;conv-42_session_21_D21:20;conv-42_session_5_D5:11;conv-42_session_15_D15:16,1,1,2,2,1,0,0
conv-42_qa_120,conv-42,10,10,conv-42_session_11_D11:12;conv-42_session_22_D22:15;conv-42_session_11_D11:8;conv-42_session_18_D18:2;conv-42_session_2_D2:29;conv-42_session_7_D7:6;conv-42_session_8_D8:7;conv-42_session_22_D22:21;conv-42_session_8_D8:5;conv-42_session_4_D4:16,conv-42_session_11_D11:12;conv-42_session_22_D22:15;conv-42_session_11_D11:8;conv-42_session_18_D18:2;conv-42_session_2_D2:29;conv-42_session_7_D7:6;conv-42_session_8_D8:7;conv-42_session_22_D22:21;conv-42_session_8_D8:5;conv-42_session_4_D4:16,1,1,99,99,1,0,0
conv-42_qa_121,conv-42,10,10,conv-42_session_11_D11:17;conv-42_session_8_D8:7;conv-42_session_11_D11:18;conv-42_session_20_D20:13;conv-42_session_11_D11:15;conv-42_session_11_D11:8;conv-42_session_11_D11:3;conv-42_session_8_D8:5;conv-42_session_15_D15:17;conv-42_session_7_D7:6,conv-42_session_11_D11:17;conv-42_session_8_D8:7;conv-42_session_11_D11:18;conv-42_session_20_D20:13;conv-42_session_11_D11:15;conv-42_session_11_D11:8;conv-42_session_11_D11:3;conv-42_session_8_D8:5;conv-42_session_15_D15:17;conv-42_session_7_D7:6,1,1,1,1,1,1,1
conv-42_qa_122,conv-42,10,10,conv-42_session_21_D21:14;conv-42_session_23_D23:30;conv-42_session_25_D25:29;conv-42_session_26_D26:2;conv-42_session_16_D16:15;conv-42_session_17_D17:3;conv-42_session_17_D17:17;conv-42_session_4_D4:2;conv-42_session_11_D11:18;conv-42_session_6_D6:3,conv-42_session_21_D21:14;conv-42_session_23_D23:30;conv-42_session_25_D25:29;conv-42_session_26_D26:2;conv-42_session_16_D16:15;conv-42_session_17_D17:3;conv-42_session_17_D17:17;conv-42_session_4_D4:2;conv-42_session_11_D11:18;conv-42_session_6_D6:3,1,1,99,99,1,0,0
conv-42_qa_123,conv-42,10,10,conv-42_session_24_D24:7;conv-42_session_13_D13:14;conv-42_session_13_D13:11;conv-42_session_13_D13:9;conv-42_session_13_D13:10;conv-42_session_24_D24:4;conv-42_session_15_D15:8;conv-42_session_22_D22:21;conv-42_session_16_D16:10;conv-42_session_24_D24:6,conv-42_session_24_D24:7;conv-42_session_13_D13:14;conv-42_session_13_D13:11;conv-42_session_13_D13:9;conv-42_session_13_D13:10;conv-42_session_24_D24:4;conv-42_session_15_D15:8;conv-42_session_22_D22:21;conv-42_session_16_D16:10;conv-42_session_24_D24:6,1,1,3,3,1,0,0
conv-42_qa_124,conv-42,10,10,conv-42_session_14_D14:20;conv-42_session_11_D11:18;conv-42_session_23_D23:30;conv-42_session_14_D14:23;conv-42_session_15_D15:17;conv-42_session_14_D14:24;conv-42_session_7_D7:12;conv-42_session_14_D14:27;conv-42_session_26_D26:11;conv-42_session_14_D14:13,conv-42_session_14_D14:20;conv-42_session_11_D11:18;conv-42_session_23_D23:30;conv-42_session_14_D14:23;conv-42_session_15_D15:17;conv-42_session_14_D14:24;conv-42_session_7_D7:12;conv-42_session_14_D14:27;conv-42_session_26_D26:11;conv-42_session_14_D14:13,1,1,1,1,1,1,1
conv-42_qa_125,conv-42,10,10,conv-42_session_11_D11:18;conv-42_session_14_D14:20;conv-42_session_16_D16:2;conv-42_session_14_D14:23;conv-42_session_14_D14:24;conv-42_session_10_D10:3;conv-42_session_23_D23:1;conv-42_session_14_D14:21;conv-42_session_23_D23:3;conv-42_session_4_D4:2,conv-42_session_11_D11:18;conv-42_session_14_D14:20;conv-42_session_16_D16:2;conv-42_session_14_D14:23;conv-42_session_14_D14:24;conv-42_session_10_D10:3;conv-42_session_23_D23:1;conv-42_session_14_D14:21;conv-42_session_23_D23:3;conv-42_session_4_D4:2,1,1,99,99,1,0,0
conv-42_qa_126,conv-42,10,10,conv-42_session_14_D14:20;conv-42_session_16_D16:2;conv-42_session_14_D14:23;conv-42_session_14_D14:9;conv-42_session_14_D14:24;conv-42_session_23_D23:11;conv-42_session_10_D10:3;conv-42_session_14_D14:8;conv-42_session_22_D22:3;conv-42_session_9_D9:4,conv-42_session_14_D14:20;conv-42_session_16_D16:2;conv-42_session_14_D14:23;conv-42_session_14_D14:9;conv-42_session_14_D14:24;conv-42_session_23_D23:11;conv-42_session_10_D10:3;conv-42_session_14_D14:8;conv-42_session_22_D22:3;conv-42_session_9_D9:4,1,1,5,5,1,0,0
conv-42_qa_127,conv-42,10,10,conv-42_session_15_D15:1;conv-42_session_27_D27:6;conv-42_session_25_D25:2;conv-42_session_3_D3:1;conv-42_session_25_D25:3;conv-42_session_3_D3:2;conv-42_session_28_D28:8;conv-42_session_17_D17:14;conv-42_session_27_D27:28;conv-42_session_5_D5:1,conv-42_session_15_D15:1;conv-42_session_27_D27:6;conv-42_session_25_D25:2;conv-42_session_3_D3:1;conv-42_session_25_D25:3;conv-42_session_3_D3:2;conv-42_session_28_D28:8;conv-42_session_17_D17:14;conv-42_session_27_D27:28;conv-42_session_5_D5:1,1,1,1,1,1,1,1
conv-42_qa_128,conv-42,10,10,conv-42_session_15_D15:3;conv-42_session_15_D15:2;conv-42_session_1_D1:14;conv-42_session_8_D8:8;conv-42_session_15_D15:4;conv-42_session_28_D28:15;conv-42_session_4_D4:19;conv-42_session_9_D9:7;conv-42_session_19_D19:18;conv-42_session_27_D27:25,conv-42_session_15_D15:3;conv-42_session_15_D15:2;conv-42_session_1_D1:14;conv-42_session_8_D8:8;conv-42_session_15_D15:4;conv-42_session_28_D28:15;conv-42_session_4_D4:19;conv-42_session_9_D9:7;conv-42_session_19_D19:18;conv-42_session_27_D27:25,1,1,1,1,1,1,1
conv-42_qa_129,conv-42,10,10,conv-42_session_15_D15:5;conv-42_session_15_D15:3;conv-42_session_15_D15:4;conv-42_session_22_D22:21;conv-42_session_16_D16:10;conv-42_session_25_D25:11;conv-42_session_24_D24:7;conv-42_session_4_D4:14;conv-42_session_13_D13:11;conv-42_session_27_D27:29,conv-42_session_15_D15:5;conv-42_session_15_D15:3;conv-42_session_15_D15:4;conv-42_session_22_D22:21;conv-42_session_16_D16:10;conv-42_session_25_D25:11;conv-42_session_24_D24:7;conv-42_session_4_D4:14;conv-42_session_13_D13:11;conv-42_session_27_D27:29,1,1,3,3,1,0,0
