query_id,ranking_mismatch,score_mismatch,first_mismatch_rank,official_memory_id,rebuilt_memory_id,max_abs_score_diff_for_same_ranked_ids
conv-41_qa_33,0,1,,conv-41_session_10_D10:4,conv-41_session_10_D10:4,0.02666555739165366
conv-41_qa_34,0,1,,conv-41_session_19_D19:1,conv-41_session_19_D19:1,0.04401642730354016
conv-41_qa_35,0,1,,conv-41_session_11_D11:4,conv-41_session_11_D11:4,0.01614698950453919
conv-41_qa_36,0,1,,conv-41_session_8_D8:12,conv-41_session_8_D8:12,0.026137867107942192
conv-41_qa_37,0,1,,conv-41_session_21_D21:22,conv-41_session_21_D21:22,0.02089226869581351
conv-41_qa_38,0,1,,conv-41_session_21_D21:5,conv-41_session_21_D21:5,0.028227462418120464
conv-41_qa_39,0,1,,conv-41_session_21_D21:5,conv-41_session_21_D21:5,0.031174893938150205
conv-41_qa_40,0,1,,conv-41_session_5_D5:4,conv-41_session_5_D5:4,0.010763188012103964
conv-41_qa_41,0,1,,conv-41_session_3_D3:15,conv-41_session_3_D3:15,0.022509596642844354
conv-41_qa_42,0,1,,conv-41_session_23_D23:1,conv-41_session_23_D23:1,0.05589787403152968
conv-41_qa_43,0,1,,conv-41_session_23_D23:1,conv-41_session_23_D23:1,0.054423026590481705
conv-41_qa_44,0,1,,conv-41_session_24_D24:6,conv-41_session_24_D24:6,0.027173249528186005
conv-41_qa_45,0,1,,conv-41_session_30_D30:18,conv-41_session_30_D30:18,0.017099418063039717
conv-41_qa_46,0,1,,conv-41_session_25_D25:2,conv-41_session_25_D25:2,0.038428267390074655
conv-41_qa_47,0,1,,conv-41_session_25_D25:17,conv-41_session_25_D25:17,0.014537541838399726
conv-41_qa_48,0,1,,conv-41_session_32_D32:1,conv-41_session_32_D32:1,0.016020099945225574
conv-41_qa_49,0,1,,conv-41_session_12_D12:18,conv-41_session_12_D12:18,0.02126596326516772
conv-41_qa_50,0,1,,conv-41_session_17_D17:9,conv-41_session_17_D17:9,0.018009561114167738
conv-41_qa_51,0,1,,conv-41_session_12_D12:18,conv-41_session_12_D12:18,0.027180378646928904
conv-41_qa_52,0,1,,conv-41_session_21_D21:19,conv-41_session_21_D21:19,0.03750764706517895
conv-41_qa_53,0,1,,conv-41_session_28_D28:11,conv-41_session_28_D28:11,0.054660187191891474
conv-41_qa_54,0,1,,conv-41_session_14_D14:10,conv-41_session_14_D14:10,0.027311980967760885
conv-41_qa_55,0,1,,conv-41_session_29_D29:1,conv-41_session_29_D29:1,0.028666007481269684
conv-41_qa_56,0,1,,conv-41_session_29_D29:4,conv-41_session_29_D29:4,0.046415242989927386
conv-41_qa_57,0,1,,conv-41_session_29_D29:9,conv-41_session_29_D29:9,0.0365374124792508
conv-41_qa_58,0,1,,conv-41_session_30_D30:2,conv-41_session_30_D30:2,0.04445864740024863
conv-41_qa_59,0,1,,conv-41_session_30_D30:6,conv-41_session_30_D30:6,0.043932230825832086
conv-41_qa_60,0,1,,conv-41_session_31_D31:3,conv-41_session_31_D31:3,0.02262374141806145
conv-41_qa_61,0,1,,conv-41_session_31_D31:4,conv-41_session_31_D31:4,0.04486579448086214
conv-41_qa_62,0,1,,conv-41_session_17_D17:12,conv-41_session_17_D17:12,0.026076983499099704
conv-41_qa_63,0,1,,conv-41_session_30_D30:1,conv-41_session_30_D30:1,0.043865163410273134
conv-41_qa_64,0,1,,conv-41_session_9_D9:5,conv-41_session_9_D9:5,0.04009558228317012
conv-41_qa_65,0,1,,conv-41_session_1_D1:8,conv-41_session_1_D1:8,0.0347838626908068
conv-41_qa_66,0,1,,conv-41_session_1_D1:8,conv-41_session_1_D1:8,0.041474384964955036
conv-41_qa_67,0,1,,conv-41_session_1_D1:11,conv-41_session_1_D1:11,0.055699609632618774
conv-41_qa_68,0,1,,conv-41_session_1_D1:3,conv-41_session_1_D1:3,0.02589594403941531
conv-41_qa_69,0,1,,conv-41_session_12_D12:18,conv-41_session_12_D12:18,0.028142229188694134
conv-41_qa_70,0,1,,conv-41_session_2_D2:23,conv-41_session_2_D2:23,0.024804562493944804
conv-41_qa_71,0,1,,conv-41_session_3_D3:1,conv-41_session_3_D3:1,0.04640085875772826
conv-41_qa_72,0,1,,conv-41_session_3_D3:1,conv-41_session_3_D3:1,0.050908281587928705
conv-41_qa_73,0,1,,conv-41_session_5_D5:8,conv-41_session_5_D5:8,0.030453302812085248
conv-41_qa_74,0,1,,conv-41_session_29_D29:3,conv-41_session_29_D29:3,0.030660455418352495
conv-41_qa_75,0,1,,conv-41_session_7_D7:6,conv-41_session_7_D7:6,0.02662708381367107
conv-41_qa_76,0,1,,conv-41_session_14_D14:1,conv-41_session_14_D14:1,0.031322347596669964
conv-41_qa_77,0,1,,conv-41_session_7_D7:16,conv-41_session_7_D7:16,0.039549702859873914
conv-41_qa_78,0,1,,conv-41_session_8_D8:4,conv-41_session_8_D8:4,0.05149197703798336
conv-41_qa_79,0,1,,conv-41_session_18_D18:22,conv-41_session_18_D18:22,0.028336060762885307
conv-41_qa_80,0,1,,conv-41_session_8_D8:15,conv-41_session_8_D8:15,0.05324976001807169
conv-41_qa_81,0,1,,conv-41_session_8_D8:15,conv-41_session_8_D8:15,0.044097407858811444
conv-41_qa_82,0,1,,conv-41_session_19_D19:9,conv-41_session_19_D19:9,0.022661754097003772
conv-41_qa_83,0,1,,conv-41_session_9_D9:6,conv-41_session_9_D9:6,0.025672226492755357
conv-41_qa_84,0,1,,conv-41_session_6_D6:1,conv-41_session_6_D6:1,0.023592788225851535
conv-41_qa_85,0,1,,conv-41_session_6_D6:4,conv-41_session_6_D6:4,0.021226335586963074
conv-41_qa_86,0,1,,conv-41_session_6_D6:9,conv-41_session_6_D6:9,0.0206065091847627
conv-41_qa_87,0,1,,conv-41_session_11_D11:4,conv-41_session_11_D11:4,0.03150903092915591
conv-41_qa_88,0,1,,conv-41_session_12_D12:2,conv-41_session_12_D12:2,0.02997716427814101
conv-41_qa_89,0,1,,conv-41_session_12_D12:1,conv-41_session_12_D12:1,0.025673057955228007
conv-41_qa_90,0,1,,conv-41_session_30_D30:16,conv-41_session_30_D30:16,0.021303479465240915
conv-41_qa_91,0,1,,conv-41_session_12_D12:9,conv-41_session_12_D12:9,0.03290147615203143
conv-41_qa_92,0,1,,conv-41_session_22_D22:11,conv-41_session_22_D22:11,0.0214571924080591
conv-41_qa_93,0,1,,conv-41_session_13_D13:3,conv-41_session_13_D13:3,0.04867718298305679
conv-41_qa_94,0,1,,conv-41_session_13_D13:16,conv-41_session_13_D13:16,0.038754714174715765
conv-41_qa_95,0,1,,conv-41_session_24_D24:10,conv-41_session_24_D24:10,0.014124591230492367
conv-41_qa_96,0,1,,conv-41_session_14_D14:10,conv-41_session_14_D14:10,0.05347781971449983
conv-41_qa_97,0,1,,conv-41_session_14_D14:10,conv-41_session_14_D14:10,0.058884751827510406
conv-41_qa_98,0,1,,conv-41_session_15_D15:1,conv-41_session_15_D15:1,0.02647771352552608
conv-41_qa_99,0,1,,conv-41_session_15_D15:13,conv-41_session_15_D15:13,0.05366388704903535
conv-41_qa_100,0,1,,conv-41_session_15_D15:13,conv-41_session_15_D15:13,0.04141392869812588
conv-41_qa_101,0,1,,conv-41_session_11_D11:16,conv-41_session_11_D11:16,0.040619661963409825
conv-41_qa_102,0,1,,conv-41_session_16_D16:4,conv-41_session_16_D16:4,0.018960585065902036
conv-41_qa_103,0,1,,conv-41_session_17_D17:1,conv-41_session_17_D17:1,0.031027625376259582
conv-41_qa_104,0,1,,conv-41_session_17_D17:1,conv-41_session_17_D17:1,0.04147579563640846
conv-41_qa_105,0,1,,conv-41_session_17_D17:5,conv-41_session_17_D17:5,0.0341990111835524
conv-41_qa_106,0,1,,conv-41_session_17_D17:11,conv-41_session_17_D17:11,0.053136973342072125
conv-41_qa_107,0,1,,conv-41_session_25_D25:8,conv-41_session_25_D25:8,0.014540249000125183
conv-41_qa_108,0,1,,conv-41_session_18_D18:6,conv-41_session_18_D18:6,0.024802251690261734
conv-41_qa_109,0,1,,conv-41_session_18_D18:17,conv-41_session_18_D18:17,0.04312721806852515
conv-41_qa_110,0,1,,conv-41_session_9_D9:5,conv-41_session_9_D9:5,0.01946157541595661
conv-41_qa_111,0,1,,conv-41_session_19_D19:3,conv-41_session_19_D19:3,0.03769573127581749
conv-41_qa_112,0,1,,conv-41_session_19_D19:6,conv-41_session_19_D19:6,0.028644590661794034
conv-41_qa_113,0,1,,conv-41_session_19_D19:8,conv-41_session_19_D19:8,0.04502133127272323
conv-41_qa_114,0,1,,conv-41_session_19_D19:8,conv-41_session_19_D19:8,0.05545289411965637
conv-41_qa_115,0,1,,conv-41_session_20_D20:5,conv-41_session_20_D20:5,0.01783723888825217
conv-41_qa_116,0,1,,conv-41_session_21_D21:7,conv-41_session_21_D21:7,0.035434439368248416
conv-41_qa_117,0,1,,conv-41_session_21_D21:22,conv-41_session_21_D21:22,0.03664660882522863
conv-41_qa_118,0,1,,conv-41_session_21_D21:22,conv-41_session_21_D21:22,0.04180950322233379
conv-41_qa_119,0,1,,conv-41_session_4_D4:10,conv-41_session_4_D4:10,0.04659560851162947
conv-41_qa_120,0,1,,conv-41_session_23_D23:1,conv-41_session_23_D23:1,0.04333664547912708
conv-41_qa_121,0,1,,conv-41_session_23_D23:1,conv-41_session_23_D23:1,0.056236743564792135
conv-41_qa_122,0,1,,conv-41_session_23_D23:3,conv-41_session_23_D23:3,0.039696735807506656
conv-41_qa_123,0,1,,conv-41_session_9_D9:5,conv-41_session_9_D9:5,0.024257579886066694
conv-41_qa_124,0,1,,conv-41_session_24_D24:6,conv-41_session_24_D24:6,0.05027569841220192
conv-41_qa_125,0,1,,conv-41_session_24_D24:1,conv-41_session_24_D24:1,0.04542605513488063
conv-41_qa_126,0,1,,conv-41_session_24_D24:1,conv-41_session_24_D24:1,0.04651703259511919
conv-41_qa_127,0,1,,conv-41_session_21_D21:23,conv-41_session_21_D21:23,0.03394401889263143
conv-41_qa_128,0,1,,conv-41_session_24_D24:6,conv-41_session_24_D24:6,0.025443840513807103
conv-41_qa_129,0,1,,conv-41_session_25_D25:14,conv-41_session_25_D25:14,0.029946532324860886
conv-41_qa_130,0,1,,conv-41_session_25_D25:11,conv-41_session_25_D25:11,0.03560145635353784
conv-41_qa_131,0,1,,conv-41_session_6_D6:2,conv-41_session_6_D6:2,0.013449202143158256
conv-41_qa_132,0,1,,conv-41_session_12_D12:18,conv-41_session_12_D12:18,0.026495877581520944
conv-41_qa_133,0,1,,conv-41_session_27_D27:9,conv-41_session_27_D27:9,0.022198110097154444
conv-41_qa_134,0,1,,conv-41_session_27_D27:9,conv-41_session_27_D27:9,0.04663374924729258
conv-41_qa_135,0,1,,conv-41_session_27_D27:12,conv-41_session_27_D27:12,0.05458769662198382
conv-41_qa_136,0,1,,conv-41_session_27_D27:14,conv-41_session_27_D27:14,0.027926303167082445
conv-41_qa_137,0,1,,conv-41_session_28_D28:1,conv-41_session_28_D28:1,0.030334796982157464
conv-41_qa_138,0,1,,conv-41_session_24_D24:6,conv-41_session_24_D24:6,0.029898170826396342
conv-41_qa_139,0,1,,conv-41_session_28_D28:11,conv-41_session_28_D28:11,0.024736798189380682
conv-41_qa_140,0,1,,conv-41_session_29_D29:4,conv-41_session_29_D29:4,0.04848491422365786
conv-41_qa_141,0,1,,conv-41_session_29_D29:10,conv-41_session_29_D29:10,0.054410893433465723
conv-41_qa_142,0,1,,conv-41_session_12_D12:18,conv-41_session_12_D12:18,0.024351901410234245
conv-41_qa_143,0,1,,conv-41_session_30_D30:1,conv-41_session_30_D30:1,0.047793291449073294
conv-41_qa_144,0,1,,conv-41_session_30_D30:6,conv-41_session_30_D30:6,0.05295779643441456
conv-41_qa_145,0,1,,conv-41_session_30_D30:6,conv-41_session_30_D30:6,0.03972202914344258
conv-41_qa_146,0,1,,conv-41_session_30_D30:14,conv-41_session_30_D30:14,0.051521154599567076
conv-41_qa_147,0,1,,conv-41_session_30_D30:1,conv-41_session_30_D30:1,0.040775513108002315
conv-41_qa_148,0,1,,conv-41_session_30_D30:3,conv-41_session_30_D30:3,0.021846520495230948
conv-41_qa_149,0,1,,conv-41_session_28_D28:11,conv-41_session_28_D28:11,0.01737471865362883
conv-41_qa_150,0,1,,conv-41_session_2_D2:16,conv-41_session_2_D2:16,0.02524256430445604
conv-41_qa_151,0,1,,conv-41_session_32_D32:7,conv-41_session_32_D32:7,0.01607842674958504
conv-43_qa_0,0,1,,conv-43_session_6_D6:15,conv-43_session_6_D6:15,0.02277745920919383
conv-43_qa_1,0,1,,conv-43_session_6_D6:15,conv-43_session_6_D6:15,0.022317276570684275
conv-43_qa_2,0,1,,conv-43_session_12_D12:18,conv-43_session_12_D12:18,0.029853844830055376
conv-43_qa_3,0,1,,conv-43_session_19_D19:16,conv-43_session_19_D19:16,0.017023986639427946
conv-43_qa_4,0,1,,conv-43_session_28_D28:17,conv-43_session_28_D28:17,0.01888055215496287
conv-43_qa_5,0,1,,conv-43_session_9_D9:6,conv-43_session_9_D9:6,0.036000739124596226
conv-43_qa_6,0,1,,conv-43_session_3_D3:1,conv-43_session_3_D3:1,0.03748682086384436
conv-43_qa_7,0,1,,conv-43_session_29_D29:11,conv-43_session_29_D29:11,0.010506914587472105
conv-43_qa_8,0,1,,conv-43_session_25_D25:2,conv-43_session_25_D25:2,0.03591605392928887
conv-43_qa_9,0,1,,conv-43_session_21_D21:8,conv-43_session_21_D21:8,0.026895977732545706
conv-43_qa_10,0,1,,conv-43_session_3_D3:19,conv-43_session_3_D3:19,0.04452147898234937
conv-43_qa_11,0,1,,conv-43_session_6_D6:15,conv-43_session_6_D6:15,0.02078669684033363
conv-43_qa_12,0,1,,conv-43_session_3_D3:27,conv-43_session_3_D3:27,0.051390662865501646
conv-43_qa_13,0,1,,conv-43_session_12_D12:17,conv-43_session_12_D12:17,0.03746945222449671
conv-43_qa_14,0,1,,conv-43_session_4_D4:5,conv-43_session_4_D4:5,0.0275441062992412
conv-43_qa_15,0,1,,conv-43_session_4_D4:8,conv-43_session_4_D4:8,0.059071546526234364
conv-43_qa_16,0,1,,conv-43_session_3_D3:2,conv-43_session_3_D3:2,0.0328805050932397
conv-43_qa_17,0,1,,conv-43_session_24_D24:6,conv-43_session_24_D24:6,0.02465870548704885
conv-43_qa_18,0,1,,conv-43_session_28_D28:17,conv-43_session_28_D28:17,0.017686099971679248
conv-43_qa_19,0,1,,conv-43_session_6_D6:17,conv-43_session_6_D6:17,0.029783653373161467
conv-43_qa_20,0,1,,conv-43_session_6_D6:3,conv-43_session_6_D6:3,0.03634827360165316
conv-43_qa_21,0,1,,conv-43_session_29_D29:11,conv-43_session_29_D29:11,0.01577167283254255
conv-43_qa_22,0,1,,conv-43_session_6_D6:3,conv-43_session_6_D6:3,0.02461369879473052
conv-43_qa_23,0,1,,conv-43_session_7_D7:6,conv-43_session_7_D7:6,0.049165447144844165
conv-43_qa_24,0,1,,conv-43_session_22_D22:2,conv-43_session_22_D22:2,0.020233161716228132
conv-43_qa_25,0,1,,conv-43_session_23_D23:8,conv-43_session_23_D23:8,0.023571060498780216
conv-43_qa_26,0,1,,conv-43_session_26_D26:34,conv-43_session_26_D26:34,0.028359908318634997
conv-43_qa_27,0,1,,conv-43_session_18_D18:7,conv-43_session_18_D18:7,0.01860658463300524
conv-43_qa_28,0,1,,conv-43_session_8_D8:14,conv-43_session_8_D8:14,0.04435025137821036
conv-43_qa_29,0,1,,conv-43_session_9_D9:4,conv-43_session_9_D9:4,0.04362643446643144
conv-43_qa_30,0,1,,conv-43_session_9_D9:6,conv-43_session_9_D9:6,0.02255645063397882
conv-43_qa_31,0,1,,conv-43_session_10_D10:10,conv-43_session_10_D10:10,0.029949824590216778
conv-43_qa_32,0,1,,conv-43_session_10_D10:10,conv-43_session_10_D10:10,0.02542964312724383
conv-43_qa_33,0,1,,conv-43_session_11_D11:7,conv-43_session_11_D11:7,0.05412378143383201
conv-43_qa_34,0,1,,conv-43_session_11_D11:17,conv-43_session_11_D11:17,0.021116262437843147
conv-43_qa_35,0,1,,conv-43_session_12_D12:16,conv-43_session_12_D12:16,0.011683358416688217
conv-43_qa_36,0,1,,conv-43_session_12_D12:19,conv-43_session_12_D12:19,0.04149472790318942
conv-43_qa_37,0,1,,conv-43_session_13_D13:1,conv-43_session_13_D13:1,0.031277767229934916
conv-43_qa_38,0,1,,conv-43_session_29_D29:11,conv-43_session_29_D29:11,0.03266825175419896
conv-43_qa_39,0,1,,conv-43_session_14_D14:16,conv-43_session_14_D14:16,0.054553780741073865
conv-43_qa_40,0,1,,conv-43_session_14_D14:16,conv-43_session_14_D14:16,0.013166204808736648
conv-43_qa_41,0,1,,conv-43_session_27_D27:35,conv-43_session_27_D27:35,0.016421775701834118
conv-43_qa_42,0,1,,conv-43_session_15_D15:33,conv-43_session_15_D15:33,0.027363014049735845
conv-43_qa_43,0,1,,conv-43_session_16_D16:12,conv-43_session_16_D16:12,0.02207588475981659
conv-43_qa_44,0,1,,conv-43_session_16_D16:14,conv-43_session_16_D16:14,0.051622996663970966
conv-43_qa_45,0,1,,conv-43_session_29_D29:11,conv-43_session_29_D29:11,0.01965795056052655
conv-43_qa_46,0,1,,conv-43_session_29_D29:11,conv-43_session_29_D29:11,0.014585670658564975
conv-43_qa_47,0,1,,conv-43_session_12_D12:4,conv-43_session_12_D12:4,0.04172572145068543
conv-43_qa_48,0,1,,conv-43_session_19_D19:6,conv-43_session_19_D19:6,0.028433060846951186
conv-43_qa_49,0,1,,conv-43_session_19_D19:6,conv-43_session_19_D19:6,0.03460465791943257
conv-43_qa_50,0,1,,conv-43_session_4_D4:10,conv-43_session_4_D4:10,0.020237963773336753
conv-43_qa_51,0,1,,conv-43_session_20_D20:4,conv-43_session_20_D20:4,0.03031910610388744
conv-43_qa_52,0,1,,conv-43_session_8_D8:8,conv-43_session_8_D8:8,0.024405756803172807
conv-43_qa_53,0,1,,conv-43_session_8_D8:8,conv-43_session_8_D8:8,0.031185384153756157
conv-43_qa_54,0,1,,conv-43_session_20_D20:40,conv-43_session_20_D20:40,0.04202367844486243
conv-43_qa_55,0,1,,conv-43_session_21_D21:4,conv-43_session_21_D21:4,0.046444670192189896
conv-43_qa_56,0,1,,conv-43_session_21_D21:12,conv-43_session_21_D21:12,0.03173605810957669
conv-43_qa_57,0,1,,conv-43_session_21_D21:11,conv-43_session_21_D21:11,0.02393242474710977
conv-43_qa_58,0,1,,conv-43_session_22_D22:2,conv-43_session_22_D22:2,0.03301181082012272
conv-43_qa_59,0,1,,conv-43_session_21_D21:4,conv-43_session_21_D21:4,0.01977097321809418
conv-43_qa_60,0,1,,conv-43_session_23_D23:3,conv-43_session_23_D23:3,0.021322435720506405
conv-43_qa_61,0,1,,conv-43_session_22_D22:16,conv-43_session_22_D22:16,0.026227478354149625
conv-43_qa_62,0,1,,conv-43_session_26_D26:3,conv-43_session_26_D26:3,0.012787484412972283
conv-43_qa_63,0,1,,conv-43_session_26_D26:23,conv-43_session_26_D26:23,0.05280894714312012
conv-43_qa_64,0,1,,conv-43_session_27_D27:4,conv-43_session_27_D27:4,0.0321058031528203
conv-43_qa_65,0,1,,conv-43_session_26_D26:33,conv-43_session_26_D26:33,0.023443150858216022
conv-43_qa_66,0,1,,conv-43_session_27_D27:21,conv-43_session_27_D27:21,0.02876463030673504
conv-43_qa_67,0,1,,conv-43_session_29_D29:9,conv-43_session_29_D29:9,0.022259461614049236
conv-43_qa_68,0,1,,conv-43_session_28_D28:1,conv-43_session_28_D28:1,0.05624637443451963
conv-43_qa_69,0,1,,conv-43_session_28_D28:1,conv-43_session_28_D28:1,0.04866436385248463
conv-43_qa_70,0,1,,conv-43_session_28_D28:7,conv-43_session_28_D28:7,0.028205474853118417
conv-43_qa_71,0,1,,conv-43_session_1_D1:4,conv-43_session_1_D1:4,0.03438910328364164
conv-43_qa_72,0,1,,conv-43_session_1_D1:3,conv-43_session_1_D1:3,0.04092245912216619
conv-43_qa_73,0,1,,conv-43_session_1_D1:10,conv-43_session_1_D1:10,0.04331486726343936
conv-43_qa_74,0,1,,conv-43_session_1_D1:16,conv-43_session_1_D1:16,0.03182668841701819
conv-43_qa_75,0,1,,conv-43_session_2_D2:1,conv-43_session_2_D2:1,0.05095059189167017
conv-43_qa_76,0,1,,conv-43_session_27_D27:19,conv-43_session_27_D27:19,0.025193403909592238
conv-43_qa_77,0,1,,conv-43_session_3_D3:1,conv-43_session_3_D3:1,0.04643134046734865
conv-43_qa_78,0,1,,conv-43_session_3_D3:5,conv-43_session_3_D3:5,0.04203753206292937
conv-43_qa_79,0,1,,conv-43_session_3_D3:15,conv-43_session_3_D3:15,0.038034390624942294
conv-43_qa_80,0,1,,conv-43_session_3_D3:19,conv-43_session_3_D3:19,0.02188911407420857
conv-43_qa_81,0,1,,conv-43_session_3_D3:26,conv-43_session_3_D3:26,0.04002529098398799
conv-43_qa_82,0,1,,conv-43_session_3_D3:25,conv-43_session_3_D3:25,0.028419001672379984
conv-43_qa_83,0,1,,conv-43_session_4_D4:1,conv-43_session_4_D4:1,0.037881140278122505
conv-43_qa_84,0,1,,conv-43_session_4_D4:5,conv-43_session_4_D4:5,0.02579485097252121
conv-43_qa_85,0,1,,conv-43_session_4_D4:8,conv-43_session_4_D4:8,0.029297859378497382
conv-43_qa_86,0,1,,conv-43_session_27_D27:1,conv-43_session_27_D27:1,0.01195579325952667
conv-43_qa_87,0,1,,conv-43_session_5_D5:6,conv-43_session_5_D5:6,0.044488837101576806
conv-43_qa_88,0,1,,conv-43_session_11_D11:5,conv-43_session_11_D11:5,0.017877455780115126
conv-43_qa_89,0,1,,conv-43_session_6_D6:15,conv-43_session_6_D6:15,0.04289314462575877
conv-43_qa_90,0,1,,conv-43_session_6_D6:17,conv-43_session_6_D6:17,0.04533244522283475
conv-43_qa_91,0,1,,conv-43_session_7_D7:1,conv-43_session_7_D7:1,0.03198370959905139
conv-43_qa_92,0,1,,conv-43_session_7_D7:1,conv-43_session_7_D7:1,0.0387709427194336
conv-43_qa_93,0,1,,conv-43_session_7_D7:8,conv-43_session_7_D7:8,0.03024690607551772
conv-43_qa_94,0,1,,conv-43_session_7_D7:6,conv-43_session_7_D7:6,0.05289874673759076
conv-43_qa_95,0,1,,conv-43_session_21_D21:9,conv-43_session_21_D21:9,0.03169136773436243
conv-43_qa_96,0,1,,conv-43_session_8_D8:14,conv-43_session_8_D8:14,0.055048155100508644
conv-43_qa_97,0,1,,conv-43_session_8_D8:16,conv-43_session_8_D8:16,0.04629375443111705
conv-43_qa_98,0,1,,conv-43_session_8_D8:27,conv-43_session_8_D8:27,0.028066243100415278
conv-43_qa_99,0,1,,conv-43_session_8_D8:22,conv-43_session_8_D8:22,0.031401288717953335
conv-43_qa_100,0,1,,conv-43_session_9_D9:4,conv-43_session_9_D9:4,0.045173356922918906
conv-43_qa_101,0,1,,conv-43_session_9_D9:8,conv-43_session_9_D9:8,0.023827571773506584
conv-43_qa_102,0,1,,conv-43_session_9_D9:7,conv-43_session_9_D9:7,0.036263499423277334
conv-43_qa_103,0,1,,conv-43_session_10_D10:4,conv-43_session_10_D10:4,0.03127003059017941
conv-43_qa_104,0,1,,conv-43_session_10_D10:8,conv-43_session_10_D10:8,0.03720107886833679
conv-43_qa_105,0,1,,conv-43_session_10_D10:10,conv-43_session_10_D10:10,0.03257010592939347
conv-43_qa_106,0,1,,conv-43_session_11_D11:7,conv-43_session_11_D11:7,0.05437115962040906
conv-43_qa_107,0,1,,conv-43_session_11_D11:7,conv-43_session_11_D11:7,0.05161027262938056
conv-43_qa_108,0,1,,conv-43_session_6_D6:15,conv-43_session_6_D6:15,0.033331137760824525
conv-43_qa_109,0,1,,conv-43_session_11_D11:22,conv-43_session_11_D11:22,0.03667041733153198
conv-43_qa_110,0,1,,conv-43_session_11_D11:23,conv-43_session_11_D11:23,0.028556499515208777
conv-43_qa_111,0,1,,conv-43_session_12_D12:2,conv-43_session_12_D12:2,0.038942429887203645
conv-43_qa_112,0,1,,conv-43_session_12_D12:10,conv-43_session_12_D12:10,0.04703456827026553
conv-43_qa_113,0,1,,conv-43_session_12_D12:19,conv-43_session_12_D12:19,0.049563714176660056
conv-43_qa_114,0,1,,conv-43_session_3_D3:6,conv-43_session_3_D3:6,0.020083725387301188
conv-43_qa_115,0,1,,conv-43_session_13_D13:4,conv-43_session_13_D13:4,0.029600374596987056
conv-43_qa_116,0,1,,conv-43_session_13_D13:6,conv-43_session_13_D13:6,0.04817917010344974
conv-43_qa_117,0,1,,conv-43_session_11_D11:17,conv-43_session_11_D11:17,0.014903611951460283
conv-43_qa_118,0,1,,conv-43_session_13_D13:4,conv-43_session_13_D13:4,0.029175345392715712
conv-43_qa_119,0,1,,conv-43_session_14_D14:15,conv-43_session_14_D14:15,0.021586792917062336
conv-43_qa_120,0,1,,conv-43_session_14_D14:7,conv-43_session_14_D14:7,0.02759950390057231
conv-43_qa_121,0,1,,conv-43_session_14_D14:3,conv-43_session_14_D14:3,0.03802534739521546
conv-43_qa_122,0,1,,conv-43_session_14_D14:7,conv-43_session_14_D14:7,0.03195029717622999
conv-43_qa_123,0,1,,conv-43_session_4_D4:5,conv-43_session_4_D4:5,0.029263324025036397
conv-43_qa_124,0,1,,conv-43_session_15_D15:5,conv-43_session_15_D15:5,0.033792552936062314
conv-43_qa_125,0,1,,conv-43_session_15_D15:10,conv-43_session_15_D15:10,0.03929413660168546
conv-43_qa_126,0,1,,conv-43_session_15_D15:14,conv-43_session_15_D15:14,0.04665199812942333
conv-43_qa_127,0,1,,conv-43_session_15_D15:30,conv-43_session_15_D15:30,0.04685832027246217
conv-43_qa_128,0,1,,conv-43_session_15_D15:31,conv-43_session_15_D15:31,0.04370915407060849
conv-43_qa_129,0,1,,conv-43_session_15_D15:32,conv-43_session_15_D15:32,0.047882673308772716
conv-43_qa_130,0,1,,conv-43_session_16_D16:1,conv-43_session_16_D16:1,0.04905049760478164
conv-43_qa_131,0,1,,conv-43_session_16_D16:7,conv-43_session_16_D16:7,0.026870252943455686
conv-43_qa_132,0,1,,conv-43_session_16_D16:9,conv-43_session_16_D16:9,0.029610330678415675
conv-43_qa_133,0,1,,conv-43_session_17_D17:3,conv-43_session_17_D17:3,0.05634800729348299
conv-43_qa_134,0,1,,conv-43_session_26_D26:34,conv-43_session_26_D26:34,0.03648718510463622
conv-43_qa_135,0,1,,conv-43_session_18_D18:5,conv-43_session_18_D18:5,0.05367674975435488
conv-43_qa_136,0,1,,conv-43_session_18_D18:3,conv-43_session_18_D18:3,0.02557727253275255
conv-43_qa_137,0,1,,conv-43_session_19_D19:3,conv-43_session_19_D19:3,0.03992301675799537
conv-43_qa_138,0,1,,conv-43_session_19_D19:6,conv-43_session_19_D19:6,0.048604799468488835
conv-43_qa_139,0,1,,conv-43_session_19_D19:9,conv-43_session_19_D19:9,0.04260900862516959
conv-43_qa_140,0,1,,conv-43_session_19_D19:10,conv-43_session_19_D19:10,0.030319834365536646
conv-43_qa_141,0,1,,conv-43_session_19_D19:20,conv-43_session_19_D19:20,0.04190349161562246
conv-43_qa_142,0,1,,conv-43_session_19_D19:20,conv-43_session_19_D19:20,0.04624721465735071
conv-43_qa_143,0,1,,conv-43_session_20_D20:2,conv-43_session_20_D20:2,0.02581141128155995
conv-43_qa_144,0,1,,conv-43_session_20_D20:9,conv-43_session_20_D20:9,0.051299269060184116
conv-43_qa_145,0,1,,conv-43_session_20_D20:28,conv-43_session_20_D20:28,0.03857991066877231
conv-43_qa_146,0,1,,conv-43_session_21_D21:9,conv-43_session_21_D21:9,0.05538201156777589
conv-43_qa_147,0,1,,conv-43_session_21_D21:11,conv-43_session_21_D21:11,0.03208193865756481
