qa_id,category,cell,scope_id,gold_memory_id,projection_ok,candidate_count,candidate_parity,commit_ms,rawerk_ms,sparse_index_ms,dense_index_ms,backend_fetch_ms,fusion_ms,time_to_top10_ms,fresh_hit_at_10,gold_rank,top10_ids
conv-30_qa_73,4,neo4j-materialized,conv-30,conv-30_session_15_D15:8,1,369,1,3.1632,4.227,61.7613,68.6972,28.0509,1.0744,97.8225,1,1,"[""conv-30_session_15_D15:8"", ""conv-30_session_11_D11:8"", ""conv-30_session_1_D1:17"", ""conv-30_session_9_D9:8"", ""conv-30_session_15_D15:16"", ""conv-30_session_1_D1:9"", ""conv-30_session_9_D9:7"", ""conv-30_session_9_D9:5"", ""conv-30_session_9_D9:10"", ""conv-30_session_9_D9:9""]"
conv-30_qa_74,4,cassandra-base,conv-30,conv-30_session_15_D15:9,1,369,1,27.8995,42.5649,58.3016,65.6165,48.2154,2.4002,,0,,"[""conv-30_session_13_D13:3"", ""conv-30_session_15_D15:3"", ""conv-30_session_13_D13:5"", ""conv-30_session_15_D15:13"", ""conv-30_session_1_D1:6"", ""conv-30_session_11_D11:12"", ""conv-30_session_15_D15:18"", ""conv-30_session_18_D18:10"", ""conv-30_session_9_D9:2"", ""conv-30_session_1_D1:4""]"
conv-30_qa_74,4,cassandra-materialized,conv-30,conv-30_session_15_D15:9,1,369,1,26.6065,32.8896,59.3424,66.5476,48.8236,2.927,,0,,"[""conv-30_session_13_D13:3"", ""conv-30_session_15_D15:3"", ""conv-30_session_13_D13:5"", ""conv-30_session_15_D15:13"", ""conv-30_session_1_D1:6"", ""conv-30_session_11_D11:12"", ""conv-30_session_15_D15:18"", ""conv-30_session_18_D18:10"", ""conv-30_session_9_D9:2"", ""conv-30_session_1_D1:4""]"
conv-30_qa_74,4,neo4j-native,conv-30,conv-30_session_15_D15:9,1,369,1,5.4934,16.9071,50.8133,65.2491,68.9111,0.998,,0,,"[""conv-30_session_13_D13:3"", ""conv-30_session_15_D15:3"", ""conv-30_session_13_D13:5"", ""conv-30_session_15_D15:13"", ""conv-30_session_1_D1:6"", ""conv-30_session_11_D11:12"", ""conv-30_session_15_D15:18"", ""conv-30_session_18_D18:10"", ""conv-30_session_9_D9:2"", ""conv-30_session_1_D1:4""]"
conv-30_qa_74,4,neo4j-materialized,conv-30,conv-30_session_15_D15:9,1,369,1,4.4918,5.6442,42.3747,65.2678,65.9591,1.1497,,0,,"[""conv-30_session_13_D13:3"", ""conv-30_session_15_D15:3"", ""conv-30_session_13_D13:5"", ""conv-30_session_15_D15:13"", ""conv-30_session_1_D1:6"", ""conv-30_session_11_D11:12"", ""conv-30_session_15_D15:18"", ""conv-30_session_18_D18:10"", ""conv-30_session_9_D9:2"", ""conv-30_session_1_D1:4""]"
conv-30_qa_75,4,cassandra-base,conv-30,conv-30_session_15_D15:12,1,369,1,28.2201,48.391,63.8248,73.2712,12.937,2.2146,,0,,"[""conv-30_session_15_D15:18"", ""conv-30_session_15_D15:13"", ""conv-30_session_7_D7:1"", ""conv-30_session_8_D8:21"", ""conv-30_session_7_D7:3"", ""conv-30_session_10_D10:3"", ""conv-30_session_18_D18:9"", ""conv-30_session_8_D8:20"", ""conv-30_session_4_D4:2"", ""conv-30_session_2_D2:2""]"
conv-30_qa_75,4,cassandra-materialized,conv-30,conv-30_session_15_D15:12,1,369,1,29.1406,37.329,64.994,74.7361,13.3548,2.4904,,0,,"[""conv-30_session_15_D15:18"", ""conv-30_session_15_D15:13"", ""conv-30_session_7_D7:1"", ""conv-30_session_8_D8:21"", ""conv-30_session_7_D7:3"", ""conv-30_session_10_D10:3"", ""conv-30_session_18_D18:9"", ""conv-30_session_8_D8:20"", ""conv-30_session_4_D4:2"", ""conv-30_session_2_D2:2""]"
conv-30_qa_75,4,neo4j-native,conv-30,conv-30_session_15_D15:12,1,369,1,4.2805,12.3324,30.539,32.9093,58.8825,1.2648,,0,,"[""conv-30_session_15_D15:18"", ""conv-30_session_15_D15:13"", ""conv-30_session_7_D7:1"", ""conv-30_session_8_D8:21"", ""conv-30_session_7_D7:3"", ""conv-30_session_10_D10:3"", ""conv-30_session_18_D18:9"", ""conv-30_session_8_D8:20"", ""conv-30_session_4_D4:2"", ""conv-30_session_2_D2:2""]"
conv-30_qa_75,4,neo4j-materialized,conv-30,conv-30_session_15_D15:12,1,369,1,4.6128,5.5889,31.5485,34.0392,61.4306,1.05,,0,,"[""conv-30_session_15_D15:18"", ""conv-30_session_15_D15:13"", ""conv-30_session_7_D7:1"", ""conv-30_session_8_D8:21"", ""conv-30_session_7_D7:3"", ""conv-30_session_10_D10:3"", ""conv-30_session_18_D18:9"", ""conv-30_session_8_D8:20"", ""conv-30_session_4_D4:2"", ""conv-30_session_2_D2:2""]"
conv-30_qa_76,4,cassandra-base,conv-30,conv-30_session_15_D15:18,1,369,1,26.5566,49.8273,65.4272,75.9159,11.8718,1.3478,89.1355,1,1,"[""conv-30_session_15_D15:18"", ""conv-30_session_15_D15:13"", ""conv-30_session_15_D15:19"", ""conv-30_session_15_D15:5"", ""conv-30_session_15_D15:6"", ""conv-30_session_15_D15:4"", ""conv-30_session_3_D3:9"", ""conv-30_session_1_D1:14"", ""conv-30_session_8_D8:16"", ""conv-30_session_3_D3:4""]"
conv-30_qa_76,4,cassandra-materialized,conv-30,conv-30_session_15_D15:18,1,369,1,28.4716,37.6878,64.3917,76.3482,13.0889,1.3398,90.7769,1,1,"[""conv-30_session_15_D15:18"", ""conv-30_session_15_D15:13"", ""conv-30_session_15_D15:19"", ""conv-30_session_15_D15:5"", ""conv-30_session_15_D15:6"", ""conv-30_session_15_D15:4"", ""conv-30_session_3_D3:9"", ""conv-30_session_1_D1:14"", ""conv-30_session_8_D8:16"", ""conv-30_session_3_D3:4""]"
conv-30_qa_76,4,neo4j-native,conv-30,conv-30_session_15_D15:18,1,369,1,4.7949,18.212,32.6846,35.6126,61.5821,1.0991,98.2938,1,1,"[""conv-30_session_15_D15:18"", ""conv-30_session_15_D15:13"", ""conv-30_session_15_D15:19"", ""conv-30_session_15_D15:5"", ""conv-30_session_15_D15:6"", ""conv-30_session_15_D15:4"", ""conv-30_session_3_D3:9"", ""conv-30_session_1_D1:14"", ""conv-30_session_8_D8:16"", ""conv-30_session_3_D3:4""]"
conv-30_qa_76,4,neo4j-materialized,conv-30,conv-30_session_15_D15:18,1,369,1,3.9121,5.0568,31.5259,34.6005,64.5013,1.1117,100.2135,1,1,"[""conv-30_session_15_D15:18"", ""conv-30_session_15_D15:13"", ""conv-30_session_15_D15:19"", ""conv-30_session_15_D15:5"", ""conv-30_session_15_D15:6"", ""conv-30_session_15_D15:4"", ""conv-30_session_3_D3:9"", ""conv-30_session_1_D1:14"", ""conv-30_session_8_D8:16"", ""conv-30_session_3_D3:4""]"
conv-30_qa_77,4,cassandra-base,conv-30,conv-30_session_16_D16:3,1,369,1,3.2105,40.4033,56.3905,63.3981,11.2318,2.4497,77.0796,1,1,"[""conv-30_session_16_D16:3"", ""conv-30_session_1_D1:15"", ""conv-30_session_5_D5:7"", ""conv-30_session_8_D8:10"", ""conv-30_session_17_D17:21"", ""conv-30_session_7_D7:4"", ""conv-30_session_16_D16:2"", ""conv-30_session_8_D8:8"", ""conv-30_session_8_D8:12"", ""conv-30_session_16_D16:1""]"
conv-30_qa_77,4,cassandra-materialized,conv-30,conv-30_session_16_D16:3,1,369,1,3.8332,14.4805,55.5173,63.8607,12.3428,2.9741,79.1776,1,1,"[""conv-30_session_16_D16:3"", ""conv-30_session_1_D1:15"", ""conv-30_session_5_D5:7"", ""conv-30_session_8_D8:10"", ""conv-30_session_17_D17:21"", ""conv-30_session_7_D7:4"", ""conv-30_session_16_D16:2"", ""conv-30_session_8_D8:8"", ""conv-30_session_8_D8:12"", ""conv-30_session_16_D16:1""]"
conv-30_qa_77,4,neo4j-native,conv-30,conv-30_session_16_D16:3,1,369,1,5.368,29.5173,56.9422,63.5175,30.8427,1.3319,95.6921,1,1,"[""conv-30_session_16_D16:3"", ""conv-30_session_1_D1:15"", ""conv-30_session_5_D5:7"", ""conv-30_session_8_D8:10"", ""conv-30_session_17_D17:21"", ""conv-30_session_7_D7:4"", ""conv-30_session_16_D16:2"", ""conv-30_session_8_D8:8"", ""conv-30_session_8_D8:12"", ""conv-30_session_16_D16:1""]"
conv-30_qa_77,4,neo4j-materialized,conv-30,conv-30_session_16_D16:3,1,369,1,4.0592,5.2323,55.7679,63.1979,32.6323,0.9852,96.8154,1,1,"[""conv-30_session_16_D16:3"", ""conv-30_session_1_D1:15"", ""conv-30_session_5_D5:7"", ""conv-30_session_8_D8:10"", ""conv-30_session_17_D17:21"", ""conv-30_session_7_D7:4"", ""conv-30_session_16_D16:2"", ""conv-30_session_8_D8:8"", ""conv-30_session_8_D8:12"", ""conv-30_session_16_D16:1""]"
conv-30_qa_78,4,cassandra-base,conv-30,conv-30_session_17_D17:7,1,369,1,24.6882,40.4825,53.905,58.8475,11.5917,1.8083,72.2475,1,1,"[""conv-30_session_17_D17:7"", ""conv-30_session_19_D19:12"", ""conv-30_session_17_D17:17"", ""conv-30_session_2_D2:13"", ""conv-30_session_14_D14:1"", ""conv-30_session_8_D8:22"", ""conv-30_session_13_D13:21"", ""conv-30_session_10_D10:4"", ""conv-30_session_17_D17:6"", ""conv-30_session_19_D19:9""]"
conv-30_qa_78,4,cassandra-materialized,conv-30,conv-30_session_17_D17:7,1,369,1,25.8636,30.4413,54.3332,59.938,13.9137,1.5867,75.4384,1,1,"[""conv-30_session_17_D17:7"", ""conv-30_session_19_D19:12"", ""conv-30_session_17_D17:17"", ""conv-30_session_2_D2:13"", ""conv-30_session_14_D14:1"", ""conv-30_session_8_D8:22"", ""conv-30_session_13_D13:21"", ""conv-30_session_10_D10:4"", ""conv-30_session_17_D17:6"", ""conv-30_session_19_D19:9""]"
conv-30_qa_78,4,neo4j-native,conv-30,conv-30_session_17_D17:7,1,369,1,4.7112,18.0927,49.7582,59.8073,26.1638,1.3919,87.363,1,1,"[""conv-30_session_17_D17:7"", ""conv-30_session_19_D19:12"", ""conv-30_session_17_D17:17"", ""conv-30_session_2_D2:13"", ""conv-30_session_14_D14:1"", ""conv-30_session_8_D8:22"", ""conv-30_session_13_D13:21"", ""conv-30_session_10_D10:4"", ""conv-30_session_17_D17:6"", ""conv-30_session_19_D19:9""]"
conv-30_qa_78,4,neo4j-materialized,conv-30,conv-30_session_17_D17:7,1,369,1,3.3814,4.4181,37.904,58.5953,29.0351,1.0213,88.6517,1,1,"[""conv-30_session_17_D17:7"", ""conv-30_session_19_D19:12"", ""conv-30_session_17_D17:17"", ""conv-30_session_2_D2:13"", ""conv-30_session_14_D14:1"", ""conv-30_session_8_D8:22"", ""conv-30_session_13_D13:21"", ""conv-30_session_10_D10:4"", ""conv-30_session_17_D17:6"", ""conv-30_session_19_D19:9""]"
conv-30_qa_80,4,cassandra-base,conv-30,conv-30_session_18_D18:10,1,369,1,14.914,43.483,55.6025,59.1613,6.742,2.6799,68.5832,1,10,"[""conv-30_session_18_D18:6"", ""conv-30_session_18_D18:7"", ""conv-30_session_18_D18:9"", ""conv-30_session_16_D16:7"", ""conv-30_session_16_D16:6"", ""conv-30_session_18_D18:8"", ""conv-30_session_8_D8:15"", ""conv-30_session_16_D16:10"", ""conv-30_session_8_D8:20"", ""conv-30_session_18_D18:10""]"
conv-30_qa_80,4,cassandra-materialized,conv-30,conv-30_session_18_D18:10,1,369,1,14.2326,26.6595,41.3843,57.897,7.2912,1.7002,66.8884,1,10,"[""conv-30_session_18_D18:6"", ""conv-30_session_18_D18:7"", ""conv-30_session_18_D18:9"", ""conv-30_session_16_D16:7"", ""conv-30_session_16_D16:6"", ""conv-30_session_18_D18:8"", ""conv-30_session_8_D8:15"", ""conv-30_session_16_D16:10"", ""conv-30_session_8_D8:20"", ""conv-30_session_18_D18:10""]"
conv-30_qa_80,4,neo4j-native,conv-30,conv-30_session_18_D18:10,1,369,1,5.4312,17.1091,42.2203,58.4687,25.4502,1.1714,85.0903,1,10,"[""conv-30_session_18_D18:6"", ""conv-30_session_18_D18:7"", ""conv-30_session_18_D18:9"", ""conv-30_session_16_D16:7"", ""conv-30_session_16_D16:6"", ""conv-30_session_18_D18:8"", ""conv-30_session_8_D8:15"", ""conv-30_session_16_D16:10"", ""conv-30_session_8_D8:20"", ""conv-30_session_18_D18:10""]"
conv-30_qa_80,4,neo4j-materialized,conv-30,conv-30_session_18_D18:10,1,369,1,4.4422,5.4871,40.8507,58.3997,28.1398,0.9897,87.5292,1,10,"[""conv-30_session_18_D18:6"", ""conv-30_session_18_D18:7"", ""conv-30_session_18_D18:9"", ""conv-30_session_16_D16:7"", ""conv-30_session_16_D16:6"", ""conv-30_session_18_D18:8"", ""conv-30_session_8_D8:15"", ""conv-30_session_16_D16:10"", ""conv-30_session_8_D8:20"", ""conv-30_session_18_D18:10""]"
conv-30_qa_81,4,cassandra-base,conv-30,conv-30_session_18_D18:13,1,369,1,16.6172,48.7274,61.9784,77.0998,11.0268,1.1571,,0,,"[""conv-30_session_14_D14:5"", ""conv-30_session_18_D18:15"", ""conv-30_session_18_D18:19"", ""conv-30_session_18_D18:14"", ""conv-30_session_17_D17:5"", ""conv-30_session_2_D2:13"", ""conv-30_session_14_D14:4"", ""conv-30_session_8_D8:13"", ""conv-30_session_19_D19:9"", ""conv-30_session_19_D19:12""]"
conv-30_qa_81,4,cassandra-materialized,conv-30,conv-30_session_18_D18:13,1,369,1,17.6785,30.9063,45.3474,49.8107,21.5656,1.6164,,0,,"[""conv-30_session_14_D14:5"", ""conv-30_session_18_D18:15"", ""conv-30_session_18_D18:19"", ""conv-30_session_18_D18:14"", ""conv-30_session_17_D17:5"", ""conv-30_session_2_D2:13"", ""conv-30_session_14_D14:4"", ""conv-30_session_8_D8:13"", ""conv-30_session_19_D19:9"", ""conv-30_session_19_D19:12""]"
conv-30_qa_81,4,neo4j-native,conv-30,conv-30_session_18_D18:13,1,369,1,12.7612,17.9539,44.5621,49.13,43.2324,1.0188,,0,,"[""conv-30_session_14_D14:5"", ""conv-30_session_18_D18:15"", ""conv-30_session_18_D18:19"", ""conv-30_session_18_D18:14"", ""conv-30_session_17_D17:5"", ""conv-30_session_2_D2:13"", ""conv-30_session_14_D14:4"", ""conv-30_session_8_D8:13"", ""conv-30_session_19_D19:9"", ""conv-30_session_19_D19:12""]"
conv-30_qa_81,4,neo4j-materialized,conv-30,conv-30_session_18_D18:13,1,369,1,3.2981,4.2459,43.2138,48.3123,38.1154,1.0929,,0,,"[""conv-30_session_14_D14:5"", ""conv-30_session_18_D18:15"", ""conv-30_session_18_D18:19"", ""conv-30_session_18_D18:14"", ""conv-30_session_17_D17:5"", ""conv-30_session_2_D2:13"", ""conv-30_session_14_D14:4"", ""conv-30_session_8_D8:13"", ""conv-30_session_19_D19:9"", ""conv-30_session_19_D19:12""]"
conv-41_qa_0,2,cassandra-base,conv-41,conv-41_session_13_D13:16,1,663,1,26.2127,78.1338,101.9993,108.7547,10.2587,1.6544,120.6678,1,1,"[""conv-41_session_13_D13:16"", ""conv-41_session_2_D2:20"", ""conv-41_session_2_D2:21"", ""conv-41_session_23_D23:14"", ""conv-41_session_2_D2:23"", ""conv-41_session_2_D2:22"", ""conv-41_session_9_D9:5"", ""conv-41_session_24_D24:6"", ""conv-41_session_7_D7:17"", ""conv-41_session_20_D20:1""]"
conv-41_qa_0,2,cassandra-materialized,conv-41,conv-41_session_13_D13:16,1,663,1,26.4674,49.7785,77.3255,107.9394,14.8717,2.0044,124.8155,1,1,"[""conv-41_session_13_D13:16"", ""conv-41_session_2_D2:20"", ""conv-41_session_2_D2:21"", ""conv-41_session_23_D23:14"", ""conv-41_session_2_D2:23"", ""conv-41_session_2_D2:22"", ""conv-41_session_9_D9:5"", ""conv-41_session_24_D24:6"", ""conv-41_session_7_D7:17"", ""conv-41_session_20_D20:1""]"
conv-41_qa_0,2,neo4j-native,conv-41,conv-41_session_13_D13:16,1,663,1,4.9827,5.9932,76.4279,107.8058,42.2199,1.7833,151.809,1,1,"[""conv-41_session_13_D13:16"", ""conv-41_session_2_D2:20"", ""conv-41_session_2_D2:21"", ""conv-41_session_23_D23:14"", ""conv-41_session_2_D2:23"", ""conv-41_session_2_D2:22"", ""conv-41_session_9_D9:5"", ""conv-41_session_24_D24:6"", ""conv-41_session_7_D7:17"", ""conv-41_session_20_D20:1""]"
conv-41_qa_0,2,neo4j-materialized,conv-41,conv-41_session_13_D13:16,1,663,1,20.3945,28.3621,76.2562,107.7544,46.201,1.4554,155.4108,1,1,"[""conv-41_session_13_D13:16"", ""conv-41_session_2_D2:20"", ""conv-41_session_2_D2:21"", ""conv-41_session_23_D23:14"", ""conv-41_session_2_D2:23"", ""conv-41_session_2_D2:22"", ""conv-41_session_9_D9:5"", ""conv-41_session_24_D24:6"", ""conv-41_session_7_D7:17"", ""conv-41_session_20_D20:1""]"
conv-41_qa_1,2,cassandra-base,conv-41,conv-41_session_2_D2:1,1,663,1,44.8981,77.8834,100.8936,106.9737,12.9198,2.0477,121.9412,1,1,"[""conv-41_session_2_D2:1"", ""conv-41_session_11_D11:3"", ""conv-41_session_32_D32:11"", ""conv-41_session_7_D7:7"", ""conv-41_session_6_D6:2"", ""conv-41_session_11_D11:1"", ""conv-41_session_27_D27:4"", ""conv-41_session_10_D10:10"", ""conv-41_session_7_D7:6"", ""conv-41_session_21_D21:5""]"
conv-41_qa_1,2,cassandra-materialized,conv-41,conv-41_session_2_D2:1,1,663,1,42.1308,51.0016,76.8172,107.6822,17.0975,2.2114,126.9911,1,1,"[""conv-41_session_2_D2:1"", ""conv-41_session_11_D11:3"", ""conv-41_session_32_D32:11"", ""conv-41_session_7_D7:7"", ""conv-41_session_6_D6:2"", ""conv-41_session_11_D11:1"", ""conv-41_session_27_D27:4"", ""conv-41_session_10_D10:10"", ""conv-41_session_7_D7:6"", ""conv-41_session_21_D21:5""]"
conv-41_qa_1,2,neo4j-native,conv-41,conv-41_session_2_D2:1,1,663,1,3.5149,19.3104,74.069,106.1013,46.5211,1.8596,154.482,1,1,"[""conv-41_session_2_D2:1"", ""conv-41_session_11_D11:3"", ""conv-41_session_32_D32:11"", ""conv-41_session_7_D7:7"", ""conv-41_session_6_D6:2"", ""conv-41_session_11_D11:1"", ""conv-41_session_27_D27:4"", ""conv-41_session_10_D10:10"", ""conv-41_session_7_D7:6"", ""conv-41_session_21_D21:5""]"
conv-41_qa_1,2,neo4j-materialized,conv-41,conv-41_session_2_D2:1,1,663,1,4.2674,5.3445,74.735,106.3954,43.929,1.5746,151.899,1,1,"[""conv-41_session_2_D2:1"", ""conv-41_session_11_D11:3"", ""conv-41_session_32_D32:11"", ""conv-41_session_7_D7:7"", ""conv-41_session_6_D6:2"", ""conv-41_session_11_D11:1"", ""conv-41_session_27_D27:4"", ""conv-41_session_10_D10:10"", ""conv-41_session_7_D7:6"", ""conv-41_session_21_D21:5""]"
conv-41_qa_2,1,cassandra-base,conv-41,conv-41_session_2_D2:28,1,663,1,41.1377,75.2344,98.3596,106.5241,11.1511,4.5848,122.26,1,7,"[""conv-41_session_25_D25:10"", ""conv-41_session_1_D1:5"", ""conv-41_session_25_D25:13"", ""conv-41_session_1_D1:4"", ""conv-41_session_25_D25:17"", ""conv-41_session_10_D10:2"", ""conv-41_session_2_D2:28"", ""conv-41_session_25_D25:12"", ""conv-41_session_25_D25:14"", ""conv-41_session_19_D19:3""]"
conv-41_qa_2,1,cassandra-materialized,conv-41,conv-41_session_2_D2:28,1,663,1,41.9342,50.7319,91.393,107.1064,12.4062,2.0515,121.5641,1,7,"[""conv-41_session_25_D25:10"", ""conv-41_session_1_D1:5"", ""conv-41_session_25_D25:13"", ""conv-41_session_1_D1:4"", ""conv-41_session_25_D25:17"", ""conv-41_session_10_D10:2"", ""conv-41_session_2_D2:28"", ""conv-41_session_25_D25:12"", ""conv-41_session_25_D25:14"", ""conv-41_session_19_D19:3""]"
conv-41_qa_2,1,neo4j-native,conv-41,conv-41_session_2_D2:28,1,663,1,2.7946,4.0088,75.5393,107.0307,48.4666,1.4744,156.9717,1,7,"[""conv-41_session_25_D25:10"", ""conv-41_session_1_D1:5"", ""conv-41_session_25_D25:13"", ""conv-41_session_1_D1:4"", ""conv-41_session_25_D25:17"", ""conv-41_session_10_D10:2"", ""conv-41_session_2_D2:28"", ""conv-41_session_25_D25:12"", ""conv-41_session_25_D25:14"", ""conv-41_session_19_D19:3""]"
conv-41_qa_2,1,neo4j-materialized,conv-41,conv-41_session_2_D2:28,1,663,1,2.4908,20.265,75.1791,107.3204,41.9845,2.0941,151.399,1,7,"[""conv-41_session_25_D25:10"", ""conv-41_session_1_D1:5"", ""conv-41_session_25_D25:13"", ""conv-41_session_1_D1:4"", ""conv-41_session_25_D25:17"", ""conv-41_session_10_D10:2"", ""conv-41_session_2_D2:28"", ""conv-41_session_25_D25:12"", ""conv-41_session_25_D25:14"", ""conv-41_session_19_D19:3""]"
conv-41_qa_3,1,cassandra-base,conv-41,conv-41_session_3_D3:5,1,663,1,27.5027,78.565,107.4777,117.1479,9.8803,2.7993,,0,,"[""conv-41_session_7_D7:3"", ""conv-41_session_28_D28:10"", ""conv-41_session_9_D9:17"", ""conv-41_session_14_D14:8"", ""conv-41_session_32_D32:14"", ""conv-41_session_27_D27:2"", ""conv-41_session_29_D29:2"", ""conv-41_session_5_D5:8"", ""conv-41_session_12_D12:19"", ""conv-41_session_16_D16:6""]"
conv-41_qa_3,1,cassandra-materialized,conv-41,conv-41_session_3_D3:5,1,663,1,26.9299,54.9377,106.1398,116.3857,14.6205,2.4036,,0,,"[""conv-41_session_7_D7:3"", ""conv-41_session_28_D28:10"", ""conv-41_session_9_D9:17"", ""conv-41_session_14_D14:8"", ""conv-41_session_32_D32:14"", ""conv-41_session_27_D27:2"", ""conv-41_session_29_D29:2"", ""conv-41_session_5_D5:8"", ""conv-41_session_12_D12:19"", ""conv-41_session_16_D16:6""]"
conv-41_qa_3,1,neo4j-native,conv-41,conv-41_session_3_D3:5,1,663,1,6.1096,28.5427,106.4011,116.7893,48.5815,2.4649,,0,,"[""conv-41_session_7_D7:3"", ""conv-41_session_28_D28:10"", ""conv-41_session_9_D9:17"", ""conv-41_session_14_D14:8"", ""conv-41_session_32_D32:14"", ""conv-41_session_27_D27:2"", ""conv-41_session_29_D29:2"", ""conv-41_session_5_D5:8"", ""conv-41_session_12_D12:19"", ""conv-41_session_16_D16:6""]"
conv-41_qa_3,1,neo4j-materialized,conv-41,conv-41_session_3_D3:5,1,663,1,4.4172,5.657,106.1736,116.7973,45.5198,2.66,,0,,"[""conv-41_session_7_D7:3"", ""conv-41_session_28_D28:10"", ""conv-41_session_9_D9:17"", ""conv-41_session_14_D14:8"", ""conv-41_session_32_D32:14"", ""conv-41_session_27_D27:2"", ""conv-41_session_29_D29:2"", ""conv-41_session_5_D5:8"", ""conv-41_session_12_D12:19"", ""conv-41_session_16_D16:6""]"
conv-41_qa_4,2,cassandra-base,conv-41,conv-41_session_3_D3:1,1,663,1,27.7514,76.0617,103.4958,112.0313,6.6306,2.6023,121.2642,1,1,"[""conv-41_session_3_D3:1"", ""conv-41_session_27_D27:1"", ""conv-41_session_23_D23:4"", ""conv-41_session_30_D30:18"", ""conv-41_session_3_D3:2"", ""conv-41_session_20_D20:1"", ""conv-41_session_23_D23:6"", ""conv-41_session_28_D28:8"", ""conv-41_session_29_D29:2"", ""conv-41_session_14_D14:22""]"
conv-41_qa_4,2,cassandra-materialized,conv-41,conv-41_session_3_D3:1,1,663,1,27.4656,49.4488,102.526,110.5263,11.5584,3.1977,125.2824,1,1,"[""conv-41_session_3_D3:1"", ""conv-41_session_27_D27:1"", ""conv-41_session_23_D23:4"", ""conv-41_session_30_D30:18"", ""conv-41_session_3_D3:2"", ""conv-41_session_20_D20:1"", ""conv-41_session_23_D23:6"", ""conv-41_session_28_D28:8"", ""conv-41_session_29_D29:2"", ""conv-41_session_14_D14:22""]"
conv-41_qa_4,2,neo4j-native,conv-41,conv-41_session_3_D3:1,1,663,1,4.3533,5.4208,92.3204,109.5617,46.5343,2.2611,158.3571,1,1,"[""conv-41_session_3_D3:1"", ""conv-41_session_27_D27:1"", ""conv-41_session_23_D23:4"", ""conv-41_session_30_D30:18"", ""conv-41_session_3_D3:2"", ""conv-41_session_20_D20:1"", ""conv-41_session_23_D23:6"", ""conv-41_session_28_D28:8"", ""conv-41_session_29_D29:2"", ""conv-41_session_14_D14:22""]"
conv-41_qa_4,2,neo4j-materialized,conv-41,conv-41_session_3_D3:1,1,663,1,21.0409,28.5963,101.025,110.8795,48.2271,1.3537,160.4603,1,1,"[""conv-41_session_3_D3:1"", ""conv-41_session_27_D27:1"", ""conv-41_session_23_D23:4"", ""conv-41_session_30_D30:18"", ""conv-41_session_3_D3:2"", ""conv-41_session_20_D20:1"", ""conv-41_session_23_D23:6"", ""conv-41_session_28_D28:8"", ""conv-41_session_29_D29:2"", ""conv-41_session_14_D14:22""]"
conv-41_qa_5,2,cassandra-base,conv-41,conv-41_session_3_D3:15,1,663,1,2.9255,58.6545,105.205,114.3093,7.4371,2.184,,0,,"[""conv-41_session_3_D3:14"", ""conv-41_session_19_D19:22"", ""conv-41_session_13_D13:30"", ""conv-41_session_16_D16:11"", ""conv-41_session_24_D24:10"", ""conv-41_session_30_D30:8"", ""conv-41_session_19_D19:23"", ""conv-41_session_11_D11:4"", ""conv-41_session_18_D18:21"", ""conv-41_session_13_D13:27""]"
conv-41_qa_5,2,cassandra-materialized,conv-41,conv-41_session_3_D3:15,1,663,1,3.6494,6.4962,104.2333,114.8331,11.0766,2.1522,,0,,"[""conv-41_session_3_D3:14"", ""conv-41_session_19_D19:22"", ""conv-41_session_13_D13:30"", ""conv-41_session_16_D16:11"", ""conv-41_session_24_D24:10"", ""conv-41_session_30_D30:8"", ""conv-41_session_19_D19:23"", ""conv-41_session_11_D11:4"", ""conv-41_session_18_D18:21"", ""conv-41_session_13_D13:27""]"
conv-41_qa_5,2,neo4j-native,conv-41,conv-41_session_3_D3:15,1,663,1,5.3574,21.8843,104.6043,115.1075,50.5729,3.4518,,0,,"[""conv-41_session_3_D3:14"", ""conv-41_session_19_D19:22"", ""conv-41_session_13_D13:30"", ""conv-41_session_16_D16:11"", ""conv-41_session_24_D24:10"", ""conv-41_session_30_D30:8"", ""conv-41_session_19_D19:23"", ""conv-41_session_11_D11:4"", ""conv-41_session_18_D18:21"", ""conv-41_session_13_D13:27""]"
conv-41_qa_5,2,neo4j-materialized,conv-41,conv-41_session_3_D3:15,1,663,1,12.2831,53.7646,106.3539,116.7502,49.4218,2.8053,,0,,"[""conv-41_session_3_D3:14"", ""conv-41_session_19_D19:22"", ""conv-41_session_13_D13:30"", ""conv-41_session_16_D16:11"", ""conv-41_session_24_D24:10"", ""conv-41_session_30_D30:8"", ""conv-41_session_19_D19:23"", ""conv-41_session_11_D11:4"", ""conv-41_session_18_D18:21"", ""conv-41_session_13_D13:27""]"
conv-41_qa_6,1,cassandra-base,conv-41,conv-41_session_4_D4:1,1,663,1,31.9391,73.1173,98.5975,106.669,12.3581,1.9467,120.9738,1,5,"[""conv-41_session_2_D2:17"", ""conv-41_session_26_D26:11"", ""conv-41_session_29_D29:18"", ""conv-41_session_25_D25:4"", ""conv-41_session_4_D4:1"", ""conv-41_session_17_D17:13"", ""conv-41_session_6_D6:17"", ""conv-41_session_21_D21:11"", ""conv-41_session_24_D24:6"", ""conv-41_session_24_D24:10""]"
