method,qa_id,hit10_resolved
BM25_compact,conv-43_qa_75,1
BM25_compact,conv-43_qa_76,0
BM25_compact,conv-43_qa_77,1
BM25_compact,conv-43_qa_78,1
BM25_compact,conv-43_qa_79,1
BM25_compact,conv-43_qa_8,1
BM25_compact,conv-43_qa_80,0
BM25_compact,conv-43_qa_81,1
BM25_compact,conv-43_qa_82,0
BM25_compact,conv-43_qa_83,1
BM25_compact,conv-43_qa_84,0
BM25_compact,conv-43_qa_85,1
BM25_compact,conv-43_qa_86,1
BM25_compact,conv-43_qa_87,1
BM25_compact,conv-43_qa_88,0
BM25_compact,conv-43_qa_89,1
BM25_compact,conv-43_qa_9,1
BM25_compact,conv-43_qa_90,1
BM25_compact,conv-43_qa_91,1
BM25_compact,conv-43_qa_92,1
BM25_compact,conv-43_qa_93,0
BM25_compact,conv-43_qa_94,1
BM25_compact,conv-43_qa_95,1
BM25_compact,conv-43_qa_96,1
BM25_compact,conv-43_qa_97,1
BM25_compact,conv-43_qa_98,0
BM25_compact,conv-43_qa_99,1
BM25_compact,conv-44_qa_0,0
BM25_compact,conv-44_qa_1,1
BM25_compact,conv-44_qa_10,0
BM25_compact,conv-44_qa_100,1
BM25_compact,conv-44_qa_101,1
BM25_compact,conv-44_qa_102,1
BM25_compact,conv-44_qa_103,1
BM25_compact,conv-44_qa_104,1
BM25_compact,conv-44_qa_105,0
BM25_compact,conv-44_qa_106,1
BM25_compact,conv-44_qa_107,1
BM25_compact,conv-44_qa_108,1
BM25_compact,conv-44_qa_109,1
BM25_compact,conv-44_qa_11,1
BM25_compact,conv-44_qa_110,1
BM25_compact,conv-44_qa_111,0
BM25_compact,conv-44_qa_112,1
BM25_compact,conv-44_qa_113,1
BM25_compact,conv-44_qa_114,1
BM25_compact,conv-44_qa_115,1
BM25_compact,conv-44_qa_116,1
BM25_compact,conv-44_qa_117,1
BM25_compact,conv-44_qa_118,1
BM25_compact,conv-44_qa_119,0
BM25_compact,conv-44_qa_12,1
BM25_compact,conv-44_qa_120,1
BM25_compact,conv-44_qa_121,1
BM25_compact,conv-44_qa_122,1
BM25_compact,conv-44_qa_13,1
BM25_compact,conv-44_qa_14,0
BM25_compact,conv-44_qa_15,0
BM25_compact,conv-44_qa_16,0
BM25_compact,conv-44_qa_17,1
BM25_compact,conv-44_qa_18,1
BM25_compact,conv-44_qa_19,0
BM25_compact,conv-44_qa_2,1
BM25_compact,conv-44_qa_20,0
BM25_compact,conv-44_qa_21,1
BM25_compact,conv-44_qa_22,1
BM25_compact,conv-44_qa_23,0
BM25_compact,conv-44_qa_24,0
BM25_compact,conv-44_qa_25,1
BM25_compact,conv-44_qa_26,0
BM25_compact,conv-44_qa_27,1
BM25_compact,conv-44_qa_28,0
BM25_compact,conv-44_qa_29,1
BM25_compact,conv-44_qa_3,1
BM25_compact,conv-44_qa_30,1
BM25_compact,conv-44_qa_31,0
BM25_compact,conv-44_qa_32,1
BM25_compact,conv-44_qa_33,0
BM25_compact,conv-44_qa_34,0
BM25_compact,conv-44_qa_35,0
BM25_compact,conv-44_qa_36,0
BM25_compact,conv-44_qa_37,1
BM25_compact,conv-44_qa_38,1
BM25_compact,conv-44_qa_39,1
BM25_compact,conv-44_qa_4,0
BM25_compact,conv-44_qa_40,0
BM25_compact,conv-44_qa_41,1
BM25_compact,conv-44_qa_42,1
BM25_compact,conv-44_qa_43,0
BM25_compact,conv-44_qa_44,1
BM25_compact,conv-44_qa_45,1
BM25_compact,conv-44_qa_46,1
BM25_compact,conv-44_qa_47,1
BM25_compact,conv-44_qa_48,0
BM25_compact,conv-44_qa_49,0
BM25_compact,conv-44_qa_5,1
BM25_compact,conv-44_qa_50,1
BM25_compact,conv-44_qa_51,1
BM25_compact,conv-44_qa_52,0
BM25_compact,conv-44_qa_53,0
BM25_compact,conv-44_qa_54,0
BM25_compact,conv-44_qa_55,0
BM25_compact,conv-44_qa_56,0
BM25_compact,conv-44_qa_57,1
BM25_compact,conv-44_qa_58,1
BM25_compact,conv-44_qa_59,0
BM25_compact,conv-44_qa_6,1
BM25_compact,conv-44_qa_60,0
BM25_compact,conv-44_qa_61,0
BM25_compact,conv-44_qa_62,1
BM25_compact,conv-44_qa_63,0
BM25_compact,conv-44_qa_64,0
BM25_compact,conv-44_qa_65,1
BM25_compact,conv-44_qa_66,1
BM25_compact,conv-44_qa_67,1
BM25_compact,conv-44_qa_68,1
BM25_compact,conv-44_qa_69,1
BM25_compact,conv-44_qa_7,1
BM25_compact,conv-44_qa_70,1
BM25_compact,conv-44_qa_71,1
BM25_compact,conv-44_qa_72,1
BM25_compact,conv-44_qa_73,1
BM25_compact,conv-44_qa_74,1
BM25_compact,conv-44_qa_75,1
BM25_compact,conv-44_qa_76,1
BM25_compact,conv-44_qa_77,1
BM25_compact,conv-44_qa_78,1
BM25_compact,conv-44_qa_79,1
BM25_compact,conv-44_qa_8,0
BM25_compact,conv-44_qa_80,0
BM25_compact,conv-44_qa_81,1
BM25_compact,conv-44_qa_82,1
BM25_compact,conv-44_qa_83,1
BM25_compact,conv-44_qa_84,0
BM25_compact,conv-44_qa_85,1
BM25_compact,conv-44_qa_86,1
BM25_compact,conv-44_qa_87,0
BM25_compact,conv-44_qa_88,0
BM25_compact,conv-44_qa_89,1
BM25_compact,conv-44_qa_9,1
BM25_compact,conv-44_qa_90,1
BM25_compact,conv-44_qa_91,1
BM25_compact,conv-44_qa_92,0
BM25_compact,conv-44_qa_93,0
BM25_compact,conv-44_qa_94,0
BM25_compact,conv-44_qa_95,0
BM25_compact,conv-44_qa_96,0
BM25_compact,conv-44_qa_97,1
BM25_compact,conv-44_qa_98,1
BM25_compact,conv-44_qa_99,1
BM25_compact,conv-47_qa_0,0
BM25_compact,conv-47_qa_1,0
BM25_compact,conv-47_qa_10,1
BM25_compact,conv-47_qa_100,0
BM25_compact,conv-47_qa_101,1
BM25_compact,conv-47_qa_102,1
BM25_compact,conv-47_qa_103,1
BM25_compact,conv-47_qa_104,1
BM25_compact,conv-47_qa_105,1
BM25_compact,conv-47_qa_106,1
BM25_compact,conv-47_qa_107,0
BM25_compact,conv-47_qa_108,0
BM25_compact,conv-47_qa_109,0
BM25_compact,conv-47_qa_11,0
BM25_compact,conv-47_qa_110,1
BM25_compact,conv-47_qa_111,0
BM25_compact,conv-47_qa_112,1
BM25_compact,conv-47_qa_113,1
BM25_compact,conv-47_qa_114,1
BM25_compact,conv-47_qa_115,1
BM25_compact,conv-47_qa_116,1
BM25_compact,conv-47_qa_117,0
BM25_compact,conv-47_qa_118,1
BM25_compact,conv-47_qa_119,0
BM25_compact,conv-47_qa_12,0
BM25_compact,conv-47_qa_120,1
BM25_compact,conv-47_qa_121,1
BM25_compact,conv-47_qa_122,1
BM25_compact,conv-47_qa_123,1
BM25_compact,conv-47_qa_124,1
BM25_compact,conv-47_qa_125,1
BM25_compact,conv-47_qa_126,0
BM25_compact,conv-47_qa_127,1
BM25_compact,conv-47_qa_128,0
BM25_compact,conv-47_qa_129,1
BM25_compact,conv-47_qa_13,1
BM25_compact,conv-47_qa_130,1
BM25_compact,conv-47_qa_131,1
BM25_compact,conv-47_qa_132,1
BM25_compact,conv-47_qa_133,0
BM25_compact,conv-47_qa_134,1
BM25_compact,conv-47_qa_135,0
BM25_compact,conv-47_qa_136,0
BM25_compact,conv-47_qa_137,1
BM25_compact,conv-47_qa_138,1
BM25_compact,conv-47_qa_139,1
BM25_compact,conv-47_qa_14,1
BM25_compact,conv-47_qa_140,1
BM25_compact,conv-47_qa_141,1
BM25_compact,conv-47_qa_142,1
BM25_compact,conv-47_qa_143,1
BM25_compact,conv-47_qa_144,0
BM25_compact,conv-47_qa_145,1
BM25_compact,conv-47_qa_146,1
BM25_compact,conv-47_qa_147,1
BM25_compact,conv-47_qa_148,1
BM25_compact,conv-47_qa_149,1
BM25_compact,conv-47_qa_15,0
BM25_compact,conv-47_qa_16,1
BM25_compact,conv-47_qa_17,0
BM25_compact,conv-47_qa_18,0
BM25_compact,conv-47_qa_19,0
BM25_compact,conv-47_qa_2,0
BM25_compact,conv-47_qa_20,0
BM25_compact,conv-47_qa_21,0
BM25_compact,conv-47_qa_22,0
BM25_compact,conv-47_qa_23,1
BM25_compact,conv-47_qa_24,0
BM25_compact,conv-47_qa_25,1
BM25_compact,conv-47_qa_26,1
BM25_compact,conv-47_qa_27,0
BM25_compact,conv-47_qa_28,1
BM25_compact,conv-47_qa_29,0
BM25_compact,conv-47_qa_3,1
BM25_compact,conv-47_qa_30,1
BM25_compact,conv-47_qa_31,1
BM25_compact,conv-47_qa_32,0
BM25_compact,conv-47_qa_33,0
BM25_compact,conv-47_qa_34,0
BM25_compact,conv-47_qa_35,1
BM25_compact,conv-47_qa_36,1
BM25_compact,conv-47_qa_37,1
BM25_compact,conv-47_qa_38,1
BM25_compact,conv-47_qa_39,1
BM25_compact,conv-47_qa_4,0
BM25_compact,conv-47_qa_40,1
BM25_compact,conv-47_qa_41,0
BM25_compact,conv-47_qa_42,1
BM25_compact,conv-47_qa_43,1
BM25_compact,conv-47_qa_44,1
BM25_compact,conv-47_qa_45,1
BM25_compact,conv-47_qa_46,1
BM25_compact,conv-47_qa_47,1
BM25_compact,conv-47_qa_48,1
BM25_compact,conv-47_qa_49,1
BM25_compact,conv-47_qa_5,0
BM25_compact,conv-47_qa_50,1
BM25_compact,conv-47_qa_51,1
BM25_compact,conv-47_qa_52,1
BM25_compact,conv-47_qa_53,0
BM25_compact,conv-47_qa_54,1
BM25_compact,conv-47_qa_55,1
BM25_compact,conv-47_qa_56,0
BM25_compact,conv-47_qa_57,1
BM25_compact,conv-47_qa_58,1
BM25_compact,conv-47_qa_59,1
BM25_compact,conv-47_qa_6,0
BM25_compact,conv-47_qa_60,1
BM25_compact,conv-47_qa_61,1
BM25_compact,conv-47_qa_62,1
BM25_compact,conv-47_qa_63,1
BM25_compact,conv-47_qa_64,1
BM25_compact,conv-47_qa_65,1
BM25_compact,conv-47_qa_66,1
BM25_compact,conv-47_qa_67,1
BM25_compact,conv-47_qa_68,1
BM25_compact,conv-47_qa_69,0
BM25_compact,conv-47_qa_7,1
BM25_compact,conv-47_qa_70,1
BM25_compact,conv-47_qa_71,1
BM25_compact,conv-47_qa_72,1
BM25_compact,conv-47_qa_73,0
BM25_compact,conv-47_qa_74,1
BM25_compact,conv-47_qa_75,1
BM25_compact,conv-47_qa_76,1
BM25_compact,conv-47_qa_77,0
BM25_compact,conv-47_qa_78,1
BM25_compact,conv-47_qa_79,1
BM25_compact,conv-47_qa_8,0
BM25_compact,conv-47_qa_80,1
BM25_compact,conv-47_qa_81,0
BM25_compact,conv-47_qa_82,1
BM25_compact,conv-47_qa_83,1
BM25_compact,conv-47_qa_84,1
BM25_compact,conv-47_qa_85,1
BM25_compact,conv-47_qa_86,0
BM25_compact,conv-47_qa_87,1
BM25_compact,conv-47_qa_88,0
BM25_compact,conv-47_qa_89,1
BM25_compact,conv-47_qa_9,0
BM25_compact,conv-47_qa_90,1
BM25_compact,conv-47_qa_91,0
BM25_compact,conv-47_qa_92,0
BM25_compact,conv-47_qa_93,1
BM25_compact,conv-47_qa_94,1
BM25_compact,conv-47_qa_95,1
BM25_compact,conv-47_qa_96,0
BM25_compact,conv-47_qa_97,1
BM25_compact,conv-47_qa_98,0
BM25_compact,conv-47_qa_99,1
BM25_compact,conv-48_qa_0,0
BM25_compact,conv-48_qa_1,1
BM25_compact,conv-48_qa_10,1
BM25_compact,conv-48_qa_100,1
BM25_compact,conv-48_qa_101,0
BM25_compact,conv-48_qa_102,1
BM25_compact,conv-48_qa_103,0
BM25_compact,conv-48_qa_104,1
BM25_compact,conv-48_qa_105,1
BM25_compact,conv-48_qa_106,0
BM25_compact,conv-48_qa_107,1
BM25_compact,conv-48_qa_108,0
BM25_compact,conv-48_qa_109,1
BM25_compact,conv-48_qa_11,1
BM25_compact,conv-48_qa_110,1
BM25_compact,conv-48_qa_111,1
BM25_compact,conv-48_qa_112,1
BM25_compact,conv-48_qa_113,1
BM25_compact,conv-48_qa_114,0
BM25_compact,conv-48_qa_115,1
BM25_compact,conv-48_qa_116,1
BM25_compact,conv-48_qa_117,0
BM25_compact,conv-48_qa_118,1
BM25_compact,conv-48_qa_119,1
BM25_compact,conv-48_qa_12,1
BM25_compact,conv-48_qa_120,0
BM25_compact,conv-48_qa_121,0
BM25_compact,conv-48_qa_122,1
BM25_compact,conv-48_qa_123,1
BM25_compact,conv-48_qa_124,0
BM25_compact,conv-48_qa_125,1
BM25_compact,conv-48_qa_126,1
BM25_compact,conv-48_qa_127,1
BM25_compact,conv-48_qa_128,1
BM25_compact,conv-48_qa_129,1
BM25_compact,conv-48_qa_13,1
BM25_compact,conv-48_qa_130,1
BM25_compact,conv-48_qa_131,1
BM25_compact,conv-48_qa_132,1
BM25_compact,conv-48_qa_133,0
BM25_compact,conv-48_qa_134,1
BM25_compact,conv-48_qa_135,1
BM25_compact,conv-48_qa_136,1
BM25_compact,conv-48_qa_137,1
BM25_compact,conv-48_qa_138,1
BM25_compact,conv-48_qa_139,1
BM25_compact,conv-48_qa_14,1
BM25_compact,conv-48_qa_140,0
BM25_compact,conv-48_qa_141,1
BM25_compact,conv-48_qa_142,1
BM25_compact,conv-48_qa_143,1
BM25_compact,conv-48_qa_144,1
BM25_compact,conv-48_qa_145,1
BM25_compact,conv-48_qa_146,1
BM25_compact,conv-48_qa_147,1
BM25_compact,conv-48_qa_148,1
BM25_compact,conv-48_qa_149,1
BM25_compact,conv-48_qa_15,0
BM25_compact,conv-48_qa_150,1
BM25_compact,conv-48_qa_151,1
BM25_compact,conv-48_qa_152,1
BM25_compact,conv-48_qa_153,1
BM25_compact,conv-48_qa_154,1
BM25_compact,conv-48_qa_155,0
BM25_compact,conv-48_qa_156,1
BM25_compact,conv-48_qa_157,0
BM25_compact,conv-48_qa_158,1
BM25_compact,conv-48_qa_159,1
BM25_compact,conv-48_qa_16,1
BM25_compact,conv-48_qa_160,1
BM25_compact,conv-48_qa_161,1
BM25_compact,conv-48_qa_162,1
BM25_compact,conv-48_qa_163,0
BM25_compact,conv-48_qa_164,1
BM25_compact,conv-48_qa_165,1
BM25_compact,conv-48_qa_166,1
BM25_compact,conv-48_qa_167,1
BM25_compact,conv-48_qa_168,0
BM25_compact,conv-48_qa_169,1
BM25_compact,conv-48_qa_17,0
BM25_compact,conv-48_qa_170,1
BM25_compact,conv-48_qa_171,1
BM25_compact,conv-48_qa_172,1
BM25_compact,conv-48_qa_173,1
BM25_compact,conv-48_qa_174,1
BM25_compact,conv-48_qa_175,1
BM25_compact,conv-48_qa_176,1
BM25_compact,conv-48_qa_177,0
BM25_compact,conv-48_qa_178,1
BM25_compact,conv-48_qa_179,1
BM25_compact,conv-48_qa_18,0
BM25_compact,conv-48_qa_180,1
BM25_compact,conv-48_qa_181,1
BM25_compact,conv-48_qa_182,1
BM25_compact,conv-48_qa_183,1
BM25_compact,conv-48_qa_184,1
BM25_compact,conv-48_qa_185,0
BM25_compact,conv-48_qa_186,0
BM25_compact,conv-48_qa_187,1
BM25_compact,conv-48_qa_188,0
BM25_compact,conv-48_qa_189,1
BM25_compact,conv-48_qa_19,0
BM25_compact,conv-48_qa_190,1
BM25_compact,conv-48_qa_2,1
BM25_compact,conv-48_qa_20,1
BM25_compact,conv-48_qa_21,1
BM25_compact,conv-48_qa_22,1
BM25_compact,conv-48_qa_23,0
BM25_compact,conv-48_qa_24,1
BM25_compact,conv-48_qa_25,0
BM25_compact,conv-48_qa_26,1
BM25_compact,conv-48_qa_27,1
BM25_compact,conv-48_qa_28,1
BM25_compact,conv-48_qa_29,1
BM25_compact,conv-48_qa_3,1
BM25_compact,conv-48_qa_30,1
BM25_compact,conv-48_qa_31,1
BM25_compact,conv-48_qa_32,1
BM25_compact,conv-48_qa_33,1
BM25_compact,conv-48_qa_34,1
BM25_compact,conv-48_qa_35,1
BM25_compact,conv-48_qa_36,0
BM25_compact,conv-48_qa_37,1
BM25_compact,conv-48_qa_38,1
BM25_compact,conv-48_qa_39,1
BM25_compact,conv-48_qa_4,1
BM25_compact,conv-48_qa_40,0
BM25_compact,conv-48_qa_41,1
BM25_compact,conv-48_qa_42,0
BM25_compact,conv-48_qa_43,1
BM25_compact,conv-48_qa_44,1
BM25_compact,conv-48_qa_45,1
BM25_compact,conv-48_qa_46,1
BM25_compact,conv-48_qa_47,1
BM25_compact,conv-48_qa_48,0
BM25_compact,conv-48_qa_49,1
BM25_compact,conv-48_qa_5,1
BM25_compact,conv-48_qa_50,0
BM25_compact,conv-48_qa_51,1
BM25_compact,conv-48_qa_52,0
BM25_compact,conv-48_qa_53,1
BM25_compact,conv-48_qa_54,1
BM25_compact,conv-48_qa_55,1
BM25_compact,conv-48_qa_56,1
BM25_compact,conv-48_qa_57,1
BM25_compact,conv-48_qa_58,1
BM25_compact,conv-48_qa_59,0
BM25_compact,conv-48_qa_6,0
BM25_compact,conv-48_qa_60,1
BM25_compact,conv-48_qa_61,0
BM25_compact,conv-48_qa_62,0
BM25_compact,conv-48_qa_63,1
BM25_compact,conv-48_qa_64,1
BM25_compact,conv-48_qa_65,0
BM25_compact,conv-48_qa_66,1
BM25_compact,conv-48_qa_67,1
BM25_compact,conv-48_qa_68,0
BM25_compact,conv-48_qa_69,1
BM25_compact,conv-48_qa_7,1
BM25_compact,conv-48_qa_70,1
BM25_compact,conv-48_qa_71,0
BM25_compact,conv-48_qa_72,1
BM25_compact,conv-48_qa_73,0
BM25_compact,conv-48_qa_74,1
BM25_compact,conv-48_qa_75,1
BM25_compact,conv-48_qa_76,1
BM25_compact,conv-48_qa_77,1
BM25_compact,conv-48_qa_78,0
BM25_compact,conv-48_qa_79,1
BM25_compact,conv-48_qa_8,1
BM25_compact,conv-48_qa_80,0
BM25_compact,conv-48_qa_81,1
BM25_compact,conv-48_qa_82,0
BM25_compact,conv-48_qa_83,1
BM25_compact,conv-48_qa_84,0
BM25_compact,conv-48_qa_85,1
BM25_compact,conv-48_qa_86,1
BM25_compact,conv-48_qa_87,0
BM25_compact,conv-48_qa_88,0
BM25_compact,conv-48_qa_89,1
BM25_compact,conv-48_qa_9,1
BM25_compact,conv-48_qa_90,0
BM25_compact,conv-48_qa_91,0
BM25_compact,conv-48_qa_92,1
BM25_compact,conv-48_qa_93,0
BM25_compact,conv-48_qa_94,0
BM25_compact,conv-48_qa_95,1
BM25_compact,conv-48_qa_96,1
BM25_compact,conv-48_qa_97,1
BM25_compact,conv-48_qa_98,1
BM25_compact,conv-48_qa_99,1
BM25_compact,conv-49_qa_0,1
BM25_compact,conv-49_qa_1,0
BM25_compact,conv-49_qa_10,1
BM25_compact,conv-49_qa_100,1
BM25_compact,conv-49_qa_101,1
BM25_compact,conv-49_qa_102,1
BM25_compact,conv-49_qa_103,0
BM25_compact,conv-49_qa_104,0
BM25_compact,conv-49_qa_105,1
BM25_compact,conv-49_qa_106,1
BM25_compact,conv-49_qa_107,1
BM25_compact,conv-49_qa_108,1
BM25_compact,conv-49_qa_109,0
BM25_compact,conv-49_qa_11,1
BM25_compact,conv-49_qa_110,0
BM25_compact,conv-49_qa_111,1
BM25_compact,conv-49_qa_112,0
BM25_compact,conv-49_qa_113,1
BM25_compact,conv-49_qa_114,0
BM25_compact,conv-49_qa_115,1
BM25_compact,conv-49_qa_116,0
BM25_compact,conv-49_qa_117,1
BM25_compact,conv-49_qa_118,0
BM25_compact,conv-49_qa_119,1
BM25_compact,conv-49_qa_12,1
BM25_compact,conv-49_qa_120,1
BM25_compact,conv-49_qa_121,1
BM25_compact,conv-49_qa_122,0
BM25_compact,conv-49_qa_123,1
BM25_compact,conv-49_qa_124,1
BM25_compact,conv-49_qa_125,0
BM25_compact,conv-49_qa_126,1
BM25_compact,conv-49_qa_127,0
BM25_compact,conv-49_qa_128,1
BM25_compact,conv-49_qa_129,1
BM25_compact,conv-49_qa_13,1
BM25_compact,conv-49_qa_130,0
BM25_compact,conv-49_qa_131,1
BM25_compact,conv-49_qa_132,1
BM25_compact,conv-49_qa_133,1
BM25_compact,conv-49_qa_134,1
BM25_compact,conv-49_qa_135,1
BM25_compact,conv-49_qa_136,1
BM25_compact,conv-49_qa_137,1
BM25_compact,conv-49_qa_138,1
BM25_compact,conv-49_qa_139,1
BM25_compact,conv-49_qa_14,1
BM25_compact,conv-49_qa_140,1
BM25_compact,conv-49_qa_141,1
BM25_compact,conv-49_qa_142,1
BM25_compact,conv-49_qa_143,1
BM25_compact,conv-49_qa_144,1
BM25_compact,conv-49_qa_145,0
BM25_compact,conv-49_qa_146,1
BM25_compact,conv-49_qa_147,1
BM25_compact,conv-49_qa_148,1
BM25_compact,conv-49_qa_149,1
BM25_compact,conv-49_qa_15,0
BM25_compact,conv-49_qa_150,1
BM25_compact,conv-49_qa_151,1
BM25_compact,conv-49_qa_152,1
BM25_compact,conv-49_qa_153,1
BM25_compact,conv-49_qa_154,1
BM25_compact,conv-49_qa_155,1
BM25_compact,conv-49_qa_16,1
BM25_compact,conv-49_qa_17,1
BM25_compact,conv-49_qa_18,1
BM25_compact,conv-49_qa_19,1
BM25_compact,conv-49_qa_2,1
BM25_compact,conv-49_qa_20,1
BM25_compact,conv-49_qa_21,1
BM25_compact,conv-49_qa_22,0
BM25_compact,conv-49_qa_23,1
BM25_compact,conv-49_qa_24,1
BM25_compact,conv-49_qa_25,0
BM25_compact,conv-49_qa_26,1
BM25_compact,conv-49_qa_27,0
BM25_compact,conv-49_qa_28,0
BM25_compact,conv-49_qa_29,1
BM25_compact,conv-49_qa_3,1
BM25_compact,conv-49_qa_30,1
BM25_compact,conv-49_qa_31,0
BM25_compact,conv-49_qa_32,0
BM25_compact,conv-49_qa_33,1
BM25_compact,conv-49_qa_34,1
BM25_compact,conv-49_qa_35,1
BM25_compact,conv-49_qa_36,0
BM25_compact,conv-49_qa_37,1
BM25_compact,conv-49_qa_38,0
BM25_compact,conv-49_qa_39,1
BM25_compact,conv-49_qa_4,0
BM25_compact,conv-49_qa_40,1
BM25_compact,conv-49_qa_41,1
BM25_compact,conv-49_qa_42,1
BM25_compact,conv-49_qa_43,1
BM25_compact,conv-49_qa_44,0
BM25_compact,conv-49_qa_45,0
BM25_compact,conv-49_qa_46,0
BM25_compact,conv-49_qa_47,1
BM25_compact,conv-49_qa_48,1
BM25_compact,conv-49_qa_49,0
BM25_compact,conv-49_qa_5,0
BM25_compact,conv-49_qa_50,0
BM25_compact,conv-49_qa_51,0
BM25_compact,conv-49_qa_52,1
BM25_compact,conv-49_qa_53,1
BM25_compact,conv-49_qa_54,0
BM25_compact,conv-49_qa_55,1
BM25_compact,conv-49_qa_56,1
BM25_compact,conv-49_qa_57,0
BM25_compact,conv-49_qa_58,1
BM25_compact,conv-49_qa_59,1
BM25_compact,conv-49_qa_6,0
BM25_compact,conv-49_qa_60,0
BM25_compact,conv-49_qa_61,1
BM25_compact,conv-49_qa_62,1
BM25_compact,conv-49_qa_63,1
BM25_compact,conv-49_qa_64,1
BM25_compact,conv-49_qa_65,1
BM25_compact,conv-49_qa_66,1
BM25_compact,conv-49_qa_67,1
BM25_compact,conv-49_qa_68,0
BM25_compact,conv-49_qa_69,1
BM25_compact,conv-49_qa_7,1
BM25_compact,conv-49_qa_70,0
BM25_compact,conv-49_qa_71,0
BM25_compact,conv-49_qa_72,0
BM25_compact,conv-49_qa_73,1
BM25_compact,conv-49_qa_74,1
BM25_compact,conv-49_qa_75,1
BM25_compact,conv-49_qa_76,1
BM25_compact,conv-49_qa_77,0
BM25_compact,conv-49_qa_78,1
BM25_compact,conv-49_qa_79,1
BM25_compact,conv-49_qa_8,1
BM25_compact,conv-49_qa_80,1
BM25_compact,conv-49_qa_81,1
BM25_compact,conv-49_qa_82,1
BM25_compact,conv-49_qa_83,1
BM25_compact,conv-49_qa_84,0
BM25_compact,conv-49_qa_85,1
BM25_compact,conv-49_qa_86,0
BM25_compact,conv-49_qa_87,1
BM25_compact,conv-49_qa_88,1
BM25_compact,conv-49_qa_89,1
BM25_compact,conv-49_qa_9,1
BM25_compact,conv-49_qa_90,1
BM25_compact,conv-49_qa_91,1
BM25_compact,conv-49_qa_92,1
BM25_compact,conv-49_qa_93,1
BM25_compact,conv-49_qa_94,1
BM25_compact,conv-49_qa_95,0
BM25_compact,conv-49_qa_96,0
BM25_compact,conv-49_qa_97,0
BM25_compact,conv-49_qa_98,1
BM25_compact,conv-49_qa_99,1
BM25_compact,conv-50_qa_0,0
BM25_compact,conv-50_qa_1,0
BM25_compact,conv-50_qa_10,1
BM25_compact,conv-50_qa_100,1
BM25_compact,conv-50_qa_101,1
BM25_compact,conv-50_qa_102,0
BM25_compact,conv-50_qa_103,0
BM25_compact,conv-50_qa_104,1
BM25_compact,conv-50_qa_105,0
BM25_compact,conv-50_qa_106,1
BM25_compact,conv-50_qa_107,1
BM25_compact,conv-50_qa_108,1
BM25_compact,conv-50_qa_109,1
BM25_compact,conv-50_qa_11,0
BM25_compact,conv-50_qa_110,0
BM25_compact,conv-50_qa_111,1
BM25_compact,conv-50_qa_112,1
BM25_compact,conv-50_qa_113,0
BM25_compact,conv-50_qa_114,1
BM25_compact,conv-50_qa_115,1
BM25_compact,conv-50_qa_116,1
BM25_compact,conv-50_qa_117,0
BM25_compact,conv-50_qa_118,0
BM25_compact,conv-50_qa_119,0
BM25_compact,conv-50_qa_12,0
BM25_compact,conv-50_qa_120,1
BM25_compact,conv-50_qa_121,1
BM25_compact,conv-50_qa_122,1
BM25_compact,conv-50_qa_123,1
BM25_compact,conv-50_qa_124,0
BM25_compact,conv-50_qa_125,0
BM25_compact,conv-50_qa_126,1
BM25_compact,conv-50_qa_127,1
BM25_compact,conv-50_qa_128,0
BM25_compact,conv-50_qa_129,1
BM25_compact,conv-50_qa_13,1
BM25_compact,conv-50_qa_130,0
BM25_compact,conv-50_qa_131,1
BM25_compact,conv-50_qa_132,0
BM25_compact,conv-50_qa_133,1
BM25_compact,conv-50_qa_134,0
BM25_compact,conv-50_qa_135,1
BM25_compact,conv-50_qa_136,1
BM25_compact,conv-50_qa_137,1
BM25_compact,conv-50_qa_138,1
BM25_compact,conv-50_qa_139,0
BM25_compact,conv-50_qa_14,1
BM25_compact,conv-50_qa_140,0
BM25_compact,conv-50_qa_141,0
BM25_compact,conv-50_qa_142,1
BM25_compact,conv-50_qa_143,1
BM25_compact,conv-50_qa_144,1
BM25_compact,conv-50_qa_145,1
BM25_compact,conv-50_qa_146,1
BM25_compact,conv-50_qa_147,1
BM25_compact,conv-50_qa_148,1
BM25_compact,conv-50_qa_149,1
BM25_compact,conv-50_qa_15,1
BM25_compact,conv-50_qa_150,1
BM25_compact,conv-50_qa_151,0
BM25_compact,conv-50_qa_152,1
BM25_compact,conv-50_qa_153,0
BM25_compact,conv-50_qa_154,1
BM25_compact,conv-50_qa_155,1
BM25_compact,conv-50_qa_156,0
BM25_compact,conv-50_qa_157,1
BM25_compact,conv-50_qa_16,1
BM25_compact,conv-50_qa_17,0
BM25_compact,conv-50_qa_18,1
BM25_compact,conv-50_qa_19,0
BM25_compact,conv-50_qa_2,1
BM25_compact,conv-50_qa_20,0
BM25_compact,conv-50_qa_21,0
BM25_compact,conv-50_qa_22,1
BM25_compact,conv-50_qa_23,0
BM25_compact,conv-50_qa_24,1
BM25_compact,conv-50_qa_25,1
BM25_compact,conv-50_qa_26,1
BM25_compact,conv-50_qa_27,0
BM25_compact,conv-50_qa_28,1
BM25_compact,conv-50_qa_29,0
BM25_compact,conv-50_qa_3,1
BM25_compact,conv-50_qa_30,0
BM25_compact,conv-50_qa_31,0
BM25_compact,conv-50_qa_32,1
BM25_compact,conv-50_qa_33,1
BM25_compact,conv-50_qa_34,1
BM25_compact,conv-50_qa_35,1
BM25_compact,conv-50_qa_36,1
