memory_id,entities,relations,keywords
conv-41_session_16_D16:15,,,
conv-41_session_16_D16:16,,,
conv-41_session_16_D16:17,"john, reminders",appreciate,"help, john, letting, life, like, living, make, maria, moments, reminders, thanks, worth"
conv-41_session_16_D16:18,"maria, motivate",motivate,"help, impact, john, make, maria, motivate, motivated, positive, reminders, soon, stay, talk, us, well, yep"
conv-41_session_16_D16:19,,,
conv-41_session_16_D16:2,"maria, prepare",prepare,"basic, busy, cool, cover, enough, friends, fundraiser, getting, going, great, hey, homeless, hopefully, john, like, look, maria, needs, next, prepare"
conv-41_session_16_D16:3,"john, maria",help,"any, crucial, fundraiser, help, john, maria, money, need, raising, way, wow"
conv-41_session_16_D16:4,"chili, cook, maria, poster",share,"appreciate, chili, cook, fundraiser, get, help, john, maria, need, poster, thanks, word"
conv-41_session_16_D16:5,"john, maria, offer","ask, offer","anything, assist, awesome, else, john, looks, make, maria, offer, spread, sure, word, wow"
conv-41_session_16_D16:6,,,
conv-41_session_16_D16:7,"assist, finding, john, maria, volunteers, willingness",express,"anyone, around, ask, assist, awesome, cause, change, find, finding, help, john, know, let, make, maria, people, see, volunteers, wants, willingness"
conv-41_session_16_D16:8,"assistance, charity, fundraiser, john, maria",appreciate,"assistance, charity, fundraiser, go, help, john, let, maria, need, support, thanks, way"
conv-41_session_16_D16:9,,,
conv-41_session_17_D17:1,john,,"10, anymore, deal, family, goodbye, hard, hey, important, john, lately, life, long, maria, max, part, pretty, say, tail, talk, thing"
conv-41_session_17_D17:10,,,
conv-41_session_17_D17:11,"consider, john",consider,"adopting, compassion, consider, considering, dog, john, kids, love, rescue, responsibility, teach"
conv-41_session_17_D17:12,"maria, start",start,"any, dog, gives, great, help, home, idea, important, john, kids, know, let, local, loving, maria, month, need, pup, shelter, start"
conv-41_session_17_D17:13,,,
conv-41_session_17_D17:14,,,
conv-41_session_17_D17:15,,,
conv-41_session_17_D17:16,,,
conv-41_session_17_D17:2,"condolences, maria, support",offer,"condolences, coping, family, hear, john, like, lose, maria, max, pet, sorry, support, tough"
conv-41_session_17_D17:3,"john, loss, max",cope,"best, comforted, good, hey, john, keep, kind, loss, maria, max, memories, sad, still, thanks, times, tough, words"
conv-41_session_17_D17:4,,,
conv-41_session_17_D17:5,"john, max, picture",share,"cherish, coming, ensure, honor, john, let, loved, make, max, memories, ones, picture, progress, sure, weeks"
conv-41_session_17_D17:6,,,
conv-41_session_17_D17:7,"john, lessons, love, max, taught",value,"brought, family, gone, grateful, happy, heartbreaking, john, joy, lessons, lot, love, loyalty, max, much, part, peaceful, taught, think, us, yeah"
conv-41_session_17_D17:8,,,
conv-41_session_17_D17:9,,,
conv-41_session_18_D18:1,"go, maria",go,"anything, blast, camping, church, friends, fun, go, hey, john, last, lately, life, losing, maria, max, mind, nice, pet, something, sorry"
conv-41_session_18_D18:10,,,
conv-41_session_18_D18:11,"go, maria",go,"camping, climbing, go, gone, maria, mountain, never, sounds, though, thrilling, times, tried"
conv-41_session_18_D18:12,"john, plenty, times",camp,"away, awesome, get, john, love, nature, one, plenty, times, uncomplicated, way, yeah"
conv-41_session_18_D18:13,,,
conv-41_session_18_D18:14,,,
conv-41_session_18_D18:15,"aerial, maria, yoga",practice,"aerial, body, enjoy, enough, favorite, finding, focus, great, maria, mix, moment, plus, switch, things, tunes, usually, way, yoga, zen"
conv-41_session_18_D18:16,,,
conv-41_session_18_D18:17,"feel, free, make, maria, poses, yoga",enjoy,"enjoy, feel, free, john, light, make, maria, one, pick, poses, really, thanks, tough, upside, yoga"
conv-41_session_18_D18:18,,,
conv-41_session_18_D18:19,,,
conv-41_session_18_D18:2,"clear, head, helped, john, mountaineering, trip, workmates",go,"anything, awesome, camping, clear, comfort, cool, else, finding, good, great, happening, head, helped, hey, john, kind, last, life, maria, memories"
conv-41_session_18_D18:20,,,
conv-41_session_18_D18:21,,,
conv-41_session_18_D18:22,"awesome, day, john",,"awesome, day, family, fun, john, kids, lot, nice, park, playground, really, time"
conv-41_session_18_D18:23,,,
conv-41_session_18_D18:3,"maria, oregon, road, trip",go,"amazing, comfort, family, finding, glad, john, maria, mountaineering, oregon, reach, road, sounds, summit, trip, went, younger"
conv-41_session_18_D18:4,"john, summit",reach,"awesome, family, great, john, made, maria, must, prettiest, right, spot, stunning, summit, thanks, top, tough, trip, view, yeah"
conv-41_session_18_D18:5,"bridge, maria, view, waterfall",describe,"awesome, breath, bridge, hiking, maria, seeing, taking, top, view, waterfall"
conv-41_session_18_D18:6,,,
conv-41_session_18_D18:7,"calm, maria",calm,"beautiful, calm, calming, fairy, felt, like, magical, maria, sounded, surroundings, tale, truly, water"
conv-41_session_18_D18:8,"john, us",calm,"awesome, calming, huh, john, like, maria, nature, seems, sounds, us, way, wow"
conv-41_session_18_D18:9,,,
conv-41_session_19_D19:1,"gym, maria",join,"atmosphere, awesome, good, got, great, gym, hey, john, joined, last, maria, news, people, positive, routine, share, since, sticking, super, talked"
conv-41_session_19_D19:10,"john, journey, obstacles, overcame",symbolize,"commemorates, get, john, journey, maria, obstacles, overcame, overcome, symbol, thanks"
conv-41_session_19_D19:11,,,
conv-41_session_19_D19:12,"challenges, hurdles, including, issues, john, tech, various, workplace",face,"challenges, doubt, faced, grit, hardship, home, hurdles, hustle, including, issues, john, kinds, moments, path, powered, promotion, put, questioned, reminder, reward"
conv-41_session_19_D19:13,"challenges, john, maria",acknowledge,"challenges, come, deal, determination, doubt, especially, far, hurdles, imagine, incredible, inspiring, john, maria, perseverance, see, self, tough, wow"
conv-41_session_19_D19:14,"home, importance, john, support",mention,"achieved, believing, easy, helped, home, importance, john, maria, proud, really, support, thanks, tricky"
conv-41_session_19_D19:15,"importance, loved, maria, ones, support",mention,"belief, believing, got, helps, importance, incredible, john, lot, loved, maria, matters, ones, people, plus, right, seriously, support, supporting, us, yeah"
conv-41_session_19_D19:16,"john, journey, loved, ones, support",,"anything, definitely, family, john, journey, loved, lucky, maria, ones, really, support, trust, vital"
conv-41_session_19_D19:17,,,
conv-41_session_19_D19:18,,,
conv-41_session_19_D19:19,,,
conv-41_session_19_D19:2,,,
conv-41_session_19_D19:20,,,
conv-41_session_19_D19:21,"enjoy, maria",enjoy,"balance, crucial, enjoy, finding, important, lives, maria, people, taking, time, vital"
conv-41_session_19_D19:22,,,
conv-41_session_19_D19:23,"beach, maria, memory, special",share,"amazing, beach, best, colors, family, feeling, florida, gratitude, john, know, like, make, maria, memories, memory, moments, picture, sitting, special, vacation"
conv-41_session_19_D19:24,,,
conv-41_session_19_D19:25,"carefree, family, joy, maria, moments, vacations",appreciate,"carefree, cute, family, happy, john, joy, joyful, kids, look, maria, moments, must, picture, splashing, thanks, time, vacations, waves"
conv-41_session_19_D19:26,"cherishes, creating, family, john, memories, special, times, together",appreciate,"amazing, cherishes, creating, enjoying, family, great, john, life, memories, soon, special, talk, times, together, yep"
conv-41_session_19_D19:3,"endurance, maria",improve,"activities, any, awesome, endurance, get, goals, improve, john, kundalini, maria, stronger, thanks, try, trying, want, yeah, yoga"
conv-41_session_19_D19:4,,,
conv-41_session_19_D19:5,,,
conv-41_session_19_D19:6,"john, work",promote,"coming, got, happened, john, know, last, let, loooong, massive, moon, oh, promoted, since, something, spoke, sure, thing, time, work, yeah"
conv-41_session_19_D19:7,,,
conv-41_session_19_D19:8,,,
conv-41_session_19_D19:9,"john, maria, trophy",admire,"backstory, congrats, john, maria, promotion, trophy, wow"
conv-41_session_1_D1:1,,,
conv-41_session_1_D1:10,"funding, john, schools",focus,"affected, crumbling, education, funded, funding, future, generations, go, got, growing, infrastructure, john, lack, last, neighborhood, pic, properly, saw, school, schools"
conv-41_session_1_D1:11,,,
conv-41_session_1_D1:12,,,
conv-41_session_1_D1:13,,,
conv-41_session_1_D1:14,"involve, john",involve,"chat, gather, get, gonna, ideas, involve, john, leaders, local, move, next, organizations, support"
conv-41_session_1_D1:15,,,
conv-41_session_1_D1:16,,,
conv-41_session_1_D1:2,"get, john",get,"anything, back, exciting, family, fun, get, good, got, happening, hey, john, maria, road, see, trip, yesterday"
conv-41_session_1_D1:3,"aerial, maria, yoga",start,"aerial, any, busy, classes, cool, fit, great, homeless, keeping, maria, shelter, started, tried, volunteering, workout, yoga"
conv-41_session_1_D1:4,"john, kickboxing",,"cool, energy, giving, john, kickboxing, maria, much, sounds, woah"
conv-41_session_1_D1:5,,,
conv-41_session_1_D1:6,"aspire, john",aspire,"aspire, better, community, get, helping, hoping, into, john, local, love, making, maria, place, politics, really, yeah"
conv-41_session_1_D1:7,,,
conv-41_session_1_D1:8,"john, revolve",revolve,"community, education, focuses, improving, infrastructure, john, main, passionate, revolve"
conv-41_session_1_D1:9,,,
conv-41_session_20_D20:1,"maria, struggle",struggle,"fam, focusing, friends, happened, hey, john, long, lot, maria, positive, relying, since, struggle, struggling, support, talk, time"
conv-41_session_20_D20:10,"happiness, john, joy",bring,"amazing, brief, bring, difference, even, happiness, john, joy, kids, make, maria, memory, moment, nice, playing, really, sharing, shows, someone, thanks"
conv-41_session_20_D20:11,"maria, see",see,"able, brings, difference, john, joy, make, maria, nice, problem, really, see"
conv-41_session_20_D20:12,,,
conv-41_session_20_D20:13,"kindness, maria, positivity",spread,"continue, gonna, john, kindness, maria, positivity, spreading, thanks, way"
conv-41_session_20_D20:14,"john, maria",encourage,"big, difference, great, impact, john, kindness, making, maria, passing, positivity, really, way, world"
conv-41_session_20_D20:15,,,
conv-41_session_20_D20:16,,,
conv-41_session_20_D20:17,,,
conv-41_session_20_D20:18,,,
conv-41_session_20_D20:2,,,
conv-41_session_20_D20:3,"encouragement, maria, words",give,"alone, encouragement, family, giving, hey, john, maria, relief, reminding, rock, support, thanks, way, words"
conv-41_session_20_D20:4,"john, recall",recall,"air, alone, always, amazing, awesome, blast, blessing, dancing, else, energy, event, family, fun, great, john, know, last, like, live, maria"
conv-41_session_20_D20:5,,,
conv-41_session_20_D20:6,"appreciating, finding, importance, john, loved, ones",emphasize,"amazing, appreciate, appreciating, definitely, experience, finding, going, helps, importance, john, keep, life, like, linings, love, loved, maria, moments, ones, remind"
conv-41_session_20_D20:7,"maria, shelter",volunteer,"bit, even, feel, great, help, made, maria, shelter, volunteering"
conv-41_session_20_D20:8,,,
conv-41_session_20_D20:9,"kids, maria",play,"forget, kids, laughed, many, maria, met, months, one, playing, sad, shelter, someone, special, stands, suddenly, uplifting"
conv-41_session_21_D21:1,"kids, maria",meet,"back, check, get, happened, hey, john, kids, long, maria, met, much, see, shelter, sooner, sorry, time"
conv-41_session_21_D21:10,,,
conv-41_session_21_D21:11,,,
conv-41_session_21_D21:12,,,
conv-41_session_21_D21:13,,,
conv-41_session_21_D21:14,,,
conv-41_session_21_D21:15,"care, kindness, maria",appreciate,"appreciate, care, kindness, maria, quality, wonderful"
conv-41_session_21_D21:16,,,
conv-41_session_21_D21:17,,,
conv-41_session_21_D21:18,,,
conv-41_session_21_D21:19,,,
conv-41_session_21_D21:2,,,
conv-41_session_21_D21:20,,,
conv-41_session_21_D21:21,"maria, volunteer",volunteer,"difference, even, feel, like, love, makes, making, maria, one, small, volunteer, volunteering, yeah"
conv-41_session_21_D21:22,"event, john, marching, rights, veterans",participate,"awesome, even, event, however, john, keep, lot, made, marching, maria, mean, much, need, participated, remember, rights, sacrifice, show, small, support"
conv-41_session_21_D21:23,,,
conv-41_session_21_D21:24,"john, military",respect,"always, believe, great, important, john, military, respect, show, stand, support, think, wanted"
conv-41_session_21_D21:25,,,
conv-41_session_21_D21:26,"john, motivate",motivate,"activism, amazing, around, difference, important, john, make, maria, motivate, motivated, others, passion, really, reminded, shared, thanks, try, values"
conv-41_session_21_D21:27,,,
conv-41_session_21_D21:28,,,
conv-41_session_21_D21:29,,,
conv-41_session_21_D21:3,,,
conv-41_session_21_D21:4,"anything, help, john, maria, needed, willingness",express,"anything, happened, help, john, maria, needed, sad, willingness"
conv-41_session_21_D21:5,"hit, maria, time, tough","hit, stay","besides, car, cousin, everyone, find, hand, helping, hit, lending, light, maria, new, okay, place, ran, recently, red, thankfully, time, tough"
conv-41_session_21_D21:6,,,
conv-41_session_21_D21:7,"leave, maria",leave,"find, hurry, lately, leave, making, maria, new, place, progress, really, stressful, things, tough"
conv-41_session_21_D21:8,,,
conv-41_session_21_D21:9,,,
conv-41_session_22_D22:1,"communities, education, infrastructure, john, shape",think,"better, chat, communities, drives, education, growth, infrastructure, john, last, make, neighborhoods, sad, shape, since, stunt, thinking"
conv-41_session_22_D22:10,"inspire, maria",inspire,"anything, chatting, else, inspire, inspired, keeps, listening, maria, music, people, volunteering"
conv-41_session_22_D22:11,"exercise, friends, john, spending, time",inspire,"exercise, family, friends, john, spending, sure, time"
conv-41_session_22_D22:12,,,
conv-41_session_22_D22:13,,,
conv-41_session_22_D22:14,,,
conv-41_session_22_D22:15,,,
conv-41_session_22_D22:16,,,
conv-41_session_22_D22:17,"john, sunsets",see,"crazy, disconnect, find, good, john, least, maria, peace, see, sunsets, thanks, think, way, week, world"
conv-41_session_22_D22:18,"maria, time, walks",take,"big, crazy, detach, find, glad, great, impact, important, john, made, maria, nearby, park, peace, practice, regular, remind, taking, time, walks"
conv-41_session_22_D22:19,,,
conv-41_session_22_D22:2,"john, maria",agree,"agree, approach, change, communities, crucial, effects, inspiring, john, lacking, making, maria, negative, passion, play, positive, proactive, role, see, shaping, totally"
conv-41_session_22_D22:20,,,
conv-41_session_22_D22:21,,,
conv-41_session_22_D22:3,"feel, john",feel,"battle, feel, feeling, going, great, john, keeps, know, like, lot, means, people, see, support, tough, uphill, value"
conv-41_session_22_D22:4,"john, maria",support,"difference, ear, got, great, help, however, john, lend, making, maria, proud, really, something, stuff, support, system, tackling, tough"
conv-41_session_22_D22:5,"doubt, john",doubt,"appreciate, difference, doubt, family, going, hearing, helps, john, keep, knowing, lot, making, means, motivate, people, picture, really, remind, sometimes, understand"
conv-41_session_22_D22:6,,,
conv-41_session_22_D22:7,john,motivate,"birthday, change, daughter, family, fun, good, john, keep, last, maria, memories, motivates, much, picture, sara, striving, thanks, took, trip, year"
conv-41_session_22_D22:8,,,
conv-41_session_22_D22:9,"john, remember",remember,"family, get, going, hard, inspired, john, keep, keeps, look, motivation, remember, sure, times, yeah"
conv-41_session_23_D23:1,"john, last, week",hit,"area, community, fix, flood, great, hit, homes, infrastructure, john, last, lots, maria, nasty, need, old, reminding, ruined, since, talked, things"
conv-41_session_23_D23:10,,,
conv-41_session_23_D23:11,,,
conv-41_session_23_D23:12,,,
conv-41_session_23_D23:13,,,
conv-41_session_23_D23:14,"maria, mention",mention,"difference, dinner, friends, great, gym, keep, later, making, maria, mention, stuff, sure, talk, well"
conv-41_session_23_D23:2,"john, maria",empathize,"anything, area, everyone, happened, hear, help, john, maria, must, sorry, tough"
conv-41_session_23_D23:3,"community, help, initiative, john, maria, offer","appreciate, take","appreciate, chat, community, discuss, getting, help, initiative, john, lot, maria, means, offer, people, potential, really, solutions, thanks, thoughts, together"
conv-41_session_23_D23:4,"contribute, join, maria, meeting, willingness",express,"better, community, contribute, hey, john, join, let, making, maria, meeting, willingness"
conv-41_session_23_D23:5,,,
conv-41_session_23_D23:6,"commitment, determination, helping, john, maria, mention, others","admire, mention","change, commitment, community, definitely, desire, determination, forces, friend, great, helping, inspiring, john, join, let, like, make, maria, mention, others, passion"
conv-41_session_23_D23:7,"john, mention, others","mention, motivate","difference, everything, friendship, john, keep, let, lot, make, maria, mean, means, mention, motivate, others, really, support, together"
conv-41_session_23_D23:8,"believe, hope, importance, inspiring, kindness, maria, spreading","believe, emphasize","actions, believe, big, community, continue, difference, hope, impact, importance, inspire, inspiring, john, keep, kindness, let, make, maria, matter, small, spread"
conv-41_session_23_D23:9,"acknowledge, john",acknowledge,"acknowledge, count, definitely, difference, john, let, little, make, really, steps, together"
conv-41_session_24_D24:1,,,
conv-41_session_24_D24:10,,,
conv-41_session_24_D24:11,,,
conv-41_session_24_D24:12,,,
conv-41_session_24_D24:13,,,
conv-41_session_24_D24:14,"connections, enjoying, importance, life, making, maria",appreciate,"connections, enjoying, glad, importance, john, life, making, maria, moments, simpler, sure, understand"
conv-41_session_24_D24:15,,,
conv-41_session_24_D24:16,"joy, maria",bring,"acts, big, brings, definitely, difference, effect, even, good, helping, john, joy, keep, kindness, let, little, make, maria, others, working"
conv-41_session_24_D24:17,,,
conv-41_session_24_D24:2,,,
conv-41_session_24_D24:3,"hospital, john, veteran",visit,"cool, elderly, filled, heard, heartbreaking, hope, hospital, inspiring, john, join, military, named, really, reminded, resilience, samuel, seeing, stories, veteran, wanted"
conv-41_session_24_D24:4,,,
conv-41_session_24_D24:5,"john, passionate, people",work,"always, anything, family, fun, great, john, lately, like, maria, organization, part, passionate, people, supporting, thanks, work"
conv-41_session_24_D24:6,"charades, games, hunt, like, maria, scavenger",play,"ate, charades, chilled, church, food, friends, games, great, hunt, last, like, maria, picnic, played, scavenger, trees, weekend, yeah, yummy"
conv-41_session_24_D24:7,,,
conv-41_session_24_D24:8,,,
conv-41_session_24_D24:9,"activities, arts, crafts, fun, john, like",set,"activities, always, arts, blast, bring, crafts, creative, everyone, fun, games, great, important, john, joy, kids, laughter, like, really, setting, sides"
conv-41_session_25_D25:1,"job, john, new",enjoy,"changed, encouraging, enjoying, good, hi, inspiring, job, john, last, lot, maria, new, really, since, super, talk, team, time"
conv-41_session_25_D25:10,,,
conv-41_session_25_D25:11,"john, studio, yoga",attend,"awesome, chill, go, instructors, john, often, really, studio, vibe, yoga, yup"
conv-41_session_25_D25:12,,,
conv-41_session_25_D25:13,"attend, john",attend,"attend, bunch, circuit, interesting, john, keeps, kickboxing, like, offer, things, training, yeah, yoga"
conv-41_session_25_D25:14,,,
conv-41_session_25_D25:15,,,
conv-41_session_25_D25:16,,,
conv-41_session_25_D25:17,"classes, john, training, weight",,"challenging, classes, done, far, john, kinda, like, peaceful, training, weight, yoga"
conv-41_session_25_D25:18,,,
conv-41_session_25_D25:19,,,
conv-41_session_25_D25:2,"church, friends, maria",hike,"church, enjoy, experience, felt, friends, glad, going, good, great, hey, hiking, important, john, last, maria, nature, people, refreshing, supportive, surrounded"
conv-41_session_25_D25:20,"cakes, maria",bake,"bake, cakes, cheers, john, know, let, maria, soon, talk"
conv-41_session_25_D25:3,,,
conv-41_session_25_D25:4,"laugh, maria",laugh,"beauty, connections, laugh, make, maria, nature, take, together, uplifting, wanted"
conv-41_session_25_D25:5,,,
conv-41_session_25_D25:6,,,
conv-41_session_25_D25:7,,,
conv-41_session_25_D25:8,"maria, plan",plan,"explore, gonna, maria, month, next, plan, shelters, volunteer, wait"
conv-41_session_25_D25:9,,,
conv-41_session_26_D26:1,"baked, drive, goods, maria","drive, drop","baked, drive, dropped, ever, going, goods, great, help, hey, homeless, hope, interesting, john, last, maria, motivated, ok, people, shelter, stuff"
conv-41_session_26_D26:10,"background, bond, john, military, sense",mention,"background, bond, community, contribute, different, feel, felt, helpful, john, maria, military, protecting, really, sense, serving, since, skills, talents, time, yeah"
conv-41_session_26_D26:11,"john, rely",rely,"bond, difference, found, friends, glad, huge, john, makes, rely, strong"
conv-41_session_26_D26:12,,,
conv-41_session_26_D26:13,"maria, photo, reminds, volunteer, work",share,"awesome, feels, got, great, help, john, kind, maria, matters, people, photo, reminds, shot, volunteer, volunteered, work, yeah"
conv-41_session_26_D26:14,,,
conv-41_session_26_D26:15,,,
conv-41_session_26_D26:16,,,
conv-41_session_26_D26:17,,,
conv-41_session_26_D26:2,"brigade, firefighting, john",join,"awesome, back, brigade, community, difference, drive, feeling, fighting, fire, firefighting, give, great, help, hey, homeless, inspired, john, joined, last, made"
conv-41_session_26_D26:3,,,
conv-41_session_26_D26:4,"brigade, call, firefighting, first, john",,"awesome, brigade, call, changed, firefighting, first, help, helping, intense, john, last, maria, need, others, really, relief, responded, rewarding, seeing, situation"
conv-41_session_26_D26:5,,,
conv-41_session_26_D26:6,"family, john",save,"able, arrived, building, burning, chaotic, difference, energy, family, got, john, knowing, made, pulled, purpose, save, surge, together, wild, worth"
conv-41_session_26_D26:7,,,
conv-41_session_26_D26:8,,,
conv-41_session_26_D26:9,,,
conv-41_session_27_D27:1,"john, military",advocate,"advocates, asked, awesome, back, coming, cool, courageous, family, friends, group, hey, hope, john, join, many, maria, military, nation, ok, part"
conv-41_session_27_D27:10,,,
conv-41_session_27_D27:11,"humble, john",humble,"awestruck, humble, humbled, john"
conv-41_session_27_D27:12,"maria, remember",remember,"appreciate, feel, generations, humble, imagining, important, makes, maria, memorial, military, remember, served, visiting, younger"
conv-41_session_27_D27:13,,,
conv-41_session_27_D27:14,"contributions, kids, maria, veterans",teach,"contributions, great, important, john, kids, like, maria, need, people, super, teach, thing, us, veterans, yeah"
conv-41_session_27_D27:15,,,
conv-41_session_27_D27:16,,,
conv-41_session_27_D27:2,maria,start,"go, helping, homeless, john, maria, part, rewarding, shelter, veterans, volunteering, way, wow"
conv-41_session_27_D27:3,,,
conv-41_session_27_D27:4,"homeless, maria, shelter",volunteer,"ago, any, asked, experience, family, fulfilling, help, homeless, made, maria, needed, reached, really, said, shelter, since, started, streets, struggling, volunteering"
conv-41_session_27_D27:5,"homeless, john, maria, shelter, volunteer, work",admire,"admire, awesome, homeless, impact, john, made, maria, really, seriously, shelter, volunteer, work, wow"
conv-41_session_27_D27:6,,,
conv-41_session_27_D27:7,,,
conv-41_session_27_D27:8,"cindy, maria, resident, shelter",mention,"cindy, expression, gratitude, heartfelt, impact, maria, one, receive, resident, residents, shelter, shows, support, wrote"
conv-41_session_27_D27:9,"experience, john, meaningful",,"cool, difference, experience, impact, inspiring, john, kids, last, like, made, making, maria, meaningful, memorial, military, really, week, wow"
conv-41_session_28_D28:1,"job, john",lose,"chatting, coming, company, crazy, engineering, great, happened, hey, job, john, last, lost, maria, mechanical, never, really, rough, saw, since, talked"
conv-41_session_28_D28:10,"compassion, importance, important, kindness, maria, rewarding","believe, volunteer","any, compassion, experiences, importance, important, john, kindness, like, maria, moments, remind, rewarding, share, thanks, volunteer"
conv-41_session_28_D28:11,"center, community, john, rundown, satisfy","renovate, satisfy","able, back, care, center, community, definitely, helped, home, impact, john, last, lately, lot, much, renovate, rundown, satisfy, seeing, took, volunteer"
conv-41_session_28_D28:12,,,
conv-41_session_28_D28:13,,,
conv-41_session_28_D28:14,,,
conv-41_session_28_D28:15,,,
conv-41_session_28_D28:16,,,
conv-41_session_28_D28:17,,,
conv-41_session_28_D28:18,,,
conv-41_session_28_D28:19,,,
conv-41_session_28_D28:2,,,
conv-41_session_28_D28:3,"job, john",lose,"care, change, gave, industry, into, job, john, looking, maria, maybe, need, opportunities, push, stay, tech, thanks, tough, trying"
conv-41_session_28_D28:4,,,
conv-41_session_28_D28:5,"job, john",find,"company, contribute, different, feels, found, great, hardware, job, john, learn, like, maria, mechanical, needs, opportunity, skills, team, tech, thanks, think"
conv-41_session_28_D28:6,"encouragement, maria, support",offer,"adaptable, encouragement, good, great, job, john, like, luck, maria, perfect, sounds, support, sure, wow"
conv-41_session_28_D28:7,,,
conv-41_session_28_D28:8,"church, community, friends, maria, work",engage,"big, church, community, difference, even, friends, hey, john, makes, maria, positive, rewarding, staying, super, times, took, tough, work, yesterday"
conv-41_session_28_D28:9,,,
conv-41_session_29_D29:1,"homeless, maria, shelter",volunteer,"check, gave, glad, going, help, hey, homeless, humbling, john, last, maria, medal, really, shelter, volunteered, wanted, week, wild"
conv-41_session_29_D29:10,"john, organize",organize,"abuse, awareness, cause, domestic, event, funds, helps, john, local, many, organization, organize, people, raised, suffer, unfortunate, victims, worked, yep"
conv-41_session_29_D29:11,"maria, support",support,"abuse, awareness, domestic, fighting, funds, great, horrible, important, john, maria, oof, organizations, raising, really, sad, support"
conv-41_session_29_D29:12,"abuse, causes, domestic, important, john, like, supporting, victims",come,"abuse, cause, causes, come, domestic, gotta, important, issue, john, like, maria, people, really, see, supporting, thanks, together, tough, victims, wonderful"
conv-41_session_29_D29:13,"awareness, causes, community, importance, maria, spreading, supporting",agree,"action, agree, awareness, causes, community, great, importance, john, keep, let, like, maria, power, see, spreading, supporting"
conv-41_session_29_D29:14,,,
conv-41_session_29_D29:15,,,
conv-41_session_29_D29:16,,,
conv-41_session_29_D29:17,"appreciate, maria",appreciate,"appreciate, cool, friend, john, let, like, maria, motivated, passionate, really, soon, talk, yeah"
conv-41_session_29_D29:18,"causes, john, maria, motivation, passion, supporting",value,"big, causes, difference, friends, john, later, like, make, maria, motivation, passion, supporting, talk, yeah"
conv-41_session_29_D29:2,"heartwarming, maria",inspire,"amazing, cause, community, congrats, event, good, got, great, heartwarming, help, hey, last, many, maria, money, much, participated, people, raise, really"
conv-41_session_29_D29:3,,,
conv-41_session_29_D29:4,"charity, john, neighborhood, run",organize,"5k, able, cause, charity, day, families, funds, good, help, john, neighborhood, pic, raise, run, set, veterans"
conv-41_session_29_D29:5,"admiration, maria",express,"admiration, awesome, cause, honor, important, initiative, john, know, like, maria, organized, photo, powerful, run, shared, someone, takes, tell"
conv-41_session_29_D29:6,,,
conv-41_session_29_D29:7,,,
conv-41_session_29_D29:8,"challenges, charity, getting, john, run, sponsors",face,"awesome, businesses, challenges, charity, definitely, different, difficult, ended, event, getting, hit, john, made, maria, means, paid, reach, run, several, sponsors"
conv-41_session_29_D29:9,,,
conv-41_session_2_D2:1,"car, maria, old",donate,"campaign, car, chatted, days, donated, going, hearabout, hey, homeless, john, keen, maria, meantime, old, shelter, since, volunteer, yesterday"
conv-41_session_2_D2:10,"john, motivation, source, strength",serve,"determined, family, give, gives, help, john, lot, love, makes, maria, motivating, motivation, never, pic, really, reason, source, strength, thanks"
conv-41_session_2_D2:11,,,
conv-41_session_2_D2:12,,,
conv-41_session_2_D2:13,,,
conv-41_session_2_D2:14,,,
conv-41_session_2_D2:15,,,
conv-41_session_2_D2:16,"enjoy, john",enjoy,"awesome, blast, climbing, connect, enjoy, family, games, john, love, maria, playing, sliding, thanks, way"
conv-41_session_2_D2:17,"enjoy, maria",enjoy,"connections, enjoy, fam, friends, game, hike, love, maria, matter, movies, nights, place, quality, small, spending, time, usually, watch"
conv-41_session_2_D2:18,,,
conv-41_session_2_D2:19,,,
conv-41_session_2_D2:2,"john, network",network,"far, get, hi, input, interesting, john, maria, network, networking, people, ride"
conv-41_session_2_D2:20,,,
conv-41_session_2_D2:21,,,
conv-41_session_2_D2:22,,,
conv-41_session_2_D2:23,,,
conv-41_session_2_D2:24,"john, pizzas",enjoy,"anything, family, fun, great, john, lately, made, making, meal, much, picking, pizza, pizzas, sharing, tasty, together, toppings"
conv-41_session_2_D2:25,"cobbler, maria, peach",make,"blast, bond, cobbler, great, laughing, made, making, maria, peach, picture, pizzas, recently, way"
conv-41_session_2_D2:26,,,
conv-41_session_2_D2:27,,,
conv-41_session_2_D2:28,"john, taekwondo",practice,"cherishing, great, john, keep, let, loved, making, memories, ones, taekwondo, time, yep"
conv-41_session_2_D2:3,,,
conv-41_session_2_D2:4,"john, motivate",motivate,"amazing, area, better, education, fired, john, make, motivate, passion, really, shared, someone, stories, talked"
conv-41_session_2_D2:5,,,
conv-41_session_2_D2:6,,,
conv-41_session_2_D2:7,"believe, maria",believe,"amazing, believe, big, commitment, difference, enthusiasm, even, impressed, john, lots, make, maria, minor, people, really, system, tweaks, yeah"
conv-41_session_2_D2:8,,,
conv-41_session_2_D2:9,,,
conv-41_session_30_D30:1,"coco, maria",name,"adorable, ago, coco, got, guess, hey, john, long, maria, name, puppy, talk, time, two, weeks"
conv-41_session_30_D30:10,"john, nature",value,"amazing, john, life, like, little, made, mind, moments, nature, peaceful, pretty, remember, restarting, savor, spirit, things, yeah"
conv-41_session_30_D30:11,"maria, nature",acknowledge,"amazing, capture, like, maria, nature, photos, reset, souls, yeah"
conv-41_session_30_D30:12,,,
