qa_id,evidence_id,memory_id,sample_id
conv-41_qa_16,D9:2,conv-41_session_9_D9:2,conv-41
conv-41_qa_17,D9:6,conv-41_session_9_D9:6,conv-41
conv-41_qa_18,D7:16,conv-41_session_7_D7:16,conv-41
conv-41_qa_18,D10:1,conv-41_session_10_D10:1,conv-41
conv-41_qa_19,D11:1,conv-41_session_11_D11:1,conv-41
conv-41_qa_19,D4:2,conv-41_session_4_D4:2,conv-41
conv-41_qa_20,D11:3,conv-41_session_11_D11:3,conv-41
conv-41_qa_20,D11:5,conv-41_session_11_D11:5,conv-41
conv-41_qa_21,D11:5,conv-41_session_11_D11:5,conv-41
conv-41_qa_21,D12:17,conv-41_session_12_D12:17,conv-41
conv-41_qa_22,D12:9,conv-41_session_12_D12:9,conv-41
conv-41_qa_23,D2:25,conv-41_session_2_D2:25,conv-41
conv-41_qa_23,D13:18,conv-41_session_13_D13:18,conv-41
conv-41_qa_24,D13:3,conv-41_session_13_D13:3,conv-41
conv-41_qa_25,D13:24,conv-41_session_13_D13:24,conv-41
conv-41_qa_25,D8:15,conv-41_session_8_D8:15,conv-41
conv-41_qa_26,D14:10,conv-41_session_14_D14:10,conv-41
conv-41_qa_26,D11:10,conv-41_session_11_D11:10,conv-41
conv-41_qa_27,D15:11,conv-41_session_15_D15:11,conv-41
conv-41_qa_28,D15:3,conv-41_session_15_D15:3,conv-41
conv-41_qa_28,D12:5,conv-41_session_12_D12:5,conv-41
conv-41_qa_28,D9:8,conv-41_session_9_D9:8,conv-41
conv-41_qa_28,D1:8,conv-41_session_1_D1:8,conv-41
conv-41_qa_29,D16:4,conv-41_session_16_D16:4,conv-41
conv-41_qa_29,D15:18,conv-41_session_15_D15:18,conv-41
conv-41_qa_30,D2:1,conv-41_session_2_D2:1,conv-41
conv-41_qa_30,D11:10,conv-41_session_11_D11:10,conv-41
conv-41_qa_30,D17:12,conv-41_session_17_D17:12,conv-41
conv-41_qa_31,D17:1,conv-41_session_17_D17:1,conv-41
conv-41_qa_32,D18:2,conv-41_session_18_D18:2,conv-41
conv-41_qa_32,D16:2,conv-41_session_16_D16:2,conv-41
conv-41_qa_33,D1:3,conv-41_session_1_D1:3,conv-41
conv-41_qa_33,D18:15,conv-41_session_18_D18:15,conv-41
conv-41_qa_33,D19:3,conv-41_session_19_D19:3,conv-41
conv-41_qa_34,D19:1,conv-41_session_19_D19:1,conv-41
conv-41_qa_35,D19:23,conv-41_session_19_D19:23,conv-41
conv-41_qa_35,D18:3,conv-41_session_18_D18:3,conv-41
conv-41_qa_36,D20:4,conv-41_session_20_D20:4,conv-41
conv-41_qa_36,D8:12,conv-41_session_8_D8:12,conv-41
conv-41_qa_37,D15:1,conv-41_session_15_D15:1,conv-41
conv-41_qa_37,D15:11,conv-41_session_15_D15:11,conv-41
conv-41_qa_37,D21:22,conv-41_session_21_D21:22,conv-41
conv-41_qa_37,D24:1,conv-41_session_24_D24:1,conv-41
conv-41_qa_37,D29:4,conv-41_session_29_D29:4,conv-41
conv-41_qa_38,D21:3,conv-41_session_21_D21:3,conv-41
conv-41_qa_39,D21:3,conv-41_session_21_D21:3,conv-41
conv-41_qa_40,D8:4,conv-41_session_8_D8:4,conv-41
conv-41_qa_40,D22:7,conv-41_session_22_D22:7,conv-41
conv-41_qa_41,D22:15,conv-41_session_22_D22:15,conv-41
conv-41_qa_42,D14:21,conv-41_session_14_D14:21,conv-41
conv-41_qa_42,D23:1,conv-41_session_23_D23:1,conv-41
conv-41_qa_43,D23:1,conv-41_session_23_D23:1,conv-41
conv-41_qa_44,D25:2,conv-41_session_25_D25:2,conv-41
conv-41_qa_44,D24:6,conv-41_session_24_D24:6,conv-41
conv-41_qa_44,D28:5,conv-41_session_28_D28:5,conv-41
conv-41_qa_45,D24:3,conv-41_session_24_D24:3,conv-41
conv-41_qa_45,D7:2,conv-41_session_7_D7:2,conv-41
conv-41_qa_46,D25:2,conv-41_session_25_D25:2,conv-41
conv-41_qa_47,D25:17,conv-41_session_25_D25:17,conv-41
conv-41_qa_47,D25:13,conv-41_session_25_D25:13,conv-41
conv-41_qa_47,D10:1,conv-41_session_10_D10:1,conv-41
conv-41_qa_47,D1:4,conv-41_session_1_D1:4,conv-41
conv-41_qa_48,D26:4,conv-41_session_26_D26:4,conv-41
conv-41_qa_49,D26:1,conv-41_session_26_D26:1,conv-41
conv-41_qa_49,D25:19,conv-41_session_25_D25:19,conv-41
conv-41_qa_50,D26:6,conv-41_session_26_D26:6,conv-41
conv-41_qa_50,D2:14,conv-41_session_2_D2:14,conv-41
conv-41_qa_50,D3:5,conv-41_session_3_D3:5,conv-41
conv-41_qa_50,D4:6,conv-41_session_4_D4:6,conv-41
conv-41_qa_51,D27:4,conv-41_session_27_D27:4,conv-41
conv-41_qa_52,D27:8,conv-41_session_27_D27:8,conv-41
conv-41_qa_52,D21:19,conv-41_session_21_D21:19,conv-41
conv-41_qa_53,D28:11,conv-41_session_28_D28:11,conv-41
conv-41_qa_54,D28:8,conv-41_session_28_D28:8,conv-41
conv-41_qa_55,D29:1,conv-41_session_29_D29:1,conv-41
conv-41_qa_56,D29:2,conv-41_session_29_D29:2,conv-41
conv-41_qa_56,D29:4,conv-41_session_29_D29:4,conv-41
conv-41_qa_57,D3:5,conv-41_session_3_D3:5,conv-41
conv-41_qa_57,D6:12,conv-41_session_6_D6:12,conv-41
conv-41_qa_57,D29:4,conv-41_session_29_D29:4,conv-41
conv-41_qa_57,D29:10,conv-41_session_29_D29:10,conv-41
conv-41_qa_58,D30:1,conv-41_session_30_D30:1,conv-41
conv-41_qa_59,D30:6,conv-41_session_30_D30:6,conv-41
conv-41_qa_60,D30:1,conv-41_session_30_D30:1,conv-41
conv-41_qa_60,D31:4,conv-41_session_31_D31:4,conv-41
conv-41_qa_61,D31:2,conv-41_session_31_D31:2,conv-41
conv-41_qa_62,D30:1,conv-41_session_30_D30:1,conv-41
conv-41_qa_62,D31:2,conv-41_session_31_D31:2,conv-41
conv-41_qa_63,D30:1,conv-41_session_30_D30:1,conv-41
conv-41_qa_63,D31:2,conv-41_session_31_D31:2,conv-41
conv-41_qa_64,D32:14,conv-41_session_32_D32:14,conv-41
conv-41_qa_64,D5:8,conv-41_session_5_D5:8,conv-41
conv-41_qa_64,D11:10,conv-41_session_11_D11:10,conv-41
conv-41_qa_64,D27:4,conv-41_session_27_D27:4,conv-41
conv-41_qa_65,D1:8,conv-41_session_1_D1:8,conv-41
conv-41_qa_66,D1:10,conv-41_session_1_D1:10,conv-41
conv-41_qa_67,D1:12,conv-41_session_1_D1:12,conv-41
conv-41_qa_68,D1:3,conv-41_session_1_D1:3,conv-41
conv-41_qa_69,D2:1,conv-41_session_2_D2:1,conv-41
conv-41_qa_70,D2:24,conv-41_session_2_D2:24,conv-41
conv-41_qa_71,D3:1,conv-41_session_3_D3:1,conv-41
conv-41_qa_72,D3:5,conv-41_session_3_D3:5,conv-41
conv-41_qa_73,D5:8,conv-41_session_5_D5:8,conv-41
conv-41_qa_74,D5:10,conv-41_session_5_D5:10,conv-41
conv-41_qa_75,D7:7,conv-41_session_7_D7:7,conv-41
conv-41_qa_76,D7:4,conv-41_session_7_D7:4,conv-41
conv-41_qa_77,D7:16,conv-41_session_7_D7:16,conv-41
conv-41_qa_78,D8:4,conv-41_session_8_D8:4,conv-41
conv-41_qa_79,D8:8,conv-41_session_8_D8:8,conv-41
conv-41_qa_80,D8:15,conv-41_session_8_D8:15,conv-41
conv-41_qa_81,D8:15,conv-41_session_8_D8:15,conv-41
conv-41_qa_82,D9:2,conv-41_session_9_D9:2,conv-41
conv-41_qa_83,D9:8,conv-41_session_9_D9:8,conv-41
conv-41_qa_84,D10:10,conv-41_session_10_D10:10,conv-41
conv-41_qa_85,D10:13,conv-41_session_10_D10:13,conv-41
conv-41_qa_86,D11:1,conv-41_session_11_D11:1,conv-41
conv-41_qa_87,D11:5,conv-41_session_11_D11:5,conv-41
conv-41_qa_88,D12:1,conv-41_session_12_D12:1,conv-41
conv-41_qa_89,D12:3,conv-41_session_12_D12:3,conv-41
conv-41_qa_90,D12:5,conv-41_session_12_D12:5,conv-41
conv-41_qa_91,D12:9,conv-41_session_12_D12:9,conv-41
conv-41_qa_92,D13:7,conv-41_session_13_D13:7,conv-41
conv-41_qa_93,D13:5,conv-41_session_13_D13:5,conv-41
conv-41_qa_94,D13:18,conv-41_session_13_D13:18,conv-41
conv-41_qa_95,D13:16,conv-41_session_13_D13:16,conv-41
conv-41_qa_96,D14:10,conv-41_session_14_D14:10,conv-41
conv-41_qa_97,D14:10,conv-41_session_14_D14:10,conv-41
conv-41_qa_98,D15:13,conv-41_session_15_D15:13,conv-41
conv-41_qa_99,D15:13,conv-41_session_15_D15:13,conv-41
conv-41_qa_100,D15:13,conv-41_session_15_D15:13,conv-41
conv-41_qa_101,D16:2,conv-41_session_16_D16:2,conv-41
conv-41_qa_102,D16:4,conv-41_session_16_D16:4,conv-41
conv-41_qa_103,D17:1,conv-41_session_17_D17:1,conv-41
conv-41_qa_104,D17:1,conv-41_session_17_D17:1,conv-41
conv-41_qa_105,D17:11,conv-41_session_17_D17:11,conv-41
conv-41_qa_106,D17:11,conv-41_session_17_D17:11,conv-41
conv-41_qa_107,D17:12,conv-41_session_17_D17:12,conv-41
conv-41_qa_108,D18:7,conv-41_session_18_D18:7,conv-41
conv-41_qa_109,D18:17,conv-41_session_18_D18:17,conv-41
conv-41_qa_110,D19:1,conv-41_session_19_D19:1,conv-41
conv-41_qa_111,D19:3,conv-41_session_19_D19:3,conv-41
conv-41_qa_112,D19:8,conv-41_session_19_D19:8,conv-41
conv-41_qa_113,D19:12,conv-41_session_19_D19:12,conv-41
conv-41_qa_114,D19:12,conv-41_session_19_D19:12,conv-41
conv-41_qa_115,D20:4,conv-41_session_20_D20:4,conv-41
conv-41_qa_116,D21:5,conv-41_session_21_D21:5,conv-41
conv-41_qa_117,D21:22,conv-41_session_21_D21:22,conv-41
conv-41_qa_118,D21:24,conv-41_session_21_D21:24,conv-41
conv-41_qa_119,D22:17,conv-41_session_22_D22:17,conv-41
conv-41_qa_120,D23:1,conv-41_session_23_D23:1,conv-41
conv-41_qa_121,D23:1,conv-41_session_23_D23:1,conv-41
conv-41_qa_122,D23:1,conv-41_session_23_D23:1,conv-41
conv-41_qa_123,D23:14,conv-41_session_23_D23:14,conv-41
conv-41_qa_124,D24:8,conv-41_session_24_D24:8,conv-41
conv-41_qa_125,D24:3,conv-41_session_24_D24:3,conv-41
conv-41_qa_126,D24:1,conv-41_session_24_D24:1,conv-41
conv-41_qa_127,D24:3,conv-41_session_24_D24:3,conv-41
conv-41_qa_128,D25:2,conv-41_session_25_D25:2,conv-41
conv-41_qa_129,D25:14,conv-41_session_25_D25:14,conv-41
conv-41_qa_130,D25:17,conv-41_session_25_D25:17,conv-41
conv-41_qa_131,D26:1,conv-41_session_26_D26:1,conv-41
conv-41_qa_132,D27:4,conv-41_session_27_D27:4,conv-41
conv-41_qa_133,D27:9,conv-41_session_27_D27:9,conv-41
conv-41_qa_134,D27:11,conv-41_session_27_D27:11,conv-41
conv-41_qa_135,D27:12,conv-41_session_27_D27:12,conv-41
conv-41_qa_136,D27:13,conv-41_session_27_D27:13,conv-41
conv-41_qa_137,D28:1,conv-41_session_28_D28:1,conv-41
conv-41_qa_138,D28:8,conv-41_session_28_D28:8,conv-41
conv-41_qa_139,D28:11,conv-41_session_28_D28:11,conv-41
conv-41_qa_140,D29:4,conv-41_session_29_D29:4,conv-41
conv-41_qa_141,D29:10,conv-41_session_29_D29:10,conv-41
conv-41_qa_142,D29:1,conv-41_session_29_D29:1,conv-41
conv-41_qa_143,D30:1,conv-41_session_30_D30:1,conv-41
conv-41_qa_144,D30:6,conv-41_session_30_D30:6,conv-41
conv-41_qa_145,D30:6,conv-41_session_30_D30:6,conv-41
conv-41_qa_146,D30:14,conv-41_session_30_D30:14,conv-41
conv-41_qa_147,D31:4,conv-41_session_31_D31:4,conv-41
conv-41_qa_148,D31:10,conv-41_session_31_D31:10,conv-41
conv-41_qa_149,D31:1,conv-41_session_31_D31:1,conv-41
conv-41_qa_150,D31:19,conv-41_session_31_D31:19,conv-41
conv-41_qa_151,D32:11,conv-41_session_32_D32:11,conv-41
conv-41_qa_152,D1:8,conv-41_session_1_D1:8,conv-41
conv-41_qa_153,D2:1,conv-41_session_2_D2:1,conv-41
conv-41_qa_154,D5:8,conv-41_session_5_D5:8,conv-41
conv-41_qa_155,D7:4,conv-41_session_7_D7:4,conv-41
conv-41_qa_156,D7:16,conv-41_session_7_D7:16,conv-41
conv-41_qa_157,D8:4,conv-41_session_8_D8:4,conv-41
conv-41_qa_158,D8:8,conv-41_session_8_D8:8,conv-41
conv-41_qa_159,D8:15,conv-41_session_8_D8:15,conv-41
conv-41_qa_160,D8:15,conv-41_session_8_D8:15,conv-41
conv-41_qa_161,D9:2,conv-41_session_9_D9:2,conv-41
conv-41_qa_162,D9:8,conv-41_session_9_D9:8,conv-41
conv-41_qa_163,D12:3,conv-41_session_12_D12:3,conv-41
conv-41_qa_164,D12:5,conv-41_session_12_D12:5,conv-41
conv-41_qa_165,D13:7,conv-41_session_13_D13:7,conv-41
conv-41_qa_166,D13:5,conv-41_session_13_D13:5,conv-41
conv-41_qa_167,D13:18,conv-41_session_13_D13:18,conv-41
conv-41_qa_168,D14:10,conv-41_session_14_D14:10,conv-41
conv-41_qa_169,D14:10,conv-41_session_14_D14:10,conv-41
conv-41_qa_170,D17:1,conv-41_session_17_D17:1,conv-41
conv-41_qa_171,D17:11,conv-41_session_17_D17:11,conv-41
conv-41_qa_172,D17:11,conv-41_session_17_D17:11,conv-41
conv-41_qa_173,D18:7,conv-41_session_18_D18:7,conv-41
conv-41_qa_174,D18:17,conv-41_session_18_D18:17,conv-41
conv-41_qa_175,D19:8,conv-41_session_19_D19:8,conv-41
conv-41_qa_176,D19:12,conv-41_session_19_D19:12,conv-41
conv-41_qa_177,D21:5,conv-41_session_21_D21:5,conv-41
conv-41_qa_178,D21:22,conv-41_session_21_D21:22,conv-41
conv-41_qa_179,D23:1,conv-41_session_23_D23:1,conv-41
conv-41_qa_180,D24:3,conv-41_session_24_D24:3,conv-41
conv-41_qa_181,D24:1,conv-41_session_24_D24:1,conv-41
conv-41_qa_182,D24:3,conv-41_session_24_D24:3,conv-41
conv-41_qa_183,D27:11,conv-41_session_27_D27:11,conv-41
conv-41_qa_184,D27:12,conv-41_session_27_D27:12,conv-41
conv-41_qa_185,D28:1,conv-41_session_28_D28:1,conv-41
conv-41_qa_186,D29:4,conv-41_session_29_D29:4,conv-41
conv-41_qa_187,D29:10,conv-41_session_29_D29:10,conv-41
conv-41_qa_188,D29:1,conv-41_session_29_D29:1,conv-41
conv-41_qa_189,D30:1,conv-41_session_30_D30:1,conv-41
conv-41_qa_190,D30:6,conv-41_session_30_D30:6,conv-41
conv-41_qa_191,D31:4,conv-41_session_31_D31:4,conv-41
conv-41_qa_192,D31:10,conv-41_session_31_D31:10,conv-41
conv-42_qa_0,D1:7,conv-42_session_1_D1:7,conv-42
conv-42_qa_1,D1:10,conv-42_session_1_D1:10,conv-42
conv-42_qa_1,D1:11,conv-42_session_1_D1:11,conv-42
conv-42_qa_1,D1:12,conv-42_session_1_D1:12,conv-42
conv-42_qa_1,D3:4,conv-42_session_3_D3:4,conv-42
conv-42_qa_1,D4:9,conv-42_session_4_D4:9,conv-42
conv-42_qa_1,D10:9,conv-42_session_10_D10:9,conv-42
conv-42_qa_1,D20:2,conv-42_session_20_D20:2,conv-42
conv-42_qa_2,D1:18,conv-42_session_1_D1:18,conv-42
conv-42_qa_3,D1:3,conv-42_session_1_D1:3,conv-42
conv-42_qa_4,D2:23,conv-42_session_2_D2:23,conv-42
conv-42_qa_5,D1:10,conv-42_session_1_D1:10,conv-42
conv-42_qa_5,D2:25,conv-42_session_2_D2:25,conv-42
conv-42_qa_6,D2:12,conv-42_session_2_D2:12,conv-42
conv-42_qa_7,D2:3,conv-42_session_2_D2:3,conv-42
conv-42_qa_8,D2:12,conv-42_session_2_D2:12,conv-42
conv-42_qa_9,D2:3,conv-42_session_2_D2:3,conv-42
conv-42_qa_10,D2:7,conv-42_session_2_D2:7,conv-42
conv-42_qa_10,D3:1,conv-42_session_3_D3:1,conv-42
conv-42_qa_11,D4:4,conv-42_session_4_D4:4,conv-42
conv-42_qa_11,D5:11,conv-42_session_5_D5:11,conv-42
conv-42_qa_11,D2:23,conv-42_session_2_D2:23,conv-42
conv-42_qa_12,D5:11,conv-42_session_5_D5:11,conv-42
conv-42_qa_12,D2:23,conv-42_session_2_D2:23,conv-42
conv-42_qa_13,D6:2,conv-42_session_6_D6:2,conv-42
conv-42_qa_14,D7:1,conv-42_session_7_D7:1,conv-42
conv-42_qa_15,D7:1,conv-42_session_7_D7:1,conv-42
conv-42_qa_16,D7:1,conv-42_session_7_D7:1,conv-42
conv-42_qa_16,D7:3,conv-42_session_7_D7:3,conv-42
conv-42_qa_17,D10:1,conv-42_session_10_D10:1,conv-42
conv-42_qa_18,D11:7,conv-42_session_11_D11:7,conv-42
conv-42_qa_19,D8:4,conv-42_session_8_D8:4,conv-42
conv-42_qa_19,D11:3,conv-42_session_11_D11:3,conv-42
conv-42_qa_20,D12:3,conv-42_session_12_D12:3,conv-42
conv-42_qa_21,D12:3,conv-42_session_12_D12:3,conv-42
conv-42_qa_22,D12:13,conv-42_session_12_D12:13,conv-42
conv-42_qa_22,D12:14,conv-42_session_12_D12:14,conv-42
conv-42_qa_23,D14:1,conv-42_session_14_D14:1,conv-42
conv-42_qa_23,D3:1,conv-42_session_3_D3:1,conv-42
conv-42_qa_23,D2:7,conv-42_session_2_D2:7,conv-42
conv-42_qa_23,D24:12,conv-42_session_24_D24:12,conv-42
conv-42_qa_23,D24:13,conv-42_session_24_D24:13,conv-42
conv-42_qa_24,D14:20,conv-42_session_14_D14:20,conv-42
conv-42_qa_25,D14:19,conv-42_session_14_D14:19,conv-42
conv-42_qa_26,D14:8,conv-42_session_14_D14:8,conv-42
conv-42_qa_27,D2:7,conv-42_session_2_D2:7,conv-42
conv-42_qa_27,D16:1,conv-42_session_16_D16:1,conv-42
conv-42_qa_28,D16:8,conv-42_session_16_D16:8,conv-42
conv-42_qa_29,D16:11,conv-42_session_16_D16:11,conv-42
conv-42_qa_30,D2:3,conv-42_session_2_D2:3,conv-42
conv-42_qa_30,D17:14,conv-42_session_17_D17:14,conv-42
conv-42_qa_30,D18:1,conv-42_session_18_D18:1,conv-42
conv-42_qa_30,D18:5,conv-42_session_18_D18:5,conv-42
conv-42_qa_31,D17:1,conv-42_session_17_D17:1,conv-42
conv-42_qa_32,D17:4,conv-42_session_17_D17:4,conv-42
conv-42_qa_33,D18:5,conv-42_session_18_D18:5,conv-42
conv-42_qa_34,D3:17,conv-42_session_3_D3:17,conv-42
conv-42_qa_34,D19:14,conv-42_session_19_D19:14,conv-42
conv-42_qa_34,D19:16,conv-42_session_19_D19:16,conv-42
conv-42_qa_35,D19:9,conv-42_session_19_D19:9,conv-42
conv-42_qa_36,D19:6,conv-42_session_19_D19:6,conv-42
conv-42_qa_37,D19:1,conv-42_session_19_D19:1,conv-42
conv-42_qa_38,D21:9,conv-42_session_21_D21:9,conv-42
conv-42_qa_39,D21:4,conv-42_session_21_D21:4,conv-42
conv-42_qa_40,D21:1,conv-42_session_21_D21:1,conv-42
conv-42_qa_41,D22:1,conv-42_session_22_D22:1,conv-42
conv-42_qa_42,D3:17,conv-42_session_3_D3:17,conv-42
conv-42_qa_42,D10:1,conv-42_session_10_D10:1,conv-42
conv-42_qa_42,D22:8,conv-42_session_22_D22:8,conv-42
conv-42_qa_43,D17:14,conv-42_session_17_D17:14,conv-42
conv-42_qa_43,D22:9,conv-42_session_22_D22:9,conv-42
conv-42_qa_44,D22:2,conv-42_session_22_D22:2,conv-42
conv-42_qa_45,D22:9,conv-42_session_22_D22:9,conv-42
conv-42_qa_46,D16:2,conv-42_session_16_D16:2,conv-42
conv-42_qa_46,D23:7,conv-42_session_23_D23:7,conv-42
conv-42_qa_47,D14:8,conv-42_session_14_D14:8,conv-42
conv-42_qa_47,D23:1,conv-42_session_23_D23:1,conv-42
conv-42_qa_48,D23:1,conv-42_session_23_D23:1,conv-42
conv-42_qa_49,D14:1,conv-42_session_14_D14:1,conv-42
conv-42_qa_49,D24:12,conv-42_session_24_D24:12,conv-42
conv-42_qa_50,D13:9,conv-42_session_13_D13:9,conv-42
conv-42_qa_50,D24:2,conv-42_session_24_D24:2,conv-42
conv-42_qa_51,D13:9,conv-42_session_13_D13:9,conv-42
conv-42_qa_51,D24:2,conv-42_session_24_D24:2,conv-42
conv-42_qa_52,D15:1,conv-42_session_15_D15:1,conv-42
conv-42_qa_52,D25:2,conv-42_session_25_D25:2,conv-42
conv-42_qa_53,D5:4,conv-42_session_5_D5:4,conv-42
conv-42_qa_53,D25:15,conv-42_session_25_D25:15,conv-42
conv-42_qa_54,D25:1,conv-42_session_25_D25:1,conv-42
conv-42_qa_55,D4:6,conv-42_session_4_D4:6,conv-42
conv-42_qa_55,D7:6,conv-42_session_7_D7:6,conv-42
conv-42_qa_55,D11:11,conv-42_session_11_D11:11,conv-42
conv-42_qa_55,D26:3,conv-42_session_26_D26:3,conv-42
conv-42_qa_55,D26:7,conv-42_session_26_D26:7,conv-42
conv-42_qa_55,D25:10,conv-42_session_25_D25:10,conv-42
conv-42_qa_56,D5:6,conv-42_session_5_D5:6,conv-42
conv-42_qa_56,D26:9,conv-42_session_26_D26:9,conv-42
conv-42_qa_57,D26:19,conv-42_session_26_D26:19,conv-42
conv-42_qa_58,D2:14,conv-42_session_2_D2:14,conv-42
conv-42_qa_58,D9:12,conv-42_session_9_D9:12,conv-42
conv-42_qa_58,D9:14,conv-42_session_9_D9:14,conv-42
conv-42_qa_58,D10:11,conv-42_session_10_D10:11,conv-42
conv-42_qa_58,D19:17,conv-42_session_19_D19:17,conv-42
conv-42_qa_58,D27:23,conv-42_session_27_D27:23,conv-42
conv-42_qa_58,D10:19,conv-42_session_10_D10:19,conv-42
conv-42_qa_59,D15:9,conv-42_session_15_D15:9,conv-42
conv-42_qa_59,D27:34,conv-42_session_27_D27:34,conv-42
conv-42_qa_60,D27:23,conv-42_session_27_D27:23,conv-42
conv-42_qa_61,D22:2,conv-42_session_22_D22:2,conv-42
conv-42_qa_61,D27:21,conv-42_session_27_D27:21,conv-42
conv-42_qa_61,D27:15,conv-42_session_27_D27:15,conv-42
conv-42_qa_62,D14:1,conv-42_session_14_D14:1,conv-42
conv-42_qa_62,D18:5,conv-42_session_18_D18:5,conv-42
conv-42_qa_63,D10:6,conv-42_session_10_D10:6,conv-42
conv-42_qa_63,D27:1,conv-42_session_27_D27:1,conv-42
conv-42_qa_63,D27:23,conv-42_session_27_D27:23,conv-42
conv-42_qa_63,D1:7,conv-42_session_1_D1:7,conv-42
conv-42_qa_63,D23:17,conv-42_session_23_D23:17,conv-42
conv-42_qa_64,D27:1,conv-42_session_27_D27:1,conv-42
conv-42_qa_65,D27:1,conv-42_session_27_D27:1,conv-42
conv-42_qa_66,D5:8,conv-42_session_5_D5:8,conv-42
conv-42_qa_66,D19:3,conv-42_session_19_D19:3,conv-42
conv-42_qa_66,D25:19,conv-42_session_25_D25:19,conv-42
conv-42_qa_66,D28:25,conv-42_session_28_D28:25,conv-42
conv-42_qa_67,D8:3,conv-42_session_8_D8:3,conv-42
conv-42_qa_67,D12:3,conv-42_session_12_D12:3,conv-42
conv-42_qa_67,D28:23,conv-42_session_28_D28:23,conv-42
conv-42_qa_68,D7:6,conv-42_session_7_D7:6,conv-42
conv-42_qa_68,D11:5,conv-42_session_11_D11:5,conv-42
conv-42_qa_68,D14:21,conv-42_session_14_D14:21,conv-42
conv-42_qa_68,D28:22,conv-42_session_28_D28:22,conv-42
conv-42_qa_69,D8:3,conv-42_session_8_D8:3,conv-42
conv-42_qa_69,D28:23,conv-42_session_28_D28:23,conv-42
conv-42_qa_70,D25:21,conv-42_session_25_D25:21,conv-42
conv-42_qa_70,D25:23,conv-42_session_25_D25:23,conv-42
conv-42_qa_70,D28:31,conv-42_session_28_D28:31,conv-42
conv-42_qa_71,D11:9,conv-42_session_11_D11:9,conv-42
conv-42_qa_71,D28:23,conv-42_session_28_D28:23,conv-42
conv-42_qa_72,D28:32,conv-42_session_28_D28:32,conv-42
conv-42_qa_73,D28:22,conv-42_session_28_D28:22,conv-42
conv-42_qa_74,D1:16,conv-42_session_1_D1:16,conv-42
conv-42_qa_74,D3:17,conv-42_session_3_D3:17,conv-42
conv-42_qa_74,D15:14,conv-42_session_15_D15:14,conv-42
conv-42_qa_74,D15:15,conv-42_session_15_D15:15,conv-42
conv-42_qa_74,D19:15,conv-42_session_19_D19:15,conv-42
conv-42_qa_74,D19:16,conv-42_session_19_D19:16,conv-42
conv-42_qa_74,D23:26,conv-42_session_23_D23:26,conv-42
conv-42_qa_75,D3:4,conv-42_session_3_D3:4,conv-42
conv-42_qa_75,D3:10,conv-42_session_3_D3:10,conv-42
conv-42_qa_75,D21:10,conv-42_session_21_D21:10,conv-42
conv-42_qa_75,D3:12,conv-42_session_3_D3:12,conv-42
conv-42_qa_76,D18:8,conv-42_session_18_D18:8,conv-42
conv-42_qa_76,D21:4,conv-42_session_21_D21:4,conv-42
conv-42_qa_77,D10:4,conv-42_session_10_D10:4,conv-42
conv-42_qa_78,D1:3,conv-42_session_1_D1:3,conv-42
conv-42_qa_78,D6:7,conv-42_session_6_D6:7,conv-42
conv-42_qa_78,D10:4,conv-42_session_10_D10:4,conv-42
conv-42_qa_78,D14:8,conv-42_session_14_D14:8,conv-42
conv-42_qa_78,D17:1,conv-42_session_17_D17:1,conv-42
conv-42_qa_78,D19:1,conv-42_session_19_D19:1,conv-42
conv-42_qa_78,D20:1,conv-42_session_20_D20:1,conv-42
conv-42_qa_78,D22:2,conv-42_session_22_D22:2,conv-42
conv-42_qa_78,D27:1,conv-42_session_27_D27:1,conv-42
conv-42_qa_79,D2:3,conv-42_session_2_D2:3,conv-42
conv-42_qa_79,D4:10,conv-42_session_4_D4:10,conv-42
conv-42_qa_79,D5:1,conv-42_session_5_D5:1,conv-42
conv-42_qa_79,D12:13,conv-42_session_12_D12:13,conv-42
conv-42_qa_79,D12:14,conv-42_session_12_D12:14,conv-42
conv-42_qa_80,D1:3,conv-42_session_1_D1:3,conv-42
conv-42_qa_80,D10:4,conv-42_session_10_D10:4,conv-42
conv-42_qa_80,D14:8,conv-42_session_14_D14:8,conv-42
conv-42_qa_80,D17:1,conv-42_session_17_D17:1,conv-42
conv-42_qa_80,D19:1,conv-42_session_19_D19:1,conv-42
conv-42_qa_80,D22:2,conv-42_session_22_D22:2,conv-42
conv-42_qa_80,D27:1,conv-42_session_27_D27:1,conv-42
conv-42_qa_81,D10:9,conv-42_session_10_D10:9,conv-42
conv-42_qa_81,D10:11,conv-42_session_10_D10:11,conv-42
conv-42_qa_81,D19:8,conv-42_session_19_D19:8,conv-42
conv-42_qa_81,D20:2,conv-42_session_20_D20:2,conv-42
conv-42_qa_81,D20:10,conv-42_session_20_D20:10,conv-42
conv-42_qa_81,D21:11,conv-42_session_21_D21:11,conv-42
conv-42_qa_81,D22:1,conv-42_session_22_D22:1,conv-42
conv-42_qa_81,D21:3,conv-42_session_21_D21:3,conv-42
conv-42_qa_81,D21:17,conv-42_session_21_D21:17,conv-42
conv-42_qa_82,D3:4,conv-42_session_3_D3:4,conv-42
conv-42_qa_82,D4:3,conv-42_session_4_D4:3,conv-42
conv-42_qa_83,D18:8,conv-42_session_18_D18:8,conv-42
conv-42_qa_83,D26:12,conv-42_session_26_D26:12,conv-42
conv-42_qa_83,D14:16,conv-42_session_14_D14:16,conv-42
