memory_id,conversation_id,representation,token_count
conv-41_session_16_D16:4,conv-41,"Entities: chili, cook, maria, poster
Relations: share
Keywords: appreciate, chili, cook, fundraiser, get, help, john, maria, need, poster, thanks, word",20
conv-41_session_16_D16:5,conv-41,"Entities: john, maria, offer
Relations: ask, offer
Keywords: anything, assist, awesome, else, john, looks, make, maria, offer, spread, sure, word, wow",21
conv-41_session_16_D16:6,conv-41,,0
conv-41_session_16_D16:7,conv-41,"Entities: assist, finding, john, maria, volunteers, willingness
Relations: express
Keywords: anyone, around, ask, assist, awesome, cause, change, find, finding, help, john, know, let, make, maria, people, see, volunteers, wants, willingness",30
conv-41_session_16_D16:8,conv-41,"Entities: assistance, charity, fundraiser, john, maria
Relations: appreciate
Keywords: assistance, charity, fundraiser, go, help, john, let, maria, need, support, thanks, way",21
conv-41_session_16_D16:9,conv-41,,0
conv-41_session_16_D16:10,conv-41,"Entities: john, like, maria, motivating, passionate, people
Relations: work
Keywords: john, like, maria, motivating, passionate, people, really, working, yeah",19
conv-41_session_16_D16:11,conv-41,"Entities: family, john, picture
Relations: share
Keywords: beach, difference, fam, family, john, keep, making, maria, pic, picture, yeah",18
conv-41_session_16_D16:12,conv-41,,0
conv-41_session_16_D16:13,conv-41,"Entities: john, life, little, moments
Relations: value
Keywords: give, hope, john, life, like, little, maria, moments, thanks",17
conv-41_session_16_D16:14,conv-41,"Entities: maria, share
Relations: share
Keywords: appreciate, give, john, life, make, maria, peace, share, yeah",15
conv-41_session_16_D16:15,conv-41,,0
conv-41_session_16_D16:16,conv-41,,0
conv-41_session_16_D16:17,conv-41,"Entities: john, reminders
Relations: appreciate
Keywords: help, john, letting, life, like, living, make, maria, moments, reminders, thanks, worth",18
conv-41_session_16_D16:18,conv-41,"Entities: maria, motivate
Relations: motivate
Keywords: help, impact, john, make, maria, motivate, motivated, positive, reminders, soon, stay, talk, us, well, yep",21
conv-41_session_16_D16:19,conv-41,,0
conv-41_session_17_D17:1,conv-41,"Entities: john
Keywords: 10, anymore, deal, family, goodbye, hard, hey, important, john, lately, life, long, maria, max, part, pretty, say, tail, talk, thing",23
conv-41_session_17_D17:2,conv-41,"Entities: condolences, maria, support
Relations: offer
Keywords: condolences, coping, family, hear, john, like, lose, maria, max, pet, sorry, support, tough",20
conv-41_session_17_D17:3,conv-41,"Entities: john, loss, max
Relations: cope
Keywords: best, comforted, good, hey, john, keep, kind, loss, maria, max, memories, sad, still, thanks, times, tough, words",24
conv-41_session_17_D17:4,conv-41,,0
conv-41_session_17_D17:5,conv-41,"Entities: john, max, picture
Relations: share
Keywords: cherish, coming, ensure, honor, john, let, loved, make, max, memories, ones, picture, progress, sure, weeks",22
conv-41_session_17_D17:6,conv-41,,0
conv-41_session_17_D17:7,conv-41,"Entities: john, lessons, love, max, taught
Relations: value
Keywords: brought, family, gone, grateful, happy, heartbreaking, john, joy, lessons, lot, love, loyalty, max, much, part, peaceful, taught, think, us, yeah",29
conv-41_session_17_D17:8,conv-41,,0
conv-41_session_17_D17:9,conv-41,,0
conv-41_session_17_D17:10,conv-41,,0
conv-41_session_17_D17:11,conv-41,"Entities: consider, john
Relations: consider
Keywords: adopting, compassion, consider, considering, dog, john, kids, love, rescue, responsibility, teach",17
conv-41_session_17_D17:12,conv-41,"Entities: maria, start
Relations: start
Keywords: any, dog, gives, great, help, home, idea, important, john, kids, know, let, local, loving, maria, month, need, pup, shelter, start",26
conv-41_session_17_D17:13,conv-41,,0
conv-41_session_17_D17:14,conv-41,,0
conv-41_session_17_D17:15,conv-41,,0
conv-41_session_17_D17:16,conv-41,,0
conv-41_session_18_D18:1,conv-41,"Entities: go, maria
Relations: go
Keywords: anything, blast, camping, church, friends, fun, go, hey, john, last, lately, life, losing, maria, max, mind, nice, pet, something, sorry",26
conv-41_session_18_D18:2,conv-41,"Entities: clear, head, helped, john, mountaineering, trip, workmates
Relations: go
Keywords: anything, awesome, camping, clear, comfort, cool, else, finding, good, great, happening, head, helped, hey, john, kind, last, life, maria, memories",31
conv-41_session_18_D18:3,conv-41,"Entities: maria, oregon, road, trip
Relations: go
Keywords: amazing, comfort, family, finding, glad, john, maria, mountaineering, oregon, reach, road, sounds, summit, trip, went, younger",24
conv-41_session_18_D18:4,conv-41,"Entities: john, summit
Relations: reach
Keywords: awesome, family, great, john, made, maria, must, prettiest, right, spot, stunning, summit, thanks, top, tough, trip, view, yeah",24
conv-41_session_18_D18:5,conv-41,"Entities: bridge, maria, view, waterfall
Relations: describe
Keywords: awesome, breath, bridge, hiking, maria, seeing, taking, top, view, waterfall",18
conv-41_session_18_D18:6,conv-41,,0
conv-41_session_18_D18:7,conv-41,"Entities: calm, maria
Relations: calm
Keywords: beautiful, calm, calming, fairy, felt, like, magical, maria, sounded, surroundings, tale, truly, water",19
conv-41_session_18_D18:8,conv-41,"Entities: john, us
Relations: calm
Keywords: awesome, calming, huh, john, like, maria, nature, seems, sounds, us, way, wow",18
conv-41_session_18_D18:9,conv-41,,0
conv-41_session_18_D18:10,conv-41,,0
conv-41_session_18_D18:11,conv-41,"Entities: go, maria
Relations: go
Keywords: camping, climbing, go, gone, maria, mountain, never, sounds, though, thrilling, times, tried",18
conv-41_session_18_D18:12,conv-41,"Entities: john, plenty, times
Relations: camp
Keywords: away, awesome, get, john, love, nature, one, plenty, times, uncomplicated, way, yeah",19
conv-41_session_18_D18:13,conv-41,,0
conv-41_session_18_D18:14,conv-41,,0
conv-41_session_18_D18:15,conv-41,"Entities: aerial, maria, yoga
Relations: practice
Keywords: aerial, body, enjoy, enough, favorite, finding, focus, great, maria, mix, moment, plus, switch, things, tunes, usually, way, yoga, zen",26
conv-41_session_18_D18:16,conv-41,,0
conv-41_session_18_D18:17,conv-41,"Entities: feel, free, make, maria, poses, yoga
Relations: enjoy
Keywords: enjoy, feel, free, john, light, make, maria, one, pick, poses, really, thanks, tough, upside, yoga",25
conv-41_session_18_D18:18,conv-41,,0
conv-41_session_18_D18:19,conv-41,,0
conv-41_session_18_D18:20,conv-41,,0
conv-41_session_18_D18:21,conv-41,,0
conv-41_session_18_D18:22,conv-41,"Entities: awesome, day, john
Keywords: awesome, day, family, fun, john, kids, lot, nice, park, playground, really, time",17
conv-41_session_18_D18:23,conv-41,,0
conv-41_session_19_D19:1,conv-41,"Entities: gym, maria
Relations: join
Keywords: atmosphere, awesome, good, got, great, gym, hey, john, joined, last, maria, news, people, positive, routine, share, since, sticking, super, talked",26
conv-41_session_19_D19:2,conv-41,,0
conv-41_session_19_D19:3,conv-41,"Entities: endurance, maria
Relations: improve
Keywords: activities, any, awesome, endurance, get, goals, improve, john, kundalini, maria, stronger, thanks, try, trying, want, yeah, yoga",23
conv-41_session_19_D19:4,conv-41,,0
conv-41_session_19_D19:5,conv-41,,0
conv-41_session_19_D19:6,conv-41,"Entities: john, work
Relations: promote
Keywords: coming, got, happened, john, know, last, let, loooong, massive, moon, oh, promoted, since, something, spoke, sure, thing, time, work, yeah",26
conv-41_session_19_D19:7,conv-41,,0
conv-41_session_19_D19:8,conv-41,,0
conv-41_session_19_D19:9,conv-41,"Entities: john, maria, trophy
Relations: admire
Keywords: backstory, congrats, john, maria, promotion, trophy, wow",14
conv-41_session_19_D19:10,conv-41,"Entities: john, journey, obstacles, overcame
Relations: symbolize
Keywords: commemorates, get, john, journey, maria, obstacles, overcame, overcome, symbol, thanks",18
conv-41_session_19_D19:11,conv-41,,0
conv-41_session_19_D19:12,conv-41,"Entities: challenges, hurdles, including, issues, john, tech, various, workplace
Relations: face
Keywords: challenges, doubt, faced, grit, hardship, home, hurdles, hustle, including, issues, john, kinds, moments, path, powered, promotion, put, questioned, reminder, reward",32
conv-41_session_19_D19:13,conv-41,"Entities: challenges, john, maria
Relations: acknowledge
Keywords: challenges, come, deal, determination, doubt, especially, far, hurdles, imagine, incredible, inspiring, john, maria, perseverance, see, self, tough, wow",25
conv-41_session_19_D19:14,conv-41,"Entities: home, importance, john, support
Relations: mention
Keywords: achieved, believing, easy, helped, home, importance, john, maria, proud, really, support, thanks, tricky",21
conv-41_session_19_D19:15,conv-41,"Entities: importance, loved, maria, ones, support
Relations: mention
Keywords: belief, believing, got, helps, importance, incredible, john, lot, loved, maria, matters, ones, people, plus, right, seriously, support, supporting, us, yeah",29
conv-41_session_19_D19:16,conv-41,"Entities: john, journey, loved, ones, support
Keywords: anything, definitely, family, john, journey, loved, lucky, maria, ones, really, support, trust, vital",20
conv-41_session_19_D19:17,conv-41,,0
conv-41_session_19_D19:18,conv-41,,0
conv-41_session_19_D19:19,conv-41,,0
conv-41_session_19_D19:20,conv-41,,0
conv-41_session_19_D19:21,conv-41,"Entities: enjoy, maria
Relations: enjoy
Keywords: balance, crucial, enjoy, finding, important, lives, maria, people, taking, time, vital",17
conv-41_session_19_D19:22,conv-41,,0
conv-41_session_19_D19:23,conv-41,"Entities: beach, maria, memory, special
Relations: share
Keywords: amazing, beach, best, colors, family, feeling, florida, gratitude, john, know, like, make, maria, memories, memory, moments, picture, sitting, special, vacation",28
conv-41_session_19_D19:24,conv-41,,0
conv-41_session_19_D19:25,conv-41,"Entities: carefree, family, joy, maria, moments, vacations
Relations: appreciate
Keywords: carefree, cute, family, happy, john, joy, joyful, kids, look, maria, moments, must, picture, splashing, thanks, time, vacations, waves",28
conv-41_session_19_D19:26,conv-41,"Entities: cherishes, creating, family, john, memories, special, times, together
Relations: appreciate
Keywords: amazing, cherishes, creating, enjoying, family, great, john, life, memories, soon, special, talk, times, together, yep",27
conv-41_session_2_D2:1,conv-41,"Entities: car, maria, old
Relations: donate
Keywords: campaign, car, chatted, days, donated, going, hearabout, hey, homeless, john, keen, maria, meantime, old, shelter, since, volunteer, yesterday",25
conv-41_session_2_D2:2,conv-41,"Entities: john, network
Relations: network
Keywords: far, get, hi, input, interesting, john, maria, network, networking, people, ride",17
conv-41_session_2_D2:3,conv-41,,0
conv-41_session_2_D2:4,conv-41,"Entities: john, motivate
Relations: motivate
Keywords: amazing, area, better, education, fired, john, make, motivate, passion, really, shared, someone, stories, talked",20
conv-41_session_2_D2:5,conv-41,,0
conv-41_session_2_D2:6,conv-41,,0
conv-41_session_2_D2:7,conv-41,"Entities: believe, maria
Relations: believe
Keywords: amazing, believe, big, commitment, difference, enthusiasm, even, impressed, john, lots, make, maria, minor, people, really, system, tweaks, yeah",24
conv-41_session_2_D2:8,conv-41,,0
conv-41_session_2_D2:9,conv-41,,0
conv-41_session_2_D2:10,conv-41,"Entities: john, motivation, source, strength
Relations: serve
Keywords: determined, family, give, gives, help, john, lot, love, makes, maria, motivating, motivation, never, pic, really, reason, source, strength, thanks",27
conv-41_session_2_D2:11,conv-41,,0
conv-41_session_2_D2:12,conv-41,,0
conv-41_session_2_D2:13,conv-41,,0
conv-41_session_2_D2:14,conv-41,,0
conv-41_session_2_D2:15,conv-41,,0
conv-41_session_2_D2:16,conv-41,"Entities: enjoy, john
Relations: enjoy
Keywords: awesome, blast, climbing, connect, enjoy, family, games, john, love, maria, playing, sliding, thanks, way",20
conv-41_session_2_D2:17,conv-41,"Entities: enjoy, maria
Relations: enjoy
Keywords: connections, enjoy, fam, friends, game, hike, love, maria, matter, movies, nights, place, quality, small, spending, time, usually, watch",24
conv-41_session_2_D2:18,conv-41,,0
conv-41_session_2_D2:19,conv-41,,0
conv-41_session_2_D2:20,conv-41,,0
conv-41_session_2_D2:21,conv-41,,0
conv-41_session_2_D2:22,conv-41,,0
conv-41_session_2_D2:23,conv-41,,0
conv-41_session_2_D2:24,conv-41,"Entities: john, pizzas
Relations: enjoy
Keywords: anything, family, fun, great, john, lately, made, making, meal, much, picking, pizza, pizzas, sharing, tasty, together, toppings",23
conv-41_session_2_D2:25,conv-41,"Entities: cobbler, maria, peach
Relations: make
Keywords: blast, bond, cobbler, great, laughing, made, making, maria, peach, picture, pizzas, recently, way",20
conv-41_session_2_D2:26,conv-41,,0
conv-41_session_2_D2:27,conv-41,,0
conv-41_session_2_D2:28,conv-41,"Entities: john, taekwondo
Relations: practice
Keywords: cherishing, great, john, keep, let, loved, making, memories, ones, taekwondo, time, yep",18
conv-41_session_20_D20:1,conv-41,"Entities: maria, struggle
Relations: struggle
Keywords: fam, focusing, friends, happened, hey, john, long, lot, maria, positive, relying, since, struggle, struggling, support, talk, time",23
conv-41_session_20_D20:2,conv-41,,0
conv-41_session_20_D20:3,conv-41,"Entities: encouragement, maria, words
Relations: give
Keywords: alone, encouragement, family, giving, hey, john, maria, relief, reminding, rock, support, thanks, way, words",21
conv-41_session_20_D20:4,conv-41,"Entities: john, recall
Relations: recall
Keywords: air, alone, always, amazing, awesome, blast, blessing, dancing, else, energy, event, family, fun, great, john, know, last, like, live, maria",26
conv-41_session_20_D20:5,conv-41,,0
conv-41_session_20_D20:6,conv-41,"Entities: appreciating, finding, importance, john, loved, ones
Relations: emphasize
Keywords: amazing, appreciate, appreciating, definitely, experience, finding, going, helps, importance, john, keep, life, like, linings, love, loved, maria, moments, ones, remind",30
conv-41_session_20_D20:7,conv-41,"Entities: maria, shelter
Relations: volunteer
Keywords: bit, even, feel, great, help, made, maria, shelter, volunteering",15
conv-41_session_20_D20:8,conv-41,,0
conv-41_session_20_D20:9,conv-41,"Entities: kids, maria
Relations: play
Keywords: forget, kids, laughed, many, maria, met, months, one, playing, sad, shelter, someone, special, stands, suddenly, uplifting",22
conv-41_session_20_D20:10,conv-41,"Entities: happiness, john, joy
Relations: bring
Keywords: amazing, brief, bring, difference, even, happiness, john, joy, kids, make, maria, memory, moment, nice, playing, really, sharing, shows, someone, thanks",27
conv-41_session_20_D20:11,conv-41,"Entities: maria, see
Relations: see
Keywords: able, brings, difference, john, joy, make, maria, nice, problem, really, see",17
conv-41_session_20_D20:12,conv-41,,0
conv-41_session_20_D20:13,conv-41,"Entities: kindness, maria, positivity
Relations: spread
Keywords: continue, gonna, john, kindness, maria, positivity, spreading, thanks, way",16
conv-41_session_20_D20:14,conv-41,"Entities: john, maria
Relations: encourage
Keywords: big, difference, great, impact, john, kindness, making, maria, passing, positivity, really, way, world",19
conv-41_session_20_D20:15,conv-41,,0
conv-41_session_20_D20:16,conv-41,,0
conv-41_session_20_D20:17,conv-41,,0
conv-41_session_20_D20:18,conv-41,,0
conv-41_session_21_D21:1,conv-41,"Entities: kids, maria
Relations: meet
Keywords: back, check, get, happened, hey, john, kids, long, maria, met, much, see, shelter, sooner, sorry, time",22
conv-41_session_21_D21:2,conv-41,,0
conv-41_session_21_D21:3,conv-41,,0
conv-41_session_21_D21:4,conv-41,"Entities: anything, help, john, maria, needed, willingness
Relations: express
Keywords: anything, happened, help, john, maria, needed, sad, willingness",18
conv-41_session_21_D21:5,conv-41,"Entities: hit, maria, time, tough
Relations: hit, stay
Keywords: besides, car, cousin, everyone, find, hand, helping, hit, lending, light, maria, new, okay, place, ran, recently, red, thankfully, time, tough",29
conv-41_session_21_D21:6,conv-41,,0
conv-41_session_21_D21:7,conv-41,"Entities: leave, maria
Relations: leave
Keywords: find, hurry, lately, leave, making, maria, new, place, progress, really, stressful, things, tough",19
conv-41_session_21_D21:8,conv-41,,0
conv-41_session_21_D21:9,conv-41,,0
conv-41_session_21_D21:10,conv-41,,0
conv-41_session_21_D21:11,conv-41,,0
conv-41_session_21_D21:12,conv-41,,0
conv-41_session_21_D21:13,conv-41,,0
conv-41_session_21_D21:14,conv-41,,0
conv-41_session_21_D21:15,conv-41,"Entities: care, kindness, maria
Relations: appreciate
Keywords: appreciate, care, kindness, maria, quality, wonderful",13
conv-41_session_21_D21:16,conv-41,,0
conv-41_session_21_D21:17,conv-41,,0
conv-41_session_21_D21:18,conv-41,,0
conv-41_session_21_D21:19,conv-41,,0
conv-41_session_21_D21:20,conv-41,,0
conv-41_session_21_D21:21,conv-41,"Entities: maria, volunteer
Relations: volunteer
Keywords: difference, even, feel, like, love, makes, making, maria, one, small, volunteer, volunteering, yeah",19
conv-41_session_21_D21:22,conv-41,"Entities: event, john, marching, rights, veterans
Relations: participate
Keywords: awesome, even, event, however, john, keep, lot, made, marching, maria, mean, much, need, participated, remember, rights, sacrifice, show, small, support",29
conv-41_session_21_D21:23,conv-41,,0
conv-41_session_21_D21:24,conv-41,"Entities: john, military
Relations: respect
Keywords: always, believe, great, important, john, military, respect, show, stand, support, think, wanted",18
conv-41_session_21_D21:25,conv-41,,0
conv-41_session_21_D21:26,conv-41,"Entities: john, motivate
Relations: motivate
Keywords: activism, amazing, around, difference, important, john, make, maria, motivate, motivated, others, passion, really, reminded, shared, thanks, try, values",24
conv-41_session_21_D21:27,conv-41,,0
conv-41_session_21_D21:28,conv-41,,0
conv-41_session_21_D21:29,conv-41,,0
conv-41_session_22_D22:1,conv-41,"Entities: communities, education, infrastructure, john, shape
Relations: think
Keywords: better, chat, communities, drives, education, growth, infrastructure, john, last, make, neighborhoods, sad, shape, since, stunt, thinking",25
conv-41_session_22_D22:2,conv-41,"Entities: john, maria
Relations: agree
Keywords: agree, approach, change, communities, crucial, effects, inspiring, john, lacking, making, maria, negative, passion, play, positive, proactive, role, see, shaping, totally",26
conv-41_session_22_D22:3,conv-41,"Entities: feel, john
Relations: feel
Keywords: battle, feel, feeling, going, great, john, keeps, know, like, lot, means, people, see, support, tough, uphill, value",23
conv-41_session_22_D22:4,conv-41,"Entities: john, maria
Relations: support
Keywords: difference, ear, got, great, help, however, john, lend, making, maria, proud, really, something, stuff, support, system, tackling, tough",24
conv-41_session_22_D22:5,conv-41,"Entities: doubt, john
Relations: doubt
Keywords: appreciate, difference, doubt, family, going, hearing, helps, john, keep, knowing, lot, making, means, motivate, people, picture, really, remind, sometimes, understand",26
conv-41_session_22_D22:6,conv-41,,0
conv-41_session_22_D22:7,conv-41,"Entities: john
Relations: motivate
Keywords: birthday, change, daughter, family, fun, good, john, keep, last, maria, memories, motivates, much, picture, sara, striving, thanks, took, trip, year",25
conv-41_session_22_D22:8,conv-41,,0
conv-41_session_22_D22:9,conv-41,"Entities: john, remember
Relations: remember
Keywords: family, get, going, hard, inspired, john, keep, keeps, look, motivation, remember, sure, times, yeah",20
conv-41_session_22_D22:10,conv-41,"Entities: inspire, maria
Relations: inspire
Keywords: anything, chatting, else, inspire, inspired, keeps, listening, maria, music, people, volunteering",17
conv-41_session_22_D22:11,conv-41,"Entities: exercise, friends, john, spending, time
Relations: inspire
Keywords: exercise, family, friends, john, spending, sure, time",16
conv-41_session_22_D22:12,conv-41,,0
conv-41_session_22_D22:13,conv-41,,0
conv-41_session_22_D22:14,conv-41,,0
conv-41_session_22_D22:15,conv-41,,0
conv-41_session_22_D22:16,conv-41,,0
conv-41_session_22_D22:17,conv-41,"Entities: john, sunsets
Relations: see
Keywords: crazy, disconnect, find, good, john, least, maria, peace, see, sunsets, thanks, think, way, week, world",21
conv-41_session_22_D22:18,conv-41,"Entities: maria, time, walks
Relations: take
Keywords: big, crazy, detach, find, glad, great, impact, important, john, made, maria, nearby, park, peace, practice, regular, remind, taking, time, walks",27
conv-41_session_22_D22:19,conv-41,,0
conv-41_session_22_D22:20,conv-41,,0
conv-41_session_22_D22:21,conv-41,,0
conv-41_session_23_D23:1,conv-41,"Entities: john, last, week
Relations: hit
Keywords: area, community, fix, flood, great, hit, homes, infrastructure, john, last, lots, maria, nasty, need, old, reminding, ruined, since, talked, things",27
conv-41_session_23_D23:2,conv-41,"Entities: john, maria
Relations: empathize
Keywords: anything, area, everyone, happened, hear, help, john, maria, must, sorry, tough",17
conv-41_session_23_D23:3,conv-41,"Entities: community, help, initiative, john, maria, offer
Relations: appreciate, take
Keywords: appreciate, chat, community, discuss, getting, help, initiative, john, lot, maria, means, offer, people, potential, really, solutions, thanks, thoughts, together",30
conv-41_session_23_D23:4,conv-41,"Entities: contribute, join, maria, meeting, willingness
Relations: express
Keywords: better, community, contribute, hey, john, join, let, making, maria, meeting, willingness",20
conv-41_session_23_D23:5,conv-41,,0
conv-41_session_23_D23:6,conv-41,"Entities: commitment, determination, helping, john, maria, mention, others
Relations: admire, mention
Keywords: change, commitment, community, definitely, desire, determination, forces, friend, great, helping, inspiring, john, join, let, like, make, maria, mention, others, passion",32
conv-41_session_23_D23:7,conv-41,"Entities: john, mention, others
Relations: mention, motivate
Keywords: difference, everything, friendship, john, keep, let, lot, make, maria, mean, means, mention, motivate, others, really, support, together",25
conv-41_session_23_D23:8,conv-41,"Entities: believe, hope, importance, inspiring, kindness, maria, spreading
Relations: believe, emphasize
Keywords: actions, believe, big, community, continue, difference, hope, impact, importance, inspire, inspiring, john, keep, kindness, let, make, maria, matter, small, spread",32
conv-41_session_23_D23:9,conv-41,"Entities: acknowledge, john
Relations: acknowledge
Keywords: acknowledge, count, definitely, difference, john, let, little, make, really, steps, together",17
conv-41_session_23_D23:10,conv-41,,0
conv-41_session_23_D23:11,conv-41,,0
conv-41_session_23_D23:12,conv-41,,0
conv-41_session_23_D23:13,conv-41,,0
conv-41_session_23_D23:14,conv-41,"Entities: maria, mention
Relations: mention
Keywords: difference, dinner, friends, great, gym, keep, later, making, maria, mention, stuff, sure, talk, well",20
conv-41_session_24_D24:1,conv-41,,0
conv-41_session_24_D24:2,conv-41,,0
conv-41_session_24_D24:3,conv-41,"Entities: hospital, john, veteran
Relations: visit
Keywords: cool, elderly, filled, heard, heartbreaking, hope, hospital, inspiring, john, join, military, named, really, reminded, resilience, samuel, seeing, stories, veteran, wanted",27
conv-41_session_24_D24:4,conv-41,,0
conv-41_session_24_D24:5,conv-41,"Entities: john, passionate, people
Relations: work
Keywords: always, anything, family, fun, great, john, lately, like, maria, organization, part, passionate, people, supporting, thanks, work",23
conv-41_session_24_D24:6,conv-41,"Entities: charades, games, hunt, like, maria, scavenger
Relations: play
Keywords: ate, charades, chilled, church, food, friends, games, great, hunt, last, like, maria, picnic, played, scavenger, trees, weekend, yeah, yummy",29
conv-41_session_24_D24:7,conv-41,,0
conv-41_session_24_D24:8,conv-41,,0
conv-41_session_24_D24:9,conv-41,"Entities: activities, arts, crafts, fun, john, like
Relations: set
Keywords: activities, always, arts, blast, bring, crafts, creative, everyone, fun, games, great, important, john, joy, kids, laughter, like, really, setting, sides",30
conv-41_session_24_D24:10,conv-41,,0
conv-41_session_24_D24:11,conv-41,,0
conv-41_session_24_D24:12,conv-41,,0
conv-41_session_24_D24:13,conv-41,,0
conv-41_session_24_D24:14,conv-41,"Entities: connections, enjoying, importance, life, making, maria
Relations: appreciate
Keywords: connections, enjoying, glad, importance, john, life, making, maria, moments, simpler, sure, understand",22
conv-41_session_24_D24:15,conv-41,,0
conv-41_session_24_D24:16,conv-41,"Entities: joy, maria
Relations: bring
Keywords: acts, big, brings, definitely, difference, effect, even, good, helping, john, joy, keep, kindness, let, little, make, maria, others, working",25
conv-41_session_24_D24:17,conv-41,,0
conv-41_session_25_D25:1,conv-41,"Entities: job, john, new
Relations: enjoy
Keywords: changed, encouraging, enjoying, good, hi, inspiring, job, john, last, lot, maria, new, really, since, super, talk, team, time",25
conv-41_session_25_D25:2,conv-41,"Entities: church, friends, maria
Relations: hike
Keywords: church, enjoy, experience, felt, friends, glad, going, good, great, hey, hiking, important, john, last, maria, nature, people, refreshing, supportive, surrounded",27
conv-41_session_25_D25:3,conv-41,,0
conv-41_session_25_D25:4,conv-41,"Entities: laugh, maria
Relations: laugh
Keywords: beauty, connections, laugh, make, maria, nature, take, together, uplifting, wanted",16
conv-41_session_25_D25:5,conv-41,,0
conv-41_session_25_D25:6,conv-41,,0
conv-41_session_25_D25:7,conv-41,,0
conv-41_session_25_D25:8,conv-41,"Entities: maria, plan
Relations: plan
Keywords: explore, gonna, maria, month, next, plan, shelters, volunteer, wait",15
conv-41_session_25_D25:9,conv-41,,0
conv-41_session_25_D25:10,conv-41,,0
conv-41_session_25_D25:11,conv-41,"Entities: john, studio, yoga
Relations: attend
Keywords: awesome, chill, go, instructors, john, often, really, studio, vibe, yoga, yup",18
conv-41_session_25_D25:12,conv-41,,0
conv-41_session_25_D25:13,conv-41,"Entities: attend, john
Relations: attend
Keywords: attend, bunch, circuit, interesting, john, keeps, kickboxing, like, offer, things, training, yeah, yoga",19
conv-41_session_25_D25:14,conv-41,,0
conv-41_session_25_D25:15,conv-41,,0
conv-41_session_25_D25:16,conv-41,,0
conv-41_session_25_D25:17,conv-41,"Entities: classes, john, training, weight
Keywords: challenging, classes, done, far, john, kinda, like, peaceful, training, weight, yoga",17
conv-41_session_25_D25:18,conv-41,,0
conv-41_session_25_D25:19,conv-41,,0
conv-41_session_25_D25:20,conv-41,"Entities: cakes, maria
Relations: bake
Keywords: bake, cakes, cheers, john, know, let, maria, soon, talk",15
conv-41_session_26_D26:1,conv-41,"Entities: baked, drive, goods, maria
Relations: drive, drop
Keywords: baked, drive, dropped, ever, going, goods, great, help, hey, homeless, hope, interesting, john, last, maria, motivated, ok, people, shelter, stuff",29
conv-41_session_26_D26:2,conv-41,"Entities: brigade, firefighting, john
Relations: join
Keywords: awesome, back, brigade, community, difference, drive, feeling, fighting, fire, firefighting, give, great, help, hey, homeless, inspired, john, joined, last, made",27
conv-41_session_26_D26:3,conv-41,,0
conv-41_session_26_D26:4,conv-41,"Entities: brigade, call, firefighting, first, john
Keywords: awesome, brigade, call, changed, firefighting, first, help, helping, intense, john, last, maria, need, others, really, relief, responded, rewarding, seeing, situation",27
conv-41_session_26_D26:5,conv-41,,0
conv-41_session_26_D26:6,conv-41,"Entities: family, john
Relations: save
Keywords: able, arrived, building, burning, chaotic, difference, energy, family, got, john, knowing, made, pulled, purpose, save, surge, together, wild, worth",25
conv-41_session_26_D26:7,conv-41,,0
conv-41_session_26_D26:8,conv-41,,0
conv-41_session_26_D26:9,conv-41,,0
conv-41_session_26_D26:10,conv-41,"Entities: background, bond, john, military, sense
Relations: mention
Keywords: background, bond, community, contribute, different, feel, felt, helpful, john, maria, military, protecting, really, sense, serving, since, skills, talents, time, yeah",29
conv-41_session_26_D26:11,conv-41,"Entities: john, rely
Relations: rely
Keywords: bond, difference, found, friends, glad, huge, john, makes, rely, strong",16
conv-41_session_26_D26:12,conv-41,,0
conv-41_session_26_D26:13,conv-41,"Entities: maria, photo, reminds, volunteer, work
Relations: share
Keywords: awesome, feels, got, great, help, john, kind, maria, matters, people, photo, reminds, shot, volunteer, volunteered, work, yeah",26
conv-41_session_26_D26:14,conv-41,,0
conv-41_session_26_D26:15,conv-41,,0
conv-41_session_26_D26:16,conv-41,,0
conv-41_session_26_D26:17,conv-41,,0
conv-41_session_27_D27:1,conv-41,"Entities: john, military
Relations: advocate
Keywords: advocates, asked, awesome, back, coming, cool, courageous, family, friends, group, hey, hope, john, join, many, maria, military, nation, ok, part",26
conv-41_session_27_D27:2,conv-41,"Entities: maria
Relations: start
Keywords: go, helping, homeless, john, maria, part, rewarding, shelter, veterans, volunteering, way, wow",17
conv-41_session_27_D27:3,conv-41,,0
conv-41_session_27_D27:4,conv-41,"Entities: homeless, maria, shelter
Relations: volunteer
Keywords: ago, any, asked, experience, family, fulfilling, help, homeless, made, maria, needed, reached, really, said, shelter, since, started, streets, struggling, volunteering",27
conv-41_session_27_D27:5,conv-41,"Entities: homeless, john, maria, shelter, volunteer, work
Relations: admire
Keywords: admire, awesome, homeless, impact, john, made, maria, really, seriously, shelter, volunteer, work, wow",23
conv-41_session_27_D27:6,conv-41,,0
conv-41_session_27_D27:7,conv-41,,0
conv-41_session_27_D27:8,conv-41,"Entities: cindy, maria, resident, shelter
Relations: mention
Keywords: cindy, expression, gratitude, heartfelt, impact, maria, one, receive, resident, residents, shelter, shows, support, wrote",22
conv-41_session_27_D27:9,conv-41,"Entities: experience, john, meaningful
Keywords: cool, difference, experience, impact, inspiring, john, kids, last, like, made, making, maria, meaningful, memorial, military, really, week, wow",23
conv-41_session_27_D27:10,conv-41,,0
