qa_id,cell,scope_id,full_candidate_parity,full_top10_parity,probe_relation,relation_candidate_count,relation_candidate_parity,relation_top10_parity
conv-42_qa_61,neo4j-native,conv-42,1,1,play,5,1,1
conv-42_qa_61,neo4j-materialized,conv-42,1,1,play,5,1,1
conv-42_qa_62,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_62,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_62,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_62,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_63,cassandra-base,conv-42,1,1,play,5,1,1
conv-42_qa_63,cassandra-materialized,conv-42,1,1,play,5,1,1
conv-42_qa_63,neo4j-native,conv-42,1,1,play,5,1,1
conv-42_qa_63,neo4j-materialized,conv-42,1,1,play,5,1,1
conv-42_qa_64,cassandra-base,conv-42,1,1,win,6,1,1
conv-42_qa_64,cassandra-materialized,conv-42,1,1,win,6,1,1
conv-42_qa_64,neo4j-native,conv-42,1,1,win,6,1,1
conv-42_qa_64,neo4j-materialized,conv-42,1,1,win,6,1,1
conv-42_qa_65,cassandra-base,conv-42,1,1,win,6,1,1
conv-42_qa_65,cassandra-materialized,conv-42,1,1,win,6,1,1
conv-42_qa_65,neo4j-native,conv-42,1,1,win,6,1,1
conv-42_qa_65,neo4j-materialized,conv-42,1,1,win,6,1,1
conv-42_qa_66,cassandra-base,conv-42,1,1,consider,5,1,1
conv-42_qa_66,cassandra-materialized,conv-42,1,1,consider,5,1,1
conv-42_qa_66,neo4j-native,conv-42,1,1,consider,5,1,1
conv-42_qa_66,neo4j-materialized,conv-42,1,1,consider,5,1,1
conv-42_qa_67,cassandra-base,conv-42,1,1,have,3,1,1
conv-42_qa_67,cassandra-materialized,conv-42,1,1,have,3,1,1
conv-42_qa_67,neo4j-native,conv-42,1,1,have,3,1,1
conv-42_qa_67,neo4j-materialized,conv-42,1,1,have,3,1,1
conv-42_qa_68,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_68,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_68,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_68,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_69,cassandra-base,conv-42,1,1,have,3,1,1
conv-42_qa_69,cassandra-materialized,conv-42,1,1,have,3,1,1
conv-42_qa_69,neo4j-native,conv-42,1,1,have,3,1,1
conv-42_qa_69,neo4j-materialized,conv-42,1,1,have,3,1,1
conv-42_qa_70,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_70,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_70,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_70,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_71,cassandra-base,conv-42,1,1,appreciate,10,1,1
conv-42_qa_71,cassandra-materialized,conv-42,1,1,appreciate,10,1,1
conv-42_qa_71,neo4j-native,conv-42,1,1,appreciate,10,1,1
conv-42_qa_71,neo4j-materialized,conv-42,1,1,appreciate,10,1,1
conv-42_qa_72,cassandra-base,conv-42,1,1,plan,4,1,1
conv-42_qa_72,cassandra-materialized,conv-42,1,1,plan,4,1,1
conv-42_qa_72,neo4j-native,conv-42,1,1,plan,4,1,1
conv-42_qa_72,neo4j-materialized,conv-42,1,1,plan,4,1,1
conv-42_qa_73,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_73,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_73,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_73,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_74,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_74,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_74,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_74,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_75,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_75,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_75,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_75,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_76,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_76,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_76,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_76,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_77,cassandra-base,conv-42,1,1,win,6,1,1
conv-42_qa_77,cassandra-materialized,conv-42,1,1,win,6,1,1
conv-42_qa_77,neo4j-native,conv-42,1,1,win,6,1,1
conv-42_qa_77,neo4j-materialized,conv-42,1,1,win,6,1,1
conv-42_qa_78,cassandra-base,conv-42,1,1,game,1,1,1
conv-42_qa_78,cassandra-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_78,neo4j-native,conv-42,1,1,game,1,1,1
conv-42_qa_78,neo4j-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_79,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_79,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_79,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_79,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_80,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_80,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_80,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_80,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_81,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_81,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_81,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_81,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_82,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_82,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_82,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_82,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_83,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_83,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_83,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_83,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_84,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_84,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_84,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_84,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_85,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_85,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_85,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_85,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_86,cassandra-base,conv-42,1,1,take,7,1,1
conv-42_qa_86,cassandra-materialized,conv-42,1,1,take,7,1,1
conv-42_qa_86,neo4j-native,conv-42,1,1,take,7,1,1
conv-42_qa_86,neo4j-materialized,conv-42,1,1,take,7,1,1
conv-42_qa_87,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_87,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_87,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_87,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_89,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_89,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_89,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_89,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_90,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_90,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_90,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_90,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_91,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_91,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_91,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_91,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_92,cassandra-base,conv-42,1,1,have,3,1,1
conv-42_qa_92,cassandra-materialized,conv-42,1,1,have,3,1,1
conv-42_qa_92,neo4j-native,conv-42,1,1,have,3,1,1
conv-42_qa_92,neo4j-materialized,conv-42,1,1,have,3,1,1
conv-42_qa_93,cassandra-base,conv-42,1,1,game,1,1,1
conv-42_qa_93,cassandra-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_93,neo4j-native,conv-42,1,1,game,1,1,1
conv-42_qa_93,neo4j-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_94,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_94,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_94,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_94,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_95,cassandra-base,conv-42,1,1,game,1,1,1
conv-42_qa_95,cassandra-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_95,neo4j-native,conv-42,1,1,game,1,1,1
conv-42_qa_95,neo4j-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_96,cassandra-base,conv-42,1,1,enjoy,17,1,1
conv-42_qa_96,cassandra-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_96,neo4j-native,conv-42,1,1,enjoy,17,1,1
conv-42_qa_96,neo4j-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_97,cassandra-base,conv-42,1,1,finish,4,1,1
conv-42_qa_97,cassandra-materialized,conv-42,1,1,finish,4,1,1
conv-42_qa_97,neo4j-native,conv-42,1,1,finish,4,1,1
conv-42_qa_97,neo4j-materialized,conv-42,1,1,finish,4,1,1
conv-42_qa_98,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_98,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_98,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_98,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_99,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_99,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_99,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_99,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_100,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_100,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_100,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_100,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_101,cassandra-base,conv-42,1,1,think,1,1,1
conv-42_qa_101,cassandra-materialized,conv-42,1,1,think,1,1,1
conv-42_qa_101,neo4j-native,conv-42,1,1,think,1,1,1
conv-42_qa_101,neo4j-materialized,conv-42,1,1,think,1,1,1
conv-42_qa_102,cassandra-base,conv-42,1,1,enjoy,17,1,1
conv-42_qa_102,cassandra-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_102,neo4j-native,conv-42,1,1,enjoy,17,1,1
conv-42_qa_102,neo4j-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_103,cassandra-base,conv-42,1,1,recommend,3,1,1
conv-42_qa_103,cassandra-materialized,conv-42,1,1,recommend,3,1,1
conv-42_qa_103,neo4j-native,conv-42,1,1,recommend,3,1,1
conv-42_qa_103,neo4j-materialized,conv-42,1,1,recommend,3,1,1
conv-42_qa_104,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_104,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_104,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_104,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_105,cassandra-base,conv-42,1,1,make,4,1,1
conv-42_qa_105,cassandra-materialized,conv-42,1,1,make,4,1,1
conv-42_qa_105,neo4j-native,conv-42,1,1,make,4,1,1
conv-42_qa_105,neo4j-materialized,conv-42,1,1,make,4,1,1
conv-42_qa_106,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_106,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_106,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_106,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_107,cassandra-base,conv-42,1,1,like,1,1,1
conv-42_qa_107,cassandra-materialized,conv-42,1,1,like,1,1,1
conv-42_qa_107,neo4j-native,conv-42,1,1,like,1,1,1
conv-42_qa_107,neo4j-materialized,conv-42,1,1,like,1,1,1
conv-42_qa_108,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_108,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_108,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_108,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_109,cassandra-base,conv-42,1,1,audition,1,1,1
conv-42_qa_109,cassandra-materialized,conv-42,1,1,audition,1,1,1
conv-42_qa_109,neo4j-native,conv-42,1,1,audition,1,1,1
conv-42_qa_109,neo4j-materialized,conv-42,1,1,audition,1,1,1
conv-42_qa_110,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_110,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_110,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_110,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_111,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_111,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_111,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_111,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_112,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_112,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_112,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_112,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_113,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_113,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_113,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_113,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_114,cassandra-base,conv-42,1,1,enjoy,17,1,1
conv-42_qa_114,cassandra-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_114,neo4j-native,conv-42,1,1,enjoy,17,1,1
conv-42_qa_114,neo4j-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_115,cassandra-base,conv-42,1,1,enjoy,17,1,1
conv-42_qa_115,cassandra-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_115,neo4j-native,conv-42,1,1,enjoy,17,1,1
conv-42_qa_115,neo4j-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_116,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_116,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_116,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_116,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_117,cassandra-base,conv-42,1,1,use,6,1,1
conv-42_qa_117,cassandra-materialized,conv-42,1,1,use,6,1,1
conv-42_qa_117,neo4j-native,conv-42,1,1,use,6,1,1
conv-42_qa_117,neo4j-materialized,conv-42,1,1,use,6,1,1
conv-42_qa_118,cassandra-base,conv-42,1,1,use,6,1,1
conv-42_qa_118,cassandra-materialized,conv-42,1,1,use,6,1,1
conv-42_qa_118,neo4j-native,conv-42,1,1,use,6,1,1
conv-42_qa_118,neo4j-materialized,conv-42,1,1,use,6,1,1
conv-42_qa_119,cassandra-base,conv-42,1,1,feel,1,1,1
conv-42_qa_119,cassandra-materialized,conv-42,1,1,feel,1,1,1
conv-42_qa_119,neo4j-native,conv-42,1,1,feel,1,1,1
conv-42_qa_119,neo4j-materialized,conv-42,1,1,feel,1,1,1
conv-42_qa_120,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_120,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_120,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_120,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_121,cassandra-base,conv-42,1,1,join,2,1,1
conv-42_qa_121,cassandra-materialized,conv-42,1,1,join,2,1,1
conv-42_qa_121,neo4j-native,conv-42,1,1,join,2,1,1
conv-42_qa_121,neo4j-materialized,conv-42,1,1,join,2,1,1
conv-42_qa_122,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_122,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_122,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_122,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_123,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_123,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_123,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_123,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_124,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_124,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_124,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_124,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_125,cassandra-base,conv-42,1,1,invite,1,1,1
conv-42_qa_125,cassandra-materialized,conv-42,1,1,invite,1,1,1
conv-42_qa_125,neo4j-native,conv-42,1,1,invite,1,1,1
conv-42_qa_125,neo4j-materialized,conv-42,1,1,invite,1,1,1
conv-42_qa_126,cassandra-base,conv-42,1,1,get,1,1,1
conv-42_qa_126,cassandra-materialized,conv-42,1,1,get,1,1,1
conv-42_qa_126,neo4j-native,conv-42,1,1,get,1,1,1
conv-42_qa_126,neo4j-materialized,conv-42,1,1,get,1,1,1
conv-42_qa_127,cassandra-base,conv-42,1,1,write,8,1,1
conv-42_qa_127,cassandra-materialized,conv-42,1,1,write,8,1,1
conv-42_qa_127,neo4j-native,conv-42,1,1,write,8,1,1
conv-42_qa_127,neo4j-materialized,conv-42,1,1,write,8,1,1
conv-42_qa_128,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_128,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_128,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_128,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_129,cassandra-base,conv-42,1,1,share,3,1,1
conv-42_qa_129,cassandra-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_129,neo4j-native,conv-42,1,1,share,3,1,1
conv-42_qa_129,neo4j-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_130,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_130,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_130,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_130,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_131,cassandra-base,conv-42,1,1,remind,1,1,1
conv-42_qa_131,cassandra-materialized,conv-42,1,1,remind,1,1,1
conv-42_qa_131,neo4j-native,conv-42,1,1,remind,1,1,1
conv-42_qa_131,neo4j-materialized,conv-42,1,1,remind,1,1,1
conv-42_qa_132,cassandra-base,conv-42,1,1,make,4,1,1
conv-42_qa_132,cassandra-materialized,conv-42,1,1,make,4,1,1
conv-42_qa_132,neo4j-native,conv-42,1,1,make,4,1,1
conv-42_qa_132,neo4j-materialized,conv-42,1,1,make,4,1,1
conv-42_qa_133,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_133,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_133,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_133,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_134,cassandra-base,conv-42,1,1,offer,2,1,1
conv-42_qa_134,cassandra-materialized,conv-42,1,1,offer,2,1,1
conv-42_qa_134,neo4j-native,conv-42,1,1,offer,2,1,1
conv-42_qa_134,neo4j-materialized,conv-42,1,1,offer,2,1,1
conv-42_qa_135,cassandra-base,conv-42,1,1,plan,4,1,1
conv-42_qa_135,cassandra-materialized,conv-42,1,1,plan,4,1,1
conv-42_qa_135,neo4j-native,conv-42,1,1,plan,4,1,1
conv-42_qa_135,neo4j-materialized,conv-42,1,1,plan,4,1,1
conv-42_qa_136,cassandra-base,conv-42,1,1,game,1,1,1
conv-42_qa_136,cassandra-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_136,neo4j-native,conv-42,1,1,game,1,1,1
conv-42_qa_136,neo4j-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_137,cassandra-base,conv-42,1,1,go,1,1,1
conv-42_qa_137,cassandra-materialized,conv-42,1,1,go,1,1,1
conv-42_qa_137,neo4j-native,conv-42,1,1,go,1,1,1
conv-42_qa_137,neo4j-materialized,conv-42,1,1,go,1,1,1
conv-42_qa_138,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_138,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_138,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_138,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_139,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_139,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_139,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_139,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_140,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_140,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_140,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_140,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_141,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_141,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_141,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_141,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_142,cassandra-base,conv-42,1,1,make,4,1,1
conv-42_qa_142,cassandra-materialized,conv-42,1,1,make,4,1,1
conv-42_qa_142,neo4j-native,conv-42,1,1,make,4,1,1
conv-42_qa_142,neo4j-materialized,conv-42,1,1,make,4,1,1
conv-42_qa_143,cassandra-base,conv-42,1,1,feel,1,1,1
conv-42_qa_143,cassandra-materialized,conv-42,1,1,feel,1,1,1
conv-42_qa_143,neo4j-native,conv-42,1,1,feel,1,1,1
conv-42_qa_143,neo4j-materialized,conv-42,1,1,feel,1,1,1
conv-42_qa_144,cassandra-base,conv-42,1,1,have,3,1,1
conv-42_qa_144,cassandra-materialized,conv-42,1,1,have,3,1,1
conv-42_qa_144,neo4j-native,conv-42,1,1,have,3,1,1
conv-42_qa_144,neo4j-materialized,conv-42,1,1,have,3,1,1
conv-42_qa_145,cassandra-base,conv-42,1,1,share,3,1,1
conv-42_qa_145,cassandra-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_145,neo4j-native,conv-42,1,1,share,3,1,1
conv-42_qa_145,neo4j-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_146,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_146,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_146,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_146,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_147,cassandra-base,conv-42,1,1,mention,5,1,1
conv-42_qa_147,cassandra-materialized,conv-42,1,1,mention,5,1,1
conv-42_qa_147,neo4j-native,conv-42,1,1,mention,5,1,1
conv-42_qa_147,neo4j-materialized,conv-42,1,1,mention,5,1,1
conv-42_qa_148,cassandra-base,conv-42,1,1,feel,1,1,1
conv-42_qa_148,cassandra-materialized,conv-42,1,1,feel,1,1,1
conv-42_qa_148,neo4j-native,conv-42,1,1,feel,1,1,1
conv-42_qa_148,neo4j-materialized,conv-42,1,1,feel,1,1,1
conv-42_qa_149,cassandra-base,conv-42,1,1,share,3,1,1
conv-42_qa_149,cassandra-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_149,neo4j-native,conv-42,1,1,share,3,1,1
conv-42_qa_149,neo4j-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_150,cassandra-base,conv-42,1,1,celebrate,1,1,1
conv-42_qa_150,cassandra-materialized,conv-42,1,1,celebrate,1,1,1
conv-42_qa_150,neo4j-native,conv-42,1,1,celebrate,1,1,1
conv-42_qa_150,neo4j-materialized,conv-42,1,1,celebrate,1,1,1
conv-42_qa_151,cassandra-base,conv-42,1,1,celebrate,1,1,1
conv-42_qa_151,cassandra-materialized,conv-42,1,1,celebrate,1,1,1
conv-42_qa_151,neo4j-native,conv-42,1,1,celebrate,1,1,1
conv-42_qa_151,neo4j-materialized,conv-42,1,1,celebrate,1,1,1
conv-42_qa_152,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_152,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_152,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_152,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_153,cassandra-base,conv-42,1,1,suggest,1,1,1
conv-42_qa_153,cassandra-materialized,conv-42,1,1,suggest,1,1,1
conv-42_qa_153,neo4j-native,conv-42,1,1,suggest,1,1,1
conv-42_qa_153,neo4j-materialized,conv-42,1,1,suggest,1,1,1
conv-42_qa_154,cassandra-base,conv-42,1,1,host,1,1,1
conv-42_qa_154,cassandra-materialized,conv-42,1,1,host,1,1,1
conv-42_qa_154,neo4j-native,conv-42,1,1,host,1,1,1
conv-42_qa_154,neo4j-materialized,conv-42,1,1,host,1,1,1
conv-42_qa_155,cassandra-base,conv-42,1,1,show,2,1,1
conv-42_qa_155,cassandra-materialized,conv-42,1,1,show,2,1,1
conv-42_qa_155,neo4j-native,conv-42,1,1,show,2,1,1
conv-42_qa_155,neo4j-materialized,conv-42,1,1,show,2,1,1
conv-42_qa_156,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_156,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_156,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_156,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_157,cassandra-base,conv-42,1,1,share,3,1,1
conv-42_qa_157,cassandra-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_157,neo4j-native,conv-42,1,1,share,3,1,1
conv-42_qa_157,neo4j-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_158,cassandra-base,conv-42,1,1,share,3,1,1
conv-42_qa_158,cassandra-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_158,neo4j-native,conv-42,1,1,share,3,1,1
conv-42_qa_158,neo4j-materialized,conv-42,1,1,share,3,1,1
conv-42_qa_159,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_159,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_159,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_159,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_160,cassandra-base,conv-42,1,1,enjoy,17,1,1
conv-42_qa_160,cassandra-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_160,neo4j-native,conv-42,1,1,enjoy,17,1,1
conv-42_qa_160,neo4j-materialized,conv-42,1,1,enjoy,17,1,1
conv-42_qa_161,cassandra-base,conv-42,1,1,make,4,1,1
conv-42_qa_161,cassandra-materialized,conv-42,1,1,make,4,1,1
conv-42_qa_161,neo4j-native,conv-42,1,1,make,4,1,1
conv-42_qa_161,neo4j-materialized,conv-42,1,1,make,4,1,1
conv-42_qa_162,cassandra-base,conv-42,1,1,game,1,1,1
conv-42_qa_162,cassandra-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_162,neo4j-native,conv-42,1,1,game,1,1,1
conv-42_qa_162,neo4j-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_163,cassandra-base,conv-42,1,1,,0,,
conv-42_qa_163,cassandra-materialized,conv-42,1,1,,0,,
conv-42_qa_163,neo4j-native,conv-42,1,1,,0,,
conv-42_qa_163,neo4j-materialized,conv-42,1,1,,0,,
conv-42_qa_164,cassandra-base,conv-42,1,1,game,1,1,1
conv-42_qa_164,cassandra-materialized,conv-42,1,1,game,1,1,1
conv-42_qa_164,neo4j-native,conv-42,1,1,game,1,1,1
